	ENSDCDT00000067008	ENSCHAT00000067650	ENSCHAT00000067651	ENSCHAT00000067649	ENSCHAT00000067648	ENSDCDT00000067134	ENSDCDT00000067081	ENSDCDT00000067129	ENSDCDT00000067102	ENSDCDT00000067116	ENSDCDT00000067092	ENSDCDT00000067063	ENSDCDT00000067098
ENSDCDT00000067008	1.0	0.6653550348774817	0.6716150956895011	0.7190126989805044	0.6374530495439098	0.7621176891432659	0.8980504382042569	0.9534966911107136	0.8390270076909319	0.8708638883920586	0.8052226793060275	0.8717581827937757	0.7451260955106421
ENSCHAT00000067650	0.6653550348774817	1.0	0.8494008227508496	0.9325702021105348	0.8569128957252727	0.631371847612234	0.6721516723305312	0.6315507064925774	0.6476480057234841	0.6508674655696656	0.6218923269540333	0.6683956358433196	0.6045430155607225
ENSCHAT00000067651	0.6716150956895011	0.8494008227508496	1.0	0.9096762654265784	0.8458236451439815	0.6428188159542121	0.6898587014845287	0.7095331783223037	0.636201037381506	0.6592738329458058	0.6775174387408335	0.674655696655339	0.6710785190484707
ENSCHAT00000067649	0.7190126989805044	0.9325702021105348	0.9096762654265784	1.0	0.9050259345376498	0.6657127526381685	0.7288499373993919	0.6800214630656413	0.6835986406725094	0.7000536576641031	0.6571275263816848	0.7204435700232517	0.635306742979789
ENSCHAT00000067648	0.6374530495439098	0.8569128957252727	0.8458236451439815	0.9050259345376498	1.0	0.6197460203899123	0.6472902879627973	0.5984618136290467	0.6199248792702557	0.6184940082275084	0.5981040958683599	0.6388839205866571	0.5893400107315329
ENSDCDT00000067134	0.7621176891432659	0.631371847612234	0.6428188159542121	0.6657127526381685	0.6197460203899123	1.0	0.8401001609729923	0.7234841709890896	0.8744410659989268	0.88982292970846	0.8653192631014129	0.808084421391522	0.9286353067429798
ENSDCDT00000067081	0.8980504382042569	0.6721516723305312	0.6898587014845287	0.7288499373993919	0.6472902879627973	0.8401001609729923	1.0	0.8536934358790914	0.8690752995886246	0.9220175281702736	0.8832051511357539	0.9318547665891612	0.8231085673403684
ENSDCDT00000067129	0.9534966911107136	0.6315507064925774	0.7095331783223037	0.6800214630656413	0.5984618136290467	0.7234841709890896	0.8536934358790914	1.0	0.7925236988016455	0.8315149347165087	0.8313360758361653	0.8274011804686102	0.7712394920407798
ENSDCDT00000067102	0.8390270076909319	0.6476480057234841	0.636201037381506	0.6835986406725094	0.6199248792702557	0.8744410659989268	0.8690752995886246	0.7925236988016455	1.0	0.8876766231443391	0.8402790198533358	0.8213199785369344	0.8574494723663029
ENSDCDT00000067116	0.8708638883920586	0.6508674655696656	0.6592738329458058	0.7000536576641031	0.6184940082275084	0.88982292970846	0.9220175281702736	0.8315149347165087	0.8876766231443391	1.0	0.8427830441781434	0.914684314076194	0.8599534966911108
ENSDCDT00000067092	0.8052226793060275	0.6218923269540333	0.6775174387408335	0.6571275263816848	0.5981040958683599	0.8653192631014129	0.8832051511357539	0.8313360758361653	0.8402790198533358	0.8427830441781434	1.0	0.8383115721695582	0.9334644965122518
ENSDCDT00000067063	0.8717581827937757	0.6683956358433196	0.674655696655339	0.7204435700232517	0.6388839205866571	0.808084421391522	0.9318547665891612	0.8274011804686102	0.8213199785369344	0.914684314076194	0.8383115721695582	1.0	0.7782149883741728
ENSDCDT00000067098	0.7451260955106421	0.6045430155607225	0.6710785190484707	0.635306742979789	0.5893400107315329	0.9286353067429798	0.8231085673403684	0.7712394920407798	0.8574494723663029	0.8599534966911108	0.9334644965122518	0.7782149883741728	1.0
