	FBtr0074894	ENSPVIT00000006161	ENSSMRT00000005336	FBtr0330181	F21C3.5.1	ENSSMRT00000000154	ENSNSUT00000007231	ENSCABT00000001210	ENSPVIT00000006204	ENSCCET00000003197	ENSACAT00000003533	ENSCCET00000003198	ENSACAT00000004270	ENSGAGT00000021430
FBtr0074894	1.0	0.7069525666016894	0.7244964262508122	1.0	0.6413255360623782	0.7628330084470435	0.7212475633528265	0.7179987004548408	0.7160493827160493	0.6289798570500325	0.723196881091618	0.6302794022092267	0.7212475633528265	0.4528914879792072
ENSPVIT00000006161	0.7069525666016894	1.0	0.944119558154646	0.7069525666016894	0.7543859649122807	0.6764132553606238	0.940220922677063	0.935672514619883	0.8687459389213775	0.7673814165042235	0.94087069525666	0.7439896036387265	0.8791423001949318	0.6816114359974009
ENSSMRT00000005336	0.7244964262508122	0.944119558154646	1.0	0.7244964262508122	0.7634827810266407	0.6939571150097466	0.9512670565302144	0.953216374269006	0.8518518518518519	0.7868745938921378	0.9538661468486028	0.7634827810266407	0.8966861598440545	0.6900584795321637
FBtr0330181	1.0	0.7069525666016894	0.7244964262508122	1.0	0.6413255360623782	0.7628330084470435	0.7212475633528265	0.7179987004548408	0.7160493827160493	0.6289798570500325	0.723196881091618	0.6302794022092267	0.7212475633528265	0.4528914879792072
F21C3.5.1	0.6413255360623782	0.7543859649122807	0.7634827810266407	0.6413255360623782	1.0	0.6179337231968811	0.7576348278102664	0.7621832358674464	0.6939571150097466	0.8447043534762833	0.7634827810266407	0.7102014294996751	0.8336582196231319	0.4970760233918128
ENSSMRT00000000154	0.7628330084470435	0.6764132553606238	0.6939571150097466	0.7628330084470435	0.6179337231968811	1.0	0.6894087069525666	0.6848602988953866	0.6725146198830411	0.6055880441845354	0.6887589343729694	0.5821962313190383	0.7069525666016894	0.42105263157894735
ENSNSUT00000007231	0.7212475633528265	0.940220922677063	0.9512670565302144	0.7212475633528265	0.7576348278102664	0.6894087069525666	1.0	0.9421702404158544	0.8473034437946718	0.7751786874593892	0.944119558154646	0.7517868745938922	0.8856400259909032	0.6770630279402209
ENSCABT00000001210	0.7179987004548408	0.935672514619883	0.953216374269006	0.7179987004548408	0.7621832358674464	0.6848602988953866	0.9421702404158544	1.0	0.8447043534762833	0.7810266406757634	0.9434697855750488	0.7576348278102664	0.8875893437296946	0.7290448343079922
ENSPVIT00000006204	0.7160493827160493	0.8687459389213775	0.8518518518518519	0.7160493827160493	0.6939571150097466	0.6725146198830411	0.8473034437946718	0.8447043534762833	1.0	0.700454840805718	0.8576998050682261	0.6770630279402209	0.8050682261208577	0.5802469135802469
ENSCCET00000003197	0.6289798570500325	0.7673814165042235	0.7868745938921378	0.6289798570500325	0.8447043534762833	0.6055880441845354	0.7751786874593892	0.7810266406757634	0.700454840805718	1.0	0.7875243664717348	0.7855750487329435	0.8622482131254061	0.5159194282001299
ENSACAT00000003533	0.723196881091618	0.94087069525666	0.9538661468486028	0.723196881091618	0.7634827810266407	0.6887589343729694	0.944119558154646	0.9434697855750488	0.8576998050682261	0.7875243664717348	1.0	0.7641325536062378	0.9239766081871345	0.6803118908382066
ENSCCET00000003198	0.6302794022092267	0.7439896036387265	0.7634827810266407	0.6302794022092267	0.7102014294996751	0.5821962313190383	0.7517868745938922	0.7576348278102664	0.6770630279402209	0.7855750487329435	0.7641325536062378	1.0	0.838856400259909	0.4925276153346329
ENSACAT00000004270	0.7212475633528265	0.8791423001949318	0.8966861598440545	0.7212475633528265	0.8336582196231319	0.7069525666016894	0.8856400259909032	0.8875893437296946	0.8050682261208577	0.8622482131254061	0.9239766081871345	0.838856400259909	1.0	0.6231319038336582
ENSGAGT00000021430	0.4528914879792072	0.6816114359974009	0.6900584795321637	0.4528914879792072	0.4970760233918128	0.42105263157894735	0.6770630279402209	0.7290448343079922	0.5802469135802469	0.5159194282001299	0.6803118908382066	0.4925276153346329	0.6231319038336582	1.0
