	ENSMICT00000014611	ENSMMUT00000013787	ENSNLET00000059913	ENSRROT00000066838	ENSPANT00000038109	ENSCSAT00000012101	ENSNLET00000018137	ENSPCOT00000034833	ENSRROT00000066837	ENSPPAT00000004460	ENSCATT00000038822	ENSGGOT00000060000	ENSPTRT00000013394	ENSPSMT00000038377	ENSMNET00000042344	ENSPTET00000035000	ENSMNET00000042341	ENSPANT00000022495	ENSGGOT00000000745	ENSPPAT00000004492	ENSMFAT00000007212	ENSPSMT00000038376	ENSPTRT00000076905	ENSMLET00000038537	ENSPTET00000034998	ENSMFAT00000007214	ENSCATT00000038817	ENSTGET00000041098	ENSMLET00000038542	ENST00000560581	ENSTGET00000041096	ENST00000331090	ENSMMUT00000040373
ENSMICT00000014611	1.0	0.8062283737024222	0.7820069204152249	0.776239907727797	0.7866205305651672	0.8788927335640139	0.8754325259515571	0.8442906574394463	0.8708189158016147	0.8800461361014994	0.7854671280276817	0.7866205305651672	0.7866205305651672	0.8442906574394463	0.7889273356401384	0.7831603229527105	0.8823529411764706	0.8788927335640139	0.8800461361014994	0.7866205305651672	0.8823529411764706	0.9411764705882352	0.8800461361014994	0.8777393310265282	0.8777393310265282	0.7889273356401384	0.8788927335640139	0.7866205305651672	0.7843137254901961	0.7831603229527105	0.8788927335640139	0.8765859284890427	0.8823529411764706
ENSMMUT00000013787	0.8062283737024222	1.0	0.7970011534025375	0.8073817762399077	0.8223760092272203	0.9134948096885812	0.8915801614763552	0.7024221453287197	0.9031141868512109	0.8961937716262975	0.8212226066897347	0.7958477508650519	0.8016147635524798	0.7035755478662054	0.8246828143021915	0.8096885813148789	0.9215686274509804	0.9181084198385236	0.8904267589388697	0.8016147635524798	0.9215686274509804	0.7970011534025375	0.8961937716262975	0.9169550173010379	0.9054209919261822	0.8246828143021915	0.9181084198385236	0.8223760092272203	0.8200692041522492	0.7970011534025375	0.9181084198385236	0.8915801614763552	0.9238754325259516
ENSNLET00000059913	0.7820069204152249	0.7970011534025375	1.0	0.9584775086505192	0.9688581314878892	0.8673587081891581	0.9031141868512109	0.6851211072664359	0.8615916955017301	0.8800461361014994	0.9677047289504036	0.9711649365628604	0.9769319492502884	0.8754325259515571	0.9711649365628604	0.9607843137254902	0.8742791234140715	0.8719723183391004	0.8742791234140715	0.9769319492502884	0.8742791234140715	0.7785467128027682	0.8800461361014994	0.8696655132641292	0.8638985005767013	0.9711649365628604	0.8708189158016147	0.9688581314878892	0.966551326412918	0.9723183391003459	0.8719723183391004	0.8754325259515571	0.8731257208765859
ENSRROT00000066838	0.776239907727797	0.8073817762399077	0.9584775086505192	1.0	0.9803921568627452	0.8788927335640139	0.8615916955017301	0.6782006920415224	0.9031141868512109	0.8662053056516724	0.9792387543252596	0.9573241061130334	0.9630911188004614	0.8650519031141869	0.9826989619377162	0.983852364475202	0.8858131487889274	0.8835063437139562	0.8604382929642446	0.9630911188004614	0.8858131487889274	0.7681660899653979	0.8662053056516724	0.881199538638985	0.8869665513264129	0.9826989619377162	0.8823529411764706	0.9803921568627452	0.978085351787774	0.9584775086505192	0.8835063437139562	0.8615916955017301	0.8835063437139562
ENSPANT00000038109	0.7866205305651672	0.8223760092272203	0.9688581314878892	0.9803921568627452	1.0	0.8938869665513264	0.8719723183391004	0.6828143021914648	0.8835063437139562	0.8765859284890427	0.9965397923875432	0.9677047289504036	0.9734717416378316	0.8742791234140715	0.9976931949250288	0.9826989619377162	0.90080738177624	0.9031141868512109	0.8708189158016147	0.9734717416378316	0.90080738177624	0.7773933102652826	0.8765859284890427	0.8985005767012687	0.8858131487889274	0.9976931949250288	0.8996539792387543	0.9976931949250288	0.9953863898500576	0.9688581314878892	0.90080738177624	0.8719723183391004	0.8985005767012687
ENSCSAT00000012101	0.8788927335640139	0.9134948096885812	0.8673587081891581	0.8788927335640139	0.8938869665513264	1.0	0.9630911188004614	0.7750865051903114	0.9757785467128028	0.9677047289504036	0.8927335640138409	0.8662053056516724	0.8719723183391004	0.7750865051903114	0.8961937716262975	0.881199538638985	0.9919261822376008	0.9884659746251442	0.9619377162629758	0.8719723183391004	0.9919261822376008	0.8696655132641292	0.9677047289504036	0.9873125720876584	0.978085351787774	0.8961937716262975	0.9884659746251442	0.8938869665513264	0.8915801614763552	0.8673587081891581	0.9884659746251442	0.9630911188004614	0.9896193771626296
ENSNLET00000018137	0.8754325259515571	0.8915801614763552	0.9031141868512109	0.8615916955017301	0.8719723183391004	0.9630911188004614	1.0	0.7785467128027682	0.9573241061130334	0.9769319492502884	0.8708189158016147	0.8742791234140715	0.8800461361014994	0.7785467128027682	0.8742791234140715	0.8638985005767013	0.9688581314878892	0.9653979238754326	0.9711649365628604	0.8800461361014994	0.9688581314878892	0.8719723183391004	0.9769319492502884	0.9642445213379468	0.9596309111880046	0.8742791234140715	0.9653979238754326	0.8719723183391004	0.8696655132641292	0.8754325259515571	0.9653979238754326	0.9723183391003459	0.9677047289504036
ENSPCOT00000034833	0.8442906574394463	0.7024221453287197	0.6851211072664359	0.6782006920415224	0.6828143021914648	0.7750865051903114	0.7785467128027682	1.0	0.7727797001153403	0.7808535178777394	0.6816608996539792	0.6874279123414071	0.6874279123414071	0.748558246828143	0.6851211072664359	0.6828143021914648	0.7785467128027682	0.7750865051903114	0.7808535178777394	0.6874279123414071	0.7785467128027682	0.845444059976932	0.7808535178777394	0.7739331026528259	0.7773933102652826	0.6851211072664359	0.7750865051903114	0.6839677047289504	0.6805074971164936	0.6851211072664359	0.776239907727797	0.7785467128027682	0.7785467128027682
ENSRROT00000066837	0.8708189158016147	0.9031141868512109	0.8615916955017301	0.9031141868512109	0.8835063437139562	0.9757785467128028	0.9573241061130334	0.7727797001153403	1.0	0.9619377162629758	0.8823529411764706	0.8604382929642446	0.8662053056516724	0.7681660899653979	0.8858131487889274	0.8869665513264129	0.9815455594002308	0.978085351787774	0.956170703575548	0.8662053056516724	0.9815455594002308	0.8627450980392157	0.9619377162629758	0.9769319492502884	0.983852364475202	0.8858131487889274	0.978085351787774	0.8835063437139562	0.881199538638985	0.8615916955017301	0.978085351787774	0.9573241061130334	0.9792387543252596
ENSPPAT00000004460	0.8800461361014994	0.8961937716262975	0.8800461361014994	0.8662053056516724	0.8765859284890427	0.9677047289504036	0.9769319492502884	0.7808535178777394	0.9619377162629758	1.0	0.8754325259515571	0.895040369088812	0.9031141868512109	0.7843137254901961	0.8788927335640139	0.8685121107266436	0.9734717416378316	0.9700115340253748	0.9919261822376008	0.9031141868512109	0.9734717416378316	0.8777393310265282	1.0	0.9688581314878892	0.9642445213379468	0.8788927335640139	0.9700115340253748	0.8765859284890427	0.8742791234140715	0.8961937716262975	0.9700115340253748	0.9930795847750864	0.9723183391003459
