,ENSFHET00000006187,ENSXCOT00000020456,ENSLBET00000034798,ENSPRET00000028300,ENSCSET00000018275,ENSKMAT00000012432,ENSDCDT00000050829,ENSCVAT00000003908,ENSPMGT00000027996,ENSPLAT00000014363,ENSCSET00000030205,ENSSMAT00000032505,ENSXMAT00000026123,ENSTRUT00000058326,ENSGWIT00000042836,ENSPMET00000016600,ENSCSET00000012462
ENSFHET00000006187,1.0,0.9802513464991023,0.8276481149012568,0.8563734290843806,0.9533213644524237,0.22441651705565535,0.22441651705565535,0.8312387791741472,0.8150807899461401,0.7378815080789947,0.9551166965888689,0.9676840215439856,0.9802513464991023,0.3536804308797128,0.9569120287253142,0.9802513464991023,0.8922800718132855
ENSXCOT00000020456,0.9802513464991023,1.0,0.8312387791741472,0.8671454219030521,0.9569120287253142,0.22441651705565535,0.22441651705565535,0.8348294434470377,0.8114901256732495,0.748653500897666,0.9551166965888689,0.9712746858168761,1.0,0.3536804308797128,0.9640933572710951,0.992818671454219,0.8886894075403949
ENSLBET00000034798,0.8276481149012568,0.8312387791741472,1.0,0.895870736086176,0.8204667863554758,0.22980251346499103,0.22980251346499103,0.7845601436265709,0.8707360861759426,0.7324955116696589,0.8204667863554758,0.8312387791741472,0.8312387791741472,0.3590664272890485,0.8348294434470377,0.8276481149012568,0.8904847396768402
ENSPRET00000028300,0.8563734290843806,0.8671454219030521,0.895870736086176,1.0,0.8348294434470377,0.26211849192100534,0.26211849192100534,0.800718132854578,0.874326750448833,0.7809694793536804,0.8330341113105925,0.8456014362657092,0.8671454219030521,0.3913824057450628,0.8384201077199281,0.8599640933572711,0.9030520646319569
ENSCSET00000018275,0.9533213644524237,0.9569120287253142,0.8204667863554758,0.8348294434470377,1.0,0.22441651705565535,0.22441651705565535,0.8204667863554758,0.7989228007181328,0.7163375224416517,0.9910233393177738,0.9622980251346499,0.9569120287253142,0.35188509874326757,0.9533213644524237,0.9551166965888689,0.9210053859964094
ENSKMAT00000012432,0.22441651705565535,0.22441651705565535,0.22980251346499103,0.26211849192100534,0.22441651705565535,1.0,0.9281867145421903,0.3105924596050269,0.2351885098743267,0.2405745062836625,0.22441651705565535,0.22441651705565535,0.22441651705565535,0.6983842010771992,0.22441651705565535,0.22441651705565535,0.29443447037701975
ENSDCDT00000050829,0.22441651705565535,0.22441651705565535,0.22980251346499103,0.26211849192100534,0.22441651705565535,0.9281867145421903,1.0,0.3105924596050269,0.2351885098743267,0.2405745062836625,0.22441651705565535,0.22441651705565535,0.22441651705565535,0.6929982046678635,0.22441651705565535,0.22441651705565535,0.29443447037701975
ENSCVAT00000003908,0.8312387791741472,0.8348294434470377,0.7845601436265709,0.800718132854578,0.8204667863554758,0.3105924596050269,0.3105924596050269,1.0,0.770197486535009,0.7719928186714542,0.8204667863554758,0.8258527827648114,0.8348294434470377,0.4380610412926391,0.8258527827648114,0.8348294434470377,0.8438061041292639
ENSPMGT00000027996,0.8150807899461401,0.8114901256732495,0.8707360861759426,0.874326750448833,0.7989228007181328,0.2351885098743267,0.2351885098743267,0.770197486535009,1.0,0.7127468581687613,0.7953321364452424,0.8025134649910234,0.8114901256732495,0.355475763016158,0.8061041292639138,0.8168761220825853,0.8563734290843806
ENSPLAT00000014363,0.7378815080789947,0.748653500897666,0.7324955116696589,0.7809694793536804,0.7163375224416517,0.2405745062836625,0.2405745062836625,0.7719928186714542,0.7127468581687613,1.0,0.7127468581687613,0.725314183123878,0.748653500897666,0.46499102333931774,0.7271095152603232,0.7522441651705566,0.7827648114901257
