	ENSEEET00000020928	ENSEEET00000020426	ENSDCDT00000057857	ENSAMXT00000021232	ENSCHAT00000024277	ENSDCDT00000058135	ENSAMXT00000036179	ENSEEET00000020662	ENSEEET00000020660	ENSIPUT00000010064	ENSEEET00000020589	ENSIPUT00000010129
ENSEEET00000020928	1.0	0.5099703012303776	0.4361476453118371	0.6385235468816292	0.3398387781077641	0.4085702163767502	0.4476028850233347	0.5074246924056003	0.4887568943572338	0.4509970301230377	0.4798472634705133	0.4378447178616887
ENSEEET00000020426	0.5099703012303776	1.0	0.8116249469664828	0.663555366991939	0.7271955876113704	0.7594399660585491	0.8625371234620279	0.9847263470513364	0.8854476028850233	0.8561731014000848	0.9291472210436996	0.8430207891387357
ENSDCDT00000057857	0.4361476453118371	0.8116249469664828	1.0	0.6368264743317776	0.7479847263470514	0.9456936784047518	0.8192617734408146	0.8095036062791684	0.7191344929995758	0.8222316504030547	0.7611370386084005	0.8095036062791684
ENSAMXT00000021232	0.6385235468816292	0.663555366991939	0.6368264743317776	1.0	0.5532456512515911	0.6164616037335596	0.7658039881204921	0.6762834111158252	0.6423419601187951	0.6703436571913449	0.6359779380568519	0.6648281714043275
ENSCHAT00000024277	0.3398387781077641	0.7271955876113704	0.7479847263470514	0.5532456512515911	1.0	0.7106491302503182	0.7390750954603309	0.7216801018243529	0.6436147645311837	0.728468392023759	0.6843445057276198	0.7310140008485363
ENSDCDT00000058135	0.4085702163767502	0.7594399660585491	0.9456936784047518	0.6164616037335596	0.7106491302503182	1.0	0.7666525243954179	0.7645311837081035	0.71828595672465	0.7696224013576579	0.7238014425116673	0.7785320322443785
ENSAMXT00000036179	0.4476028850233347	0.8625371234620279	0.8192617734408146	0.7658039881204921	0.7390750954603309	0.7666525243954179	1.0	0.8485362749257531	0.7564700890963089	0.859142978362325	0.7971998302927449	0.8459906661009758
ENSEEET00000020662	0.5074246924056003	0.9847263470513364	0.8095036062791684	0.6762834111158252	0.7216801018243529	0.7645311837081035	0.8485362749257531	1.0	0.8905388205345779	0.8536274925753076	0.9342384386932542	0.8481120067882902
ENSEEET00000020660	0.4887568943572338	0.8854476028850233	0.7191344929995758	0.6423419601187951	0.6436147645311837	0.71828595672465	0.7564700890963089	0.8905388205345779	1.0	0.7611370386084005	0.9563003818413236	0.7636826474331778
ENSIPUT00000010064	0.4509970301230377	0.8561731014000848	0.8222316504030547	0.6703436571913449	0.728468392023759	0.7696224013576579	0.859142978362325	0.8536274925753076	0.7611370386084005	1.0	0.8018667798048367	0.986423419601188
ENSEEET00000020589	0.4798472634705133	0.9291472210436996	0.7611370386084005	0.6359779380568519	0.6843445057276198	0.7238014425116673	0.7971998302927449	0.9342384386932542	0.9563003818413236	0.8018667798048367	1.0	0.804412388629614
ENSIPUT00000010129	0.4378447178616887	0.8430207891387357	0.8095036062791684	0.6648281714043275	0.7310140008485363	0.7785320322443785	0.8459906661009758	0.8481120067882902	0.7636826474331778	0.986423419601188	0.804412388629614	1.0
