,ENSCINT00000011066,ENSCSAVT00000014118,ENSCSAVT00000014544,ENSCSAVT00000014465,ENSCSAVT00000014464,ENSCSAVT00000014117,FBtr0075186,ENSCINT00000013465,ENSCINT00000013895,ENSCINT00000013490,ENSCINT00000034576,ENSCSAVT00000014520
ENSCINT00000011066,1.0,0.9248144305211908,0.9226594301221167,0.9644824008300742,0.9633649932157394,0.9258520233059302,0.8710990502035278,0.9386223960411845,0.9300023944448879,0.9306409130816505,0.9159549844361082,0.9143586878442015
ENSCSAVT00000014118,0.9248144305211908,1.0,0.9490781387181738,0.9352701731981802,0.9315188762071993,0.971984994812036,0.8738925692393646,0.9605714741799026,0.9248942453507861,0.9385425812115891,0.9159549844361082,0.9160347992657035
ENSCSAVT00000014544,0.9226594301221167,0.9490781387181738,1.0,0.9367866549604916,0.9330353579695108,0.9360683214941337,0.8700614574187884,0.947960731103839,0.92226035597414,0.95993295554314,0.9230585042700934,0.9190677627903264
ENSCSAVT00000014465,0.9644824008300742,0.9352701731981802,0.9367866549604916,1.0,0.9854737010136483,0.9313592465480086,0.8783621996967036,0.9491579535477692,0.9359885066645383,0.9370260994492777,0.9284859126825764,0.9245749860324048
ENSCSAVT00000014464,0.9633649932157394,0.9315188762071993,0.9330353579695108,0.9854737010136483,1.0,0.9327959134807248,0.8800383111182057,0.9474818421262671,0.9375049884268497,0.9405379519514726,0.9256923936467396,0.9206640593822332
ENSCSAVT00000014117,0.9258520233059302,0.971984994812036,0.9360683214941337,0.9313592465480086,0.9327959134807248,1.0,0.873254050602602,0.9576183254848751,0.9244951712028094,0.9455662862159789,0.9094101684092905,0.9094899832388857
FBtr0075186,0.8710990502035278,0.8738925692393646,0.8700614574187884,0.8783621996967036,0.8800383111182057,0.873254050602602,1.0,0.8839492377683774,0.8754888658312715,0.8759677548088435,0.8867427568042142,0.8868225716338095
ENSCINT00000013465,0.9386223960411845,0.9605714741799026,0.947960731103839,0.9491579535477692,0.9474818421262671,0.9576183254848751,0.8839492377683774,1.0,0.9340729507542501,0.9494772128661505,0.9296831351265065,0.9295235054673159
ENSCINT00000013895,0.9300023944448879,0.9248942453507861,0.92226035597414,0.9359885066645383,0.9375049884268497,0.9244951712028094,0.8754888658312715,0.9340729507542501,1.0,0.9296831351265065,0.9188283183015404,0.9174714661984197
ENSCINT00000013490,0.9306409130816505,0.9385425812115891,0.95993295554314,0.9370260994492777,0.9405379519514726,0.9455662862159789,0.8759677548088435,0.9494772128661505,0.9296831351265065,1.0,0.9211429483598053,0.9177109106872057
ENSCINT00000034576,0.9159549844361082,0.9159549844361082,0.9230585042700934,0.9284859126825764,0.9256923936467396,0.9094101684092905,0.8867427568042142,0.9296831351265065,0.9188283183015404,0.9211429483598053,1.0,0.980445366749142
ENSCSAVT00000014520,0.9143586878442015,0.9160347992657035,0.9190677627903264,0.9245749860324048,0.9206640593822332,0.9094899832388857,0.8868225716338095,0.9295235054673159,0.9174714661984197,0.9177109106872057,0.980445366749142,1.0
