	ENSSSCT00000012153	ENSETET00000004356	ENSBTAT00000070092	ENSBTAT00000021381	ENSSSCT00000035114	ENSSSCT00000036002	ENSSSCT00000035519	ENSBTAT00000055517	ENSBTAT00000081293	ENSSSCT00000036398	ENSTTRT00000012103	ENSSSCT00000033626
ENSSSCT00000012153	1.0	0.8720257234726688	0.7987138263665595	0.7884244372990353	0.8823151125401929	0.6321543408360129	0.7903536977491962	0.6823151125401931	0.9080385852090032	0.8553054662379421	0.6983922829581993	0.7839228295819936
ENSETET00000004356	0.8720257234726688	1.0	0.7627009646302251	0.6881028938906752	0.8154340836012862	0.5762057877813505	0.6643086816720257	0.6475884244372989	0.8636655948553055	0.732475884244373	0.6572347266881029	0.7221864951768489
ENSBTAT00000070092	0.7987138263665595	0.7627009646302251	1.0	0.6379421221864952	0.7331189710610932	0.5453376205787781	0.6392282958199357	0.5897106109324759	0.8167202572347267	0.9434083601286174	0.82508038585209	0.8315112540192926
ENSBTAT00000021381	0.7884244372990353	0.6881028938906752	0.6379421221864952	1.0	0.6765273311897106	0.7909967845659164	0.945337620578778	0.8900321543408359	0.7491961414790996	0.6456591639871383	0.512540192926045	0.580064308681672
ENSSSCT00000035114	0.8823151125401929	0.8154340836012862	0.7331189710610932	0.6765273311897106	1.0	0.5607717041800643	0.7189710610932476	0.5704180064308682	0.7961414790996785	0.7839228295819936	0.5871382636655949	0.8553054662379421
ENSSSCT00000036002	0.6321543408360129	0.5762057877813505	0.5453376205787781	0.7909967845659164	0.5607717041800643	1.0	0.8418006430868167	0.8971061093247589	0.6032154340836012	0.5337620578778135	0.4032154340836013	0.4160771704180064
ENSSSCT00000035519	0.7903536977491962	0.6643086816720257	0.6392282958199357	0.945337620578778	0.7189710610932476	0.8418006430868167	1.0	0.8392282958199357	0.7022508038585209	0.6919614147909968	0.4945337620578778	0.5742765273311897
ENSBTAT00000055517	0.6823151125401931	0.6475884244372989	0.5897106109324759	0.8900321543408359	0.5704180064308682	0.8971061093247589	0.8392282958199357	1.0	0.6958199356913183	0.5395498392282958	0.4694533762057878	0.4739549839228296
ENSBTAT00000081293	0.9080385852090032	0.8636655948553055	0.8167202572347267	0.7491961414790996	0.7961414790996785	0.6032154340836012	0.7022508038585209	0.6958199356913183	1.0	0.7652733118971061	0.6868167202572347	0.6996784565916399
ENSSSCT00000036398	0.8553054662379421	0.732475884244373	0.9434083601286174	0.6456591639871383	0.7839228295819936	0.5337620578778135	0.6919614147909968	0.5395498392282958	0.7652733118971061	1.0	0.7980707395498392	0.8823151125401929
ENSTTRT00000012103	0.6983922829581993	0.6572347266881029	0.82508038585209	0.512540192926045	0.5871382636655949	0.4032154340836013	0.4945337620578778	0.4694533762057878	0.6868167202572347	0.7980707395498392	1.0	0.7305466237942122
ENSSSCT00000033626	0.7839228295819936	0.7221864951768489	0.8315112540192926	0.580064308681672	0.8553054662379421	0.4160771704180064	0.5742765273311897	0.4739549839228296	0.6996784565916399	0.8823151125401929	0.7305466237942122	1.0
