	FBtr0082375	FBtr0082374	FBtr0082376	FBtr0082373	FBtr0080912	FBtr0080911	FBtr0080910	FBtr0079242	FBtr0075037	FBtr0081372	FBtr0082657	FBtr0344850	FBtr0084418	FBtr0084419	FBtr0082340	FBtr0332979	C07A9.6.1	FBtr0080909	FBtr0335217	FBtr0303507	FBtr0082337	FBtr0302379	FBtr0082378	FBtr0087076	FBtr0331620	FBtr0073204	FBtr0308027	FBtr0332648	FBtr0289952	FBtr0346101	FBtr0084420	FBtr0082338	FBtr0085813
FBtr0082375	1.0	0.818161283035916	0.8414276033431217	0.7716286424215044	0.6921165574881409	0.6921165574881409	0.6957307431669302	0.6923424440930653	0.6440027106392591	0.7140275581658008	0.7000225886604924	0.6921165574881409	0.7702733227919585	0.7680144567427152	0.7896995708154506	0.6399367517506211	0.5005647165123108	0.7063474135983736	0.7896995708154506	0.7671109103230178	0.7976056019878022	0.7016037948949627	0.8021233340862887	0.7237406821775468	0.7063474135983736	0.6399367517506211	0.8450417890219108	0.6440027106392591	0.6406144115653942	0.8021233340862887	0.7648520442737745	0.8077704992093969	0.8436864693923649
FBtr0082374	0.818161283035916	1.0	0.8032527671109103	0.7589789925457421	0.6758527219335894	0.6758527219335894	0.6810481138468489	0.6830810932911678	0.6324824937881184	0.6968601761915518	0.6835328665010165	0.6758527219335894	0.7634967246442286	0.7623672916196069	0.7890219110006776	0.6284165348994805	0.4852044273774565	0.6914388976733679	0.7890219110006776	0.7616896318048342	0.7928619832843913	0.6828552066862436	0.800993901061667	0.7083803930426925	0.6914388976733679	0.6284165348994805	0.80167156087644	0.6324824937881184	0.6290941947142534	0.800993901061667	0.7641743844590015	0.8084481590241699	0.8091258188389429
FBtr0082376	0.8414276033431217	0.8032527671109103	1.0	0.7612378585949853	0.6792410210074542	0.6792410210074542	0.6844364129207138	0.6873729387847299	0.6390332053309239	0.7022814547097357	0.6839846397108651	0.6792410210074542	0.7542353738423312	0.7558165800768014	0.7736616218658233	0.6320307205782697	0.4953693245990513	0.6914388976733679	0.7736616218658233	0.7544612604472555	0.7912807770499208	0.6805963406370003	0.7926360966794669	0.7126722385362548	0.6914388976733679	0.6320307205782697	0.8906708832166252	0.6390332053309239	0.6331601536028914	0.7926360966794669	0.7533318274226338	0.7928619832843913	0.8748588208719223
FBtr0082373	0.7716286424215044	0.7589789925457421	0.7612378585949853	1.0	0.6923424440930653	0.6923424440930653	0.6986672690309464	0.6952789699570815	0.6417438445900158	0.7043144341540547	0.6950530833521572	0.6923424440930653	0.7662073639033206	0.7704992093968828	0.7573977863112717	0.6299977411339508	0.4795572622543482	0.6991190422407951	0.7573977863112717	0.7693697763722611	0.7607860853851367	0.6961825163767789	0.7587531059408177	0.7083803930426925	0.6991190422407951	0.6299977411339508	0.763722611249153	0.6417438445900158	0.6503275355771403	0.7587531059408177	0.7718545290264287	0.7587531059408177	0.7639484978540773
FBtr0080912	0.6921165574881409	0.6758527219335894	0.6792410210074542	0.6923424440930653	1.0	1.0	0.8290038400722837	0.8317144793313757	0.5570363677433928	0.8170318500112943	0.8321662525412243	1.0	0.6873729387847299	0.6943754235373842	0.6817257736616219	0.6993449288457194	0.4359611475039531	0.833295685565846	0.6817257736616219	0.6964084029817031	0.6916647842782923	0.8314885927264514	0.6955048565620059	0.8215495821097809	0.833295685565846	0.6993449288457194	0.6833069798960921	0.5570363677433928	0.5746555229274904	0.6955048565620059	0.6837587531059408	0.6952789699570815	0.6853399593404111
FBtr0080911	0.6921165574881409	0.6758527219335894	0.6792410210074542	0.6923424440930653	1.0	1.0	0.8290038400722837	0.8317144793313757	0.5570363677433928	0.8170318500112943	0.8321662525412243	1.0	0.6873729387847299	0.6943754235373842	0.6817257736616219	0.6993449288457194	0.4359611475039531	0.833295685565846	0.6817257736616219	0.6964084029817031	0.6916647842782923	0.8314885927264514	0.6955048565620059	0.8215495821097809	0.833295685565846	0.6993449288457194	0.6833069798960921	0.5570363677433928	0.5746555229274904	0.6955048565620059	0.6837587531059408	0.6952789699570815	0.6853399593404111
FBtr0080910	0.6957307431669302	0.6810481138468489	0.6844364129207138	0.6986672690309464	0.8290038400722837	0.8290038400722837	1.0	0.814772983962051	0.5588434605827874	0.8041563135306077	0.8188389428506889	0.8290038400722837	0.6855658459453354	0.6955048565620059	0.6830810932911678	0.6921165574881409	0.4361870341088774	0.8208719222950079	0.6830810932911678	0.6975378360063248	0.6921165574881409	0.8159024169866727	0.6950530833521572	0.814772983962051	0.8208719222950079	0.6921165574881409	0.6918906708832167	0.5588434605827874	0.5728484300880958	0.6950530833521572	0.6878247119945787	0.6857917325502598	0.6909871244635193
FBtr0079242	0.6923424440930653	0.6830810932911678	0.6873729387847299	0.6952789699570815	0.8317144793313757	0.8317144793313757	0.814772983962051	1.0	0.5669753783600633	0.8326180257510729	0.8522701603794895	0.8317144793313757	0.6894059182290491	0.6869211655748814	0.6889541450192004	0.6950530833521572	0.4368646939236504	0.8235825615540998	0.6889541450192004	0.6889541450192004	0.6952789699570815	0.8486559747007002	0.6997967020555681	0.8174836232211429	0.8235825615540998	0.6950530833521572	0.6912130110684437	0.5669753783600633	0.5705895640388525	0.6997967020555681	0.6873729387847299	0.6950530833521572	0.6842105263157895
FBtr0075037	0.6440027106392591	0.6324824937881184	0.6390332053309239	0.6417438445900158	0.5570363677433928	0.5570363677433928	0.5588434605827874	0.5669753783600633	1.0	0.5897899254574204	0.5678789247797605	0.5570363677433928	0.6356449062570589	0.6340637000225886	0.6360966794669076	0.5211203975604247	0.4203749717641744	0.5658459453354416	0.6360966794669076	0.6333860402078156	0.6512310819968375	0.5608764400271063	0.6498757623672916	0.5945335441608313	0.5658459453354416	0.5211203975604247	0.647391009713124	1.0	0.604698441382426	0.6498757623672916	0.6424215044047888	0.6523605150214592	0.6458098034786537
FBtr0081372	0.7140275581658008	0.6968601761915518	0.7022814547097357	0.7043144341540547	0.8170318500112943	0.8170318500112943	0.8041563135306077	0.8326180257510729	0.5897899254574204	1.0	0.8635644906257058	0.8170318500112943	0.7165123108199684	0.7232889089676983	0.7056697537836006	0.6923424440930653	0.4754913033657104	0.8213236955048565	0.7056697537836006	0.7253218884120172	0.721030042918455	0.8653715834651006	0.716964084029817	0.8434605827874407	0.8213236955048565	0.6923424440930653	0.7081545064377682	0.5897899254574204	0.5999548226790151	0.716964084029817	0.7126722385362548	0.7156087644002711	0.7095098260673142
