,ENSNLET00000054089,ENSPPAT00000055921,ENSPTRT00000078831,ENSMLET00000030575,ENSCATT00000067348,ENSMNET00000001021,ENSGGOT00000064505,ENSMFAT00000021072,ENSPANT00000038731,ENSPTET00000028218
ENSNLET00000054089,1.0,0.8134171907756813,0.870020964360587,0.8218029350104822,0.8238993710691824,0.8280922431865828,0.8616352201257862,0.8280922431865828,0.8763102725366876,0.559748427672956
ENSPPAT00000055921,0.8134171907756813,1.0,0.9412997903563941,0.7840670859538784,0.7840670859538784,0.7882599580712788,0.9308176100628931,0.7882599580712788,0.8427672955974843,0.3983228511530399
ENSPTRT00000078831,0.870020964360587,0.9412997903563941,1.0,0.7358490566037735,0.7379454926624738,0.740041928721174,0.989517819706499,0.740041928721174,0.7924528301886793,0.45492662473794554
ENSMLET00000030575,0.8218029350104822,0.7840670859538784,0.7358490566037735,1.0,0.9832285115303984,0.9853249475890985,0.7337526205450734,0.9832285115303984,0.8951781970649895,0.45492662473794554
ENSCATT00000067348,0.8238993710691824,0.7840670859538784,0.7379454926624738,0.9832285115303984,1.0,0.989517819706499,0.7316561844863732,0.9874213836477987,0.89937106918239,0.45073375262054505
ENSMNET00000001021,0.8280922431865828,0.7882599580712788,0.740041928721174,0.9853249475890985,0.989517819706499,1.0,0.7337526205450734,0.9979035639412998,0.9077568134171907,0.4528301886792453
ENSGGOT00000064505,0.8616352201257862,0.9308176100628931,0.989517819706499,0.7337526205450734,0.7316561844863732,0.7337526205450734,1.0,0.7337526205450734,0.7861635220125787,0.4528301886792453
ENSMFAT00000021072,0.8280922431865828,0.7882599580712788,0.740041928721174,0.9832285115303984,0.9874213836477987,0.9979035639412998,0.7337526205450734,1.0,0.9077568134171907,0.4528301886792453
ENSPANT00000038731,0.8763102725366876,0.8427672955974843,0.7924528301886793,0.8951781970649895,0.89937106918239,0.9077568134171907,0.7861635220125787,0.9077568134171907,1.0,0.5387840670859538
ENSPTET00000028218,0.559748427672956,0.3983228511530399,0.45492662473794554,0.45492662473794554,0.45073375262054505,0.4528301886792453,0.4528301886792453,0.4528301886792453,0.5387840670859538,1.0
