	ENSDNVT00000021098	ENSDNVT00000021104	ENSDNVT00000021090	ENSAOWT00000018908	ENSAHAT00000002457	ENSDNVT00000021112	ENSAHAT00000002453	ENSAOWT00000018903	ENSDNVT00000021084	ENSARWT00000003988
ENSDNVT00000021098	1.0	0.9452054794520548	0.9792158715162966	0.9470949456778459	0.9631554085970712	0.9820500708549834	0.9239489844119037	0.9655172413793104	0.9182805857345301	0.9456778460085026
ENSDNVT00000021104	0.9452054794520548	1.0	0.9452054794520548	0.9130845536136042	0.9291450165328294	0.9480396787907416	0.8899385923476618	0.9315068493150684	0.8842701936702881	0.9116674539442609
ENSDNVT00000021090	0.9792158715162966	0.9452054794520548	1.0	0.9470949456778459	0.9631554085970712	0.9820500708549834	0.9239489844119037	0.9655172413793104	0.9390647142182332	0.9456778460085026
ENSAOWT00000018908	0.9470949456778459	0.9130845536136042	0.9470949456778459	1.0	0.9641001417099668	0.9499291450165328	0.9248937175247992	0.966461974492206	0.8861596598960794	0.997638167217761
ENSAHAT00000002457	0.9631554085970712	0.9291450165328294	0.9631554085970712	0.9641001417099668	1.0	0.98063297118564	0.9607935758148324	0.997638167217761	0.9022201228153048	0.961738308927728
ENSDNVT00000021112	0.9820500708549834	0.9480396787907416	0.9820500708549834	0.9499291450165328	0.98063297118564	1.0	0.9414265470004723	0.9829948039678792	0.9211147850732168	0.9485120453471896
ENSAHAT00000002453	0.9239489844119037	0.8899385923476618	0.9239489844119037	0.9248937175247992	0.9607935758148324	0.9414265470004723	1.0	0.9584317430325932	0.8630136986301371	0.9225318847425602
ENSAOWT00000018903	0.9655172413793104	0.9315068493150684	0.9655172413793104	0.966461974492206	0.997638167217761	0.9829948039678792	0.9584317430325932	1.0	0.9045819555975436	0.9641001417099668
ENSDNVT00000021084	0.9182805857345301	0.8842701936702881	0.9390647142182332	0.8861596598960794	0.9022201228153048	0.9211147850732168	0.8630136986301371	0.9045819555975436	1.0	0.8847425602267359
ENSARWT00000003988	0.9456778460085026	0.9116674539442609	0.9456778460085026	0.997638167217761	0.961738308927728	0.9485120453471896	0.9225318847425602	0.9641001417099668	0.8847425602267359	1.0
