,ENSCHOT00000012067,ENSMSIT00000006397,ENSPCIT00000068430,ENSVURT00010014253,ENSMODT00000061125,FBtr0113210,ENSMODT00000070598,ENSMUST00000021381,ENSMODT00000015219,R186.7.1,ENSVURT00010014255,ENSPCIT00000067590,ENSMODT00000058049,FBtr0082126,ENSDNOT00000034236,ENSMEUT00000012592,ENSPCIT00000042843,ENSPCIT00000042844,ENSVURT00010014264
ENSCHOT00000012067,1.0,0.7297351524879615,0.7058587479935795,0.7279293739967897,0.7417736757624398,0.5752407704654896,0.7058587479935795,0.7289325842696629,0.7273274478330658,0.5240770465489567,0.7191011235955056,0.7193017656500803,0.7191011235955056,0.5776484751203852,0.5742375601926164,0.6741573033707865,0.7285313001605136,0.7148876404494382,0.7056581059390048
ENSMSIT00000006397,0.7297351524879615,1.0,0.6169743178170144,0.9271669341894061,0.913322632423756,0.4574638844301766,0.6167736757624398,0.9975922953451043,0.9257624398073836,0.4006821829855538,0.6304173354735152,0.6304173354735152,0.630016051364366,0.4598715890850722,0.4873595505617978,0.8340690208667737,0.9257624398073836,0.9123194221508828,0.6169743178170144
ENSPCIT00000068430,0.7058587479935795,0.6169743178170144,1.0,0.6288121990369181,0.6145666131621188,0.7786918138041734,0.9975922953451043,0.6165730337078652,0.6290128410914928,0.7361556982343499,0.9851524879614767,0.985553772070626,0.9841492776886035,0.781099518459069,0.5882825040128411,0.5985152487961477,0.6292134831460674,0.6153691813804173,0.9961878009630819
ENSVURT00010014253,0.7279293739967897,0.9271669341894061,0.6288121990369181,1.0,0.9705056179775281,0.4624799357945426,0.6278089887640449,0.9263643659711075,0.9849518459069021,0.4054975922953451,0.6436597110754414,0.6432584269662921,0.6420545746388443,0.4648876404494382,0.4895666131621188,0.8896468699839486,0.990569823434992,0.9769261637239165,0.6292134831460674
ENSMODT00000061125,0.7417736757624398,0.913322632423756,0.6145666131621188,0.9705056179775281,1.0,0.4771268057784912,0.6159711075441413,0.9125200642054575,0.985553772070626,0.4203451043338684,0.6288121990369181,0.6288121990369181,0.6304173354735152,0.4795345104333868,0.5020064205457464,0.8737961476725522,0.9695024077046549,0.9556581059390048,0.6145666131621188
FBtr0113210,0.5752407704654896,0.4574638844301766,0.7786918138041734,0.4624799357945426,0.4771268057784912,1.0,0.7786918138041734,0.4568619582664526,0.4626805778491172,0.6577046548956661,0.7740770465489567,0.773876404494382,0.773876404494382,0.9955858747993579,0.5048154093097913,0.4620786516853932,0.4614767255216694,0.4753210272873194,0.778892455858748
ENSMODT00000070598,0.7058587479935795,0.6167736757624398,0.9975922953451043,0.6278089887640449,0.6159711075441413,0.7786918138041734,1.0,0.6163723916532905,0.6304173354735152,0.7361556982343499,0.9841492776886035,0.9841492776886035,0.985553772070626,0.781099518459069,0.5882825040128411,0.5985152487961477,0.6278089887640449,0.6139646869983949,0.994983948635634
ENSMUST00000021381,0.7289325842696629,0.9975922953451043,0.6165730337078652,0.9263643659711075,0.9125200642054575,0.4568619582664526,0.6163723916532905,1.0,0.9249598715890851,0.4000802568218298,0.630016051364366,0.630016051364366,0.6296147672552167,0.4592696629213483,0.4859550561797753,0.8332664526484751,0.9249598715890851,0.9115168539325843,0.6165730337078652
ENSMODT00000015219,0.7273274478330658,0.9257624398073836,0.6290128410914928,0.9849518459069021,0.985553772070626,0.4626805778491172,0.6304173354735152,0.9249598715890851,1.0,0.4058988764044944,0.6432584269662921,0.6432584269662921,0.6448635634028892,0.4650882825040128,0.4875601926163724,0.8878410914927769,0.9839486356340289,0.9701043338683788,0.6290128410914928
R186.7.1,0.5240770465489567,0.4006821829855538,0.7361556982343499,0.4054975922953451,0.4203451043338684,0.6577046548956661,0.7361556982343499,0.4000802568218298,0.4058988764044944,1.0,0.7313402889245586,0.7313402889245586,0.7313402889245586,0.6601123595505618,0.5184590690208668,0.4056982343499198,0.4052969502407704,0.4191412520064206,0.7361556982343499
ENSVURT00010014255,0.7191011235955056,0.6304173354735152,0.9851524879614767,0.6436597110754414,0.6288121990369181,0.7740770465489567,0.9841492776886035,0.630016051364366,0.6432584269662921,0.7313402889245586,1.0,0.9995987158908507,0.9983948635634029,0.7764847512038523,0.6007223113964687,0.5936998394863563,0.6432584269662921,0.6296147672552167,0.985553772070626
ENSPCIT00000067590,0.7193017656500803,0.6304173354735152,0.985553772070626,0.6432584269662921,0.6288121990369181,0.773876404494382,0.9841492776886035,0.630016051364366,0.6432584269662921,0.7313402889245586,0.9995987158908507,1.0,0.9983948635634029,0.7762841091492777,0.6007223113964687,0.5936998394863563,0.6436597110754414,0.6298154093097913,0.9851524879614767
ENSMODT00000058049,0.7191011235955056,0.630016051364366,0.9841492776886035,0.6420545746388443,0.6304173354735152,0.773876404494382,0.985553772070626,0.6296147672552167,0.6448635634028892,0.7313402889245586,0.9983948635634029,0.9983948635634029,1.0,0.7762841091492777,0.6005216693418941,0.5936998394863563,0.6420545746388443,0.6282102728731942,0.9841492776886035
FBtr0082126,0.5776484751203852,0.4598715890850722,0.781099518459069,0.4648876404494382,0.4795345104333868,0.9955858747993579,0.781099518459069,0.4592696629213483,0.4650882825040128,0.6601123595505618,0.7764847512038523,0.7762841091492777,0.7762841091492777,1.0,0.507223113964687,0.4644863563402889,0.463884430176565,0.4777287319422151,0.7813001605136437
ENSDNOT00000034236,0.5742375601926164,0.4873595505617978,0.5882825040128411,0.4895666131621188,0.5020064205457464,0.5048154093097913,0.5882825040128411,0.4859550561797753,0.4875601926163724,0.5184590690208668,0.6007223113964687,0.6007223113964687,0.6005216693418941,0.507223113964687,1.0,0.4622792937399679,0.4889646869983948,0.5028089887640449,0.5882825040128411
ENSMEUT00000012592,0.6741573033707865,0.8340690208667737,0.5985152487961477,0.8896468699839486,0.8737961476725522,0.4620786516853932,0.5985152487961477,0.8332664526484751,0.8878410914927769,0.4056982343499198,0.5936998394863563,0.5936998394863563,0.5936998394863563,0.4644863563402889,0.4622792937399679,1.0,0.8884430176565008,0.8745987158908507,0.5985152487961477
ENSPCIT00000042843,0.7285313001605136,0.9257624398073836,0.6292134831460674,0.990569823434992,0.9695024077046549,0.4614767255216694,0.6278089887640449,0.9249598715890851,0.9839486356340289,0.4052969502407704,0.6432584269662921,0.6436597110754414,0.6420545746388443,0.463884430176565,0.4889646869983948,0.8884430176565008,1.0,0.9861556982343499,0.6288121990369181
ENSPCIT00000042844,0.7148876404494382,0.9123194221508828,0.6153691813804173,0.9769261637239165,0.9556581059390048,0.4753210272873194,0.6139646869983949,0.9115168539325843,0.9701043338683788,0.4191412520064206,0.6296147672552167,0.6298154093097913,0.6282102728731942,0.4777287319422151,0.5028089887640449,0.8745987158908507,0.9861556982343499,1.0,0.6151685393258427
ENSVURT00010014264,0.7056581059390048,0.6169743178170144,0.9961878009630819,0.6292134831460674,0.6145666131621188,0.778892455858748,0.994983948635634,0.6165730337078652,0.6290128410914928,0.7361556982343499,0.985553772070626,0.9851524879614767,0.9841492776886035,0.7813001605136437,0.5882825040128411,0.5985152487961477,0.6288121990369181,0.6151685393258427,1.0
