,ENSAHAT00000005283,ENSDNVT00000027176,ENSDNVT00000027213,ENSAHAT00000005287,ENSAHAT00000005285,ENSAHAT00000005282,ENSDNVT00000027167,ENSAHAT00000005288,ENSARWT00000024891,ENSAOWT00000023061,ENSDNVT00000027187,ENSDNVT00000027231,ENSAOWT00000023058,ENSAOWT00000023069,ENSDNVT00000027248,ENSDNVT00000027200
ENSAHAT00000005283,1.0,0.7826844857640907,0.7893666472980825,0.9244625217896572,0.94712376525276,0.9462521789657176,0.7826844857640907,0.8143521208599651,0.7760023242300987,0.9988378849506101,0.7536316095293434,0.7826844857640907,0.9453805926786751,0.9235909355026147,0.7826844857640907,0.8184195235328298
ENSDNVT00000027176,0.7826844857640907,1.0,0.9346310284718187,0.8567693201626961,0.7739686228936665,0.7975014526438118,1.0,0.7193492155723417,0.863451481696688,0.7826844857640907,0.9703660662405578,1.0,0.7975014526438118,0.8567693201626961,1.0,0.9642649622312609
ENSDNVT00000027213,0.7893666472980825,0.9346310284718187,1.0,0.863451481696688,0.7806507844276583,0.8041836141778036,0.9346310284718187,0.7260313771063335,0.9288204532248693,0.7893666472980825,0.9642649622312609,0.9346310284718187,0.8041836141778036,0.863451481696688,0.9346310284718187,0.9703660662405578
ENSAHAT00000005287,0.9244625217896572,0.8567693201626961,0.863451481696688,1.0,0.915746658919233,0.9392794886693783,0.8567693201626961,0.8073794305636258,0.8515398024404416,0.9235909355026147,0.8277164439279489,0.8567693201626961,0.9384079023823358,0.9991284137129576,0.8567693201626961,0.8925043579314352
ENSAHAT00000005285,0.94712376525276,0.7739686228936665,0.7806507844276583,0.915746658919233,1.0,0.9514816966879721,0.7739686228936665,0.8195816385822197,0.7672864613596746,0.9462521789657176,0.7449157466589192,0.7739686228936665,0.9506101104009297,0.9148750726321906,0.7739686228936665,0.8097036606624056
ENSAHAT00000005282,0.9462521789657176,0.7975014526438118,0.8041836141778036,0.9392794886693783,0.9514816966879721,1.0,0.7975014526438118,0.8431144683323649,0.7908192911098199,0.9453805926786751,0.7684485764090645,0.7975014526438118,0.9991284137129576,0.9384079023823358,0.7975014526438118,0.8332364904125509
ENSDNVT00000027167,0.7826844857640907,1.0,0.9346310284718187,0.8567693201626961,0.7739686228936665,0.7975014526438118,1.0,0.7193492155723417,0.863451481696688,0.7826844857640907,0.9703660662405578,1.0,0.7975014526438118,0.8567693201626961,1.0,0.9642649622312609
ENSAHAT00000005288,0.8143521208599651,0.7193492155723417,0.7260313771063335,0.8073794305636258,0.8195816385822197,0.8431144683323649,0.7193492155723417,1.0,0.7126670540383498,0.8137710633352702,0.6902963393375944,0.7193492155723417,0.84253341080767,0.8067983730389309,0.7193492155723417,0.7550842533410808
ENSARWT00000024891,0.7760023242300987,0.863451481696688,0.9288204532248693,0.8515398024404416,0.7672864613596746,0.7908192911098199,0.863451481696688,0.7126670540383498,1.0,0.7757117954677513,0.8930854154561302,0.863451481696688,0.7905287623474724,0.8512492736780941,0.863451481696688,0.899186519465427
ENSAOWT00000023061,0.9988378849506101,0.7826844857640907,0.7893666472980825,0.9235909355026147,0.9462521789657176,0.9453805926786751,0.7826844857640907,0.8137710633352702,0.7757117954677513,1.0,0.7536316095293434,0.7826844857640907,0.9462521789657176,0.9244625217896572,0.7826844857640907,0.8184195235328298
ENSDNVT00000027187,0.7536316095293434,0.9703660662405578,0.9642649622312609,0.8277164439279489,0.7449157466589192,0.7684485764090645,0.9703660662405578,0.6902963393375944,0.8930854154561302,0.7536316095293434,1.0,0.9703660662405578,0.7684485764090645,0.8277164439279489,0.9703660662405578,0.9346310284718187
ENSDNVT00000027231,0.7826844857640907,1.0,0.9346310284718187,0.8567693201626961,0.7739686228936665,0.7975014526438118,1.0,0.7193492155723417,0.863451481696688,0.7826844857640907,0.9703660662405578,1.0,0.7975014526438118,0.8567693201626961,1.0,0.9642649622312609
ENSAOWT00000023058,0.9453805926786751,0.7975014526438118,0.8041836141778036,0.9384079023823358,0.9506101104009297,0.9991284137129576,0.7975014526438118,0.84253341080767,0.7905287623474724,0.9462521789657176,0.7684485764090645,0.7975014526438118,1.0,0.9392794886693783,0.7975014526438118,0.8332364904125509
ENSAOWT00000023069,0.9235909355026147,0.8567693201626961,0.863451481696688,0.9991284137129576,0.9148750726321906,0.9384079023823358,0.8567693201626961,0.8067983730389309,0.8512492736780941,0.9244625217896572,0.8277164439279489,0.8567693201626961,0.9392794886693783,1.0,0.8567693201626961,0.8925043579314352
ENSDNVT00000027248,0.7826844857640907,1.0,0.9346310284718187,0.8567693201626961,0.7739686228936665,0.7975014526438118,1.0,0.7193492155723417,0.863451481696688,0.7826844857640907,0.9703660662405578,1.0,0.7975014526438118,0.8567693201626961,1.0,0.9642649622312609
ENSDNVT00000027200,0.8184195235328298,0.9642649622312609,0.9703660662405578,0.8925043579314352,0.8097036606624056,0.8332364904125509,0.9642649622312609,0.7550842533410808,0.899186519465427,0.8184195235328298,0.9346310284718187,0.9642649622312609,0.8332364904125509,0.8925043579314352,0.9642649622312609,1.0
