	ENSPTRT00000100613	ENSGGOT00000001095	ENSNLET00000055006	ENST00000564831	ENSMNET00000043917	ENSMMUT00000001018	ENSTGET00000021897	ENSCSAT00000004318	ENSMFAT00000000744	ENSRROT00000065712	ENSRBIT00000067648	ENSPTRT00000095396	ENSMLET00000046954	ENSCATT00000013459	ENSPANT00000022691	ENSCATT00000013493	ENST00000431282	ENSPPYT00000008512
ENSPTRT00000100613	1.0	0.4743758212877792	0.44448094612352174	0.44563074901445465	0.4168856767411301	0.4351182654402103	0.4533508541392903	0.4252628120893561	0.4632063074901445	0.4620565045992116	0.4300262812089356	0.5860709592641261	0.4627135348226019	0.4218134034165572	0.4533508541392903	0.4582785808147174	0.45006570302233895	0.4356110381077529
ENSGGOT00000001095	0.4743758212877792	1.0	0.6468462549277266	0.66080814717477	0.6126806833114323	0.6202365308804205	0.6484888304862023	0.6120236530880421	0.6484888304862023	0.6473390275952694	0.6149802890932983	0.4564717477003942	0.6489816031537451	0.617772667542707	0.6484888304862023	0.6542378449408672	0.6652431011826544	0.6404402102496715
ENSNLET00000055006	0.44448094612352174	0.6468462549277266	1.0	0.9584428383705652	0.920006570302234	0.9137647831800264	0.9561432325886992	0.9195137976346912	0.9489159001314059	0.9476018396846256	0.9149145860709592	0.18922470433639949	0.9489159001314059	0.924605781865966	0.9563074901445466	0.9526938239159002	0.9628777923784494	0.9678055190538764
ENST00000564831	0.44563074901445465	0.66080814717477	0.9584428383705652	1.0	0.9221419185282524	0.9150788436268068	0.9574572930354796	0.920006570302234	0.9495729303547964	0.9480946123521682	0.9154073587385021	0.1920170827858081	0.9505584756898816	0.926412614980289	0.9576215505913273	0.954336399474376	0.9955650459921156	0.9707621550591328
ENSMNET00000043917	0.4168856767411301	0.6126806833114323	0.920006570302234	0.9221419185282524	1.0	0.9788107752956636	0.9571287779237844	0.9817674113009198	0.9510512483574244	0.9395532194480948	0.9709264126149802	0.16015111695137976	0.9487516425755584	0.9876806833114324	0.957293035479632	0.9513797634691196	0.9265768725361366	0.9134362680683312
ENSMMUT00000001018	0.4351182654402103	0.6202365308804205	0.9137647831800264	0.9150788436268068	0.9788107752956636	1.0	0.9467805519053876	0.9715834428383706	0.9615637319316688	0.9482588699080158	0.9791392904073588	0.17821944809461232	0.9568002628120894	0.9796320630749016	0.9469448094612352	0.9441524310118266	0.9195137976346912	0.9075229960578186
ENSTGET00000021897	0.4533508541392903	0.6484888304862023	0.9561432325886992	0.9574572930354796	0.9571287779237844	0.9467805519053876	1.0	0.9531865965834428	0.9829172141918529	0.9750328515111696	0.9423455978975032	0.19595926412614986	0.984724047306176	0.9597568988173456	0.9962220762155061	0.9873521681997371	0.9618922470433641	0.9499014454664916
ENSCSAT00000004318	0.4252628120893561	0.6120236530880421	0.9195137976346912	0.920006570302234	0.9817674113009198	0.9715834428383706	0.9531865965834428	1.0	0.943988173455979	0.937089356110381	0.9679697766097242	0.16787122207621552	0.9444809461235216	0.9840670170827858	0.9536793692509856	0.9480946123521682	0.9244415243101184	0.9114651773981604
ENSMFAT00000000744	0.4632063074901445	0.6484888304862023	0.9489159001314059	0.9495729303547964	0.9510512483574244	0.9615637319316688	0.9829172141918529	0.943988173455979	1.0	0.984395532194481	0.9518725361366625	0.20647174770039425	0.9929369250985546	0.9520367936925098	0.9830814717477004	0.9802890932982916	0.9540078843626808	0.9418528252299606
ENSRROT00000065712	0.4620565045992116	0.6473390275952694	0.9476018396846256	0.9480946123521682	0.9395532194480948	0.9482588699080158	0.9750328515111696	0.937089356110381	0.984395532194481	1.0	0.9669842312746386	0.20417214191852828	0.984724047306176	0.9434954007884364	0.9751971090670172	0.9719119579500656	0.9525295663600526	0.9392247043363996
