	ENSSSCT00000083027	ENSEBUT00000006494	ENSCHIT00000024705	ENSTTRT00000009051	ENSEBUT00000006554	ENSEBUT00000006466	ENSVPAT00000010230	ENSCHIT00000024688	ENSSSCT00000029915	ENSEBUT00000006526	ENSOART00000007119
ENSSSCT00000083027	1.0	0.5105348460291734	0.7996758508914099	0.7549432739059968	0.53354943273906	0.5222042139384117	0.780551053484603	0.8683954619124797	0.793841166936791	0.4807131280388979	0.8307941653160453
ENSEBUT00000006494	0.5105348460291734	1.0	0.5993517017828199	0.5552674230145868	0.93290113452188	0.9669367909238249	0.5756888168557537	0.4790923824959481	0.5251215559157212	0.8969205834683954	0.6226904376012966
ENSCHIT00000024705	0.7996758508914099	0.5993517017828199	1.0	0.8414910858995138	0.6233387358184765	0.6116693679092382	0.8638573743922204	0.8233387358184765	0.8006482982171799	0.5698541329011345	0.9630470016207456
ENSTTRT00000009051	0.7549432739059968	0.5552674230145868	0.8414910858995138	1.0	0.5779578606158833	0.5675850891410049	0.8243111831442463	0.7283630470016208	0.752998379254457	0.5260940032414911	0.8716369529983793
ENSEBUT00000006554	0.53354943273906	0.93290113452188	0.6233387358184765	0.5779578606158833	1.0	0.965964343598055	0.6	0.5030794165316045	0.5481361426256077	0.8959481361426256	0.646677471636953
ENSEBUT00000006466	0.5222042139384117	0.9669367909238249	0.6116693679092382	0.5675850891410049	0.965964343598055	1.0	0.5886547811993517	0.4914100486223663	0.5367909238249595	0.9299837925445704	0.6350081037277148
ENSVPAT00000010230	0.780551053484603	0.5756888168557537	0.8638573743922204	0.8243111831442463	0.6	0.5886547811993517	1.0	0.7510534846029173	0.779578606158833	0.5909238249594814	0.8943273905996758
ENSCHIT00000024688	0.8683954619124797	0.4790923824959481	0.8233387358184765	0.7283630470016208	0.5030794165316045	0.4914100486223663	0.7510534846029173	1.0	0.6878444084278769	0.44959481361426257	0.8518638573743922
ENSSSCT00000029915	0.793841166936791	0.5251215559157212	0.8006482982171799	0.752998379254457	0.5481361426256077	0.5367909238249595	0.779578606158833	0.6878444084278769	1.0	0.4952998379254456	0.8317666126418153
ENSEBUT00000006526	0.4807131280388979	0.8969205834683954	0.5698541329011345	0.5260940032414911	0.8959481361426256	0.9299837925445704	0.5909238249594814	0.44959481361426257	0.4952998379254456	1.0	0.593192868719611
ENSOART00000007119	0.8307941653160453	0.6226904376012966	0.9630470016207456	0.8716369529983793	0.646677471636953	0.6350081037277148	0.8943273905996758	0.8518638573743922	0.8317666126418153	0.593192868719611	1.0
