	ENSPANT00000044469	ENSGGOT00000052717	ENSMFAT00000065529	ENSMNET00000030219	ENSCJAT00000094528	ENSMLET00000059185	ENSPANT00000033686	ENSCATT00000047982	ENSMFAT00000043234	ENSPANT00000051321	ENSPTRT00000089301	ENSTGET00000002550	ENSTGET00000006080	ENSPTET00000036849
ENSPANT00000044469	1.0	0.9311962470680218	0.9483971853010164	0.9491790461297888	0.9327599687255668	0.9796716184519156	0.9491790461297888	0.9781078967943706	0.9499609069585614	0.9530883502736512	0.9601250977326036	0.9530883502736512	0.9483971853010164	0.944487881157154
ENSGGOT00000052717	0.9311962470680218	1.0	0.9718530101641908	0.9726348709929632	0.957779515246286	0.944487881157154	0.9741985926505082	0.9437060203283816	0.9734167318217356	0.9749804534792806	0.9343236903831118	0.9749804534792806	0.9734167318217356	0.9726348709929632
ENSMFAT00000065529	0.9483971853010164	0.9718530101641908	1.0	0.9953088350273652	0.9734167318217356	0.967161845191556	0.9960906958561376	0.965598123534011	0.9960906958561376	0.9937451133698202	0.944487881157154	0.9937451133698202	0.9953088350273652	0.9921813917122752
ENSMNET00000030219	0.9491790461297888	0.9726348709929632	0.9953088350273652	1.0	0.9726348709929632	0.9695074276778732	0.9960906958561376	0.9632525410476936	0.9992181391712276	0.9953088350273652	0.944487881157154	0.9953088350273652	0.9953088350273652	0.9906176700547302
ENSCJAT00000094528	0.9327599687255668	0.957779515246286	0.9734167318217356	0.9726348709929632	1.0	0.9476153244722441	0.9741985926505082	0.9483971853010164	0.9734167318217356	0.9734167318217356	0.9382329945269742	0.9734167318217356	0.9734167318217356	0.9718530101641908
ENSMLET00000059185	0.9796716184519156	0.944487881157154	0.967161845191556	0.9695074276778732	0.9476153244722441	1.0	0.9679437060203284	0.9937451133698202	0.970289288506646	0.967161845191556	0.9749804534792806	0.967161845191556	0.967161845191556	0.9616888193901486
ENSPANT00000033686	0.9491790461297888	0.9741985926505082	0.9960906958561376	0.9960906958561376	0.9741985926505082	0.9679437060203284	1.0	0.9632525410476936	0.99687255668491	0.9945269741985928	0.9452697419859264	0.9945269741985928	0.9992181391712276	0.9913995308835029
ENSCATT00000047982	0.9781078967943706	0.9437060203283816	0.965598123534011	0.9632525410476936	0.9483971853010164	0.9937451133698202	0.9632525410476936	1.0	0.964034401876466	0.965598123534011	0.9749804534792806	0.965598123534011	0.9624706802189209	0.9601250977326036
ENSMFAT00000043234	0.9499609069585614	0.9734167318217356	0.9960906958561376	0.9992181391712276	0.9734167318217356	0.970289288506646	0.99687255668491	0.964034401876466	1.0	0.9960906958561376	0.9452697419859264	0.9960906958561376	0.9960906958561376	0.9913995308835029
ENSPANT00000051321	0.9530883502736512	0.9749804534792806	0.9937451133698202	0.9953088350273652	0.9734167318217356	0.967161845191556	0.9945269741985928	0.965598123534011	0.9960906958561376	1.0	0.9476153244722441	1.0	0.9937451133698202	0.9906176700547302
ENSPTRT00000089301	0.9601250977326036	0.9343236903831118	0.944487881157154	0.944487881157154	0.9382329945269742	0.9749804534792806	0.9452697419859264	0.9749804534792806	0.9452697419859264	0.9476153244722441	1.0	0.9476153244722441	0.944487881157154	0.9437060203283816
ENSTGET00000002550	0.9530883502736512	0.9749804534792806	0.9937451133698202	0.9953088350273652	0.9734167318217356	0.967161845191556	0.9945269741985928	0.965598123534011	0.9960906958561376	1.0	0.9476153244722441	1.0	0.9937451133698202	0.9906176700547302
ENSTGET00000006080	0.9483971853010164	0.9734167318217356	0.9953088350273652	0.9953088350273652	0.9734167318217356	0.967161845191556	0.9992181391712276	0.9624706802189209	0.9960906958561376	0.9937451133698202	0.944487881157154	0.9937451133698202	1.0	0.9906176700547302
ENSPTET00000036849	0.944487881157154	0.9726348709929632	0.9921813917122752	0.9906176700547302	0.9718530101641908	0.9616888193901486	0.9913995308835029	0.9601250977326036	0.9913995308835029	0.9906176700547302	0.9437060203283816	0.9906176700547302	0.9906176700547302	1.0
