	ENSMVIT00005006330	ENSCCET00000028128	ENSMVIT00005006353	ENSABRT00000004810	ENSFALT00000002338	ENSMVIT00005006322	ENSMVIT00005006388	ENSZALT00000006684	ENSPMJT00000008910	ENSLCOT00000024712	ENSLCOT00000024713	ENSZALT00000006688
ENSMVIT00005006330	1.0	0.8112745098039216	0.9441176470588236	0.6879901960784314	0.7852941176470588	0.9727941176470588	0.9316176470588236	0.7433823529411765	0.8730392156862745	0.7169117647058824	0.6727941176470589	0.7198529411764706
ENSCCET00000028128	0.8112745098039216	1.0	0.8075980392156863	0.6502450980392157	0.7656862745098041	0.8325980392156863	0.7950980392156862	0.7178921568627451	0.9294117647058824	0.6323529411764706	0.5965686274509804	0.6928921568627451
ENSMVIT00005006353	0.9441176470588236	0.8075980392156863	1.0	0.6843137254901961	0.7818627450980392	0.9713235294117648	0.9301470588235294	0.7411764705882353	0.8696078431372549	0.6980392156862745	0.6539215686274511	0.7176470588235294
ENSABRT00000004810	0.6879901960784314	0.6502450980392157	0.6843137254901961	1.0	0.6134803921568628	0.7071078431372549	0.671078431372549	0.575735294117647	0.707843137254902	0.4855392156862746	0.4549019607843137	0.5553921568627451
ENSFALT00000002338	0.7852941176470588	0.7656862745098041	0.7818627450980392	0.6134803921568628	1.0	0.8066176470588236	0.7693627450980393	0.8921568627450981	0.8281862745098041	0.6855392156862745	0.6490196078431373	0.8678921568627451
ENSMVIT00005006322	0.9727941176470588	0.8325980392156863	0.9713235294117648	0.7071078431372549	0.8066176470588236	1.0	0.9588235294117649	0.7654411764705882	0.8946078431372549	0.7151960784313726	0.671078431372549	0.7419117647058824
ENSMVIT00005006388	0.9316176470588236	0.7950980392156862	0.9301470588235294	0.671078431372549	0.7693627450980393	0.9588235294117649	1.0	0.7276960784313725	0.8571078431372549	0.674264705882353	0.6321078431372549	0.7041666666666667
ENSZALT00000006684	0.7433823529411765	0.7178921568627451	0.7411764705882353	0.575735294117647	0.8921568627450981	0.7654411764705882	0.7276960784313725	1.0	0.779656862745098	0.667156862745098	0.6308823529411764	0.973529411764706
ENSPMJT00000008910	0.8730392156862745	0.9294117647058824	0.8696078431372549	0.707843137254902	0.8281862745098041	0.8946078431372549	0.8571078431372549	0.779656862745098	1.0	0.6372549019607843	0.6012254901960784	0.754656862745098
ENSLCOT00000024712	0.7169117647058824	0.6323529411764706	0.6980392156862745	0.4855392156862746	0.6855392156862745	0.7151960784313726	0.674264705882353	0.667156862745098	0.6372549019607843	1.0	0.9375	0.6433823529411765
ENSLCOT00000024713	0.6727941176470589	0.5965686274509804	0.6539215686274511	0.4549019607843137	0.6490196078431373	0.671078431372549	0.6321078431372549	0.6308823529411764	0.6012254901960784	0.9375	1.0	0.6071078431372549
ENSZALT00000006688	0.7198529411764706	0.6928921568627451	0.7176470588235294	0.5553921568627451	0.8678921568627451	0.7419117647058824	0.7041666666666667	0.973529411764706	0.754656862745098	0.6433823529411765	0.6071078431372549	1.0
