,ENST00000335021,ENSCSAT00000015062,ENSCATT00000014734,ENST00000355602,ENSNLET00000059391,ENSPTRT00000036997,ENSGGOT00000003657,ENSMFAT00000015865,ENSMMUT00000102797,ENSPANT00000017760,ENSMNET00000036347,ENSNLET00000047370
ENST00000335021,1.0,0.9436619718309859,0.9624413145539906,1.0,0.9765258215962441,0.9859154929577465,0.971830985915493,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.971830985915493
ENSCSAT00000015062,0.9436619718309859,1.0,0.9624413145539906,0.9436619718309859,0.9577464788732394,0.9483568075117371,0.9530516431924883,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.9530516431924883
ENSCATT00000014734,0.9624413145539906,0.9624413145539906,1.0,0.9624413145539906,0.9765258215962441,0.9671361502347418,0.971830985915493,1.0,1.0,1.0,1.0,0.971830985915493
ENST00000355602,1.0,0.9436619718309859,0.9624413145539906,1.0,0.9765258215962441,0.9859154929577465,0.971830985915493,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.9624413145539906,0.971830985915493
ENSNLET00000059391,0.9765258215962441,0.9577464788732394,0.9765258215962441,0.9765258215962441,1.0,0.9812206572769953,0.9859154929577465,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9953051643192489
ENSPTRT00000036997,0.9859154929577465,0.9483568075117371,0.9671361502347418,0.9859154929577465,0.9812206572769953,1.0,0.9765258215962441,0.9671361502347418,0.9671361502347418,0.9671361502347418,0.9671361502347418,0.9765258215962441
ENSGGOT00000003657,0.971830985915493,0.9530516431924883,0.971830985915493,0.971830985915493,0.9859154929577465,0.9765258215962441,1.0,0.971830985915493,0.971830985915493,0.971830985915493,0.971830985915493,0.9812206572769953
ENSMFAT00000015865,0.9624413145539906,0.9624413145539906,1.0,0.9624413145539906,0.9765258215962441,0.9671361502347418,0.971830985915493,1.0,1.0,1.0,1.0,0.971830985915493
ENSMMUT00000102797,0.9624413145539906,0.9624413145539906,1.0,0.9624413145539906,0.9765258215962441,0.9671361502347418,0.971830985915493,1.0,1.0,1.0,1.0,0.971830985915493
ENSPANT00000017760,0.9624413145539906,0.9624413145539906,1.0,0.9624413145539906,0.9765258215962441,0.9671361502347418,0.971830985915493,1.0,1.0,1.0,1.0,0.971830985915493
ENSMNET00000036347,0.9624413145539906,0.9624413145539906,1.0,0.9624413145539906,0.9765258215962441,0.9671361502347418,0.971830985915493,1.0,1.0,1.0,1.0,0.971830985915493
ENSNLET00000047370,0.971830985915493,0.9530516431924883,0.971830985915493,0.971830985915493,0.9953051643192489,0.9765258215962441,0.9812206572769953,0.971830985915493,0.971830985915493,0.971830985915493,0.971830985915493,1.0
