	ENSJHYT00000019876	ENSSCAT00000025757	ENSSCAT00000025759	ENSJHYT00000019871	ENSJHYT00000019883	ENSSCAT00000025762	ENSJHYT00000019878	ENSSCAT00000025753	ENSSCAT00000025754	ENSJHYT00000019888	ENSZALT00000001674	ENSZALT00000001684	ENSSCAT00000025749
ENSJHYT00000019876	1.0	0.9252981795354676	0.8483992467043314	0.9453860640301318	0.9453860640301318	0.9199623352165726	0.9519774011299436	0.9563716258631512	0.9742623979912116	0.9604519774011301	0.9387947269303202	0.9934086629001884	0.9199623352165726
ENSSCAT00000025757	0.9252981795354676	1.0	0.9218455743879472	0.9048964218455744	0.9048964218455744	0.9303201506591338	0.9720652856246076	0.9670433145009416	0.9510357815442562	0.9196484620213434	0.9058380414312618	0.9262397991211552	0.9303201506591338
ENSSCAT00000025759	0.8483992467043314	0.9218455743879472	1.0	0.8279974890144381	0.8279974890144381	0.852165725047081	0.8951663527934715	0.8888888888888888	0.8728813559322034	0.8427495291902072	0.8295668549905838	0.8499686126804771	0.852165725047081
ENSJHYT00000019871	0.9453860640301318	0.9048964218455744	0.8279974890144381	1.0	1.0	0.9745762711864406	0.9312617702448208	0.935969868173258	0.9199623352165726	0.9397363465160076	0.9934086629001884	0.9387947269303202	0.9745762711864406
ENSJHYT00000019883	0.9453860640301318	0.9048964218455744	0.8279974890144381	1.0	1.0	0.9745762711864406	0.9312617702448208	0.935969868173258	0.9199623352165726	0.9397363465160076	0.9934086629001884	0.9387947269303202	0.9745762711864406
ENSSCAT00000025762	0.9199623352165726	0.9303201506591338	0.852165725047081	0.9745762711864406	0.9745762711864406	1.0	0.9058380414312618	0.9613935969868174	0.9453860640301318	0.9143126177024482	0.9755178907721279	0.9209039548022598	1.0
ENSJHYT00000019878	0.9519774011299436	0.9720652856246076	0.8951663527934715	0.9312617702448208	0.9312617702448208	0.9058380414312618	1.0	0.9422473320778404	0.9262397991211552	0.9463276836158192	0.9246704331450094	0.9453860640301318	0.9058380414312618
ENSSCAT00000025753	0.9563716258631512	0.9670433145009416	0.8888888888888888	0.935969868173258	0.935969868173258	0.9613935969868174	0.9422473320778404	1.0	0.9821092278719398	0.950721908349027	0.9369114877589454	0.9573132454488388	0.9613935969868174
ENSSCAT00000025754	0.9742623979912116	0.9510357815442562	0.8728813559322034	0.9199623352165726	0.9199623352165726	0.9453860640301318	0.9262397991211552	0.9821092278719398	1.0	0.9347143753923416	0.9209039548022598	0.9752040175768988	0.9453860640301318
ENSJHYT00000019888	0.9604519774011301	0.9196484620213434	0.8427495291902072	0.9397363465160076	0.9397363465160076	0.9143126177024482	0.9463276836158192	0.950721908349027	0.9347143753923416	1.0	0.9331450094161958	0.9538606403013182	0.9143126177024482
ENSZALT00000001674	0.9387947269303202	0.9058380414312618	0.8295668549905838	0.9934086629001884	0.9934086629001884	0.9755178907721279	0.9246704331450094	0.9369114877589454	0.9209039548022598	0.9331450094161958	1.0	0.9453860640301318	0.9755178907721279
ENSZALT00000001684	0.9934086629001884	0.9262397991211552	0.8499686126804771	0.9387947269303202	0.9387947269303202	0.9209039548022598	0.9453860640301318	0.9573132454488388	0.9752040175768988	0.9538606403013182	0.9453860640301318	1.0	0.9209039548022598
ENSSCAT00000025749	0.9199623352165726	0.9303201506591338	0.852165725047081	0.9745762711864406	0.9745762711864406	1.0	0.9058380414312618	0.9613935969868174	0.9453860640301318	0.9143126177024482	0.9755178907721279	0.9209039548022598	1.0
