,ENSCINT00000022882,FBtr0073054,ENSCINT00000032956,FBtr0073058,FBtr0330104,FBtr0330103,YMR243C_mRNA,YOR316C_mRNA,FBtr0073055,FBtr0073056,FBtr0073057
ENSCINT00000022882,1.0,0.47438330170777987,0.9139784946236559,0.47438330170777987,0.47438330170777987,0.4560404807084124,0.32384566729917774,0.39310562934851356,0.47438330170777987,0.47438330170777987,0.47438330170777987
FBtr0073054,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
ENSCINT00000032956,0.9139784946236559,0.3908918406072106,1.0,0.3908918406072106,0.3908918406072106,0.38931056293485133,0.24035420619860848,0.35009487666034156,0.3908918406072106,0.3908918406072106,0.3908918406072106
FBtr0073058,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
FBtr0330104,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
FBtr0330103,0.4560404807084124,0.9089184060721063,0.38931056293485133,0.9089184060721063,0.9089184060721063,1.0,0.30044275774826057,0.4063883617963314,0.9089184060721063,0.9089184060721063,0.9089184060721063
YMR243C_mRNA,0.32384566729917774,0.3915243516761544,0.24035420619860848,0.3915243516761544,0.3915243516761544,0.30044275774826057,1.0,0.6783681214421252,0.3915243516761544,0.3915243516761544,0.3915243516761544
YOR316C_mRNA,0.39310562934851356,0.3978494623655914,0.35009487666034156,0.3978494623655914,0.3978494623655914,0.4063883617963314,0.6783681214421252,1.0,0.3978494623655914,0.3978494623655914,0.3978494623655914
FBtr0073055,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
FBtr0073056,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
FBtr0073057,0.47438330170777987,1.0,0.3908918406072106,1.0,1.0,0.9089184060721063,0.3915243516761544,0.3978494623655914,1.0,1.0,1.0
