	ENSPMAT00000009268	ENSARWT00000003228	ENSAOWT00000028487	ENSAHAT00000000698	ENSDNVT00000026873	ENSAOWT00000028484	ENSEBUT00000018860	ENSAOWT00000028505	ENSARWT00000003232	ENSEBUT00000018882
ENSPMAT00000009268	1.0	0.4883949002942138	0.4642039882314482	0.4883949002942138	0.5191238966982674	0.4795684864334751	0.4462242562929062	0.4684537430532854	0.4730304020921869	0.4217064400130761
ENSARWT00000003228	0.4883949002942138	1.0	0.9581562602157568	0.998365478914678	0.9411572409284079	0.9895390650539392	0.5406995750245178	0.8836220987250736	0.9686171951618175	0.5158548545276234
ENSAOWT00000028487	0.4642039882314482	0.9581562602157568	1.0	0.9597907813010788	0.9029094475318732	0.9686171951618175	0.5174893756129454	0.8620464203988232	0.9895390650539392	0.492644655116051
ENSAHAT00000000698	0.4883949002942138	0.998365478914678	0.9597907813010788	1.0	0.9418110493625368	0.9911735861392612	0.5406995750245178	0.8846028113762667	0.9669826740764956	0.5158548545276234
ENSDNVT00000026873	0.5191238966982674	0.9411572409284079	0.9029094475318732	0.9418110493625368	1.0	0.932984635501798	0.5485452762340635	0.8852566198103956	0.9110820529584832	0.523700555737169
ENSAOWT00000028484	0.4795684864334751	0.9895390650539392	0.9686171951618175	0.9911735861392612	0.932984635501798	1.0	0.531873161163779	0.8934292252370055	0.9581562602157568	0.5070284406668846
ENSEBUT00000018860	0.4462242562929062	0.5406995750245178	0.5174893756129454	0.5406995750245178	0.5485452762340635	0.531873161163779	1.0	0.494279176201373	0.5263157894736842	0.9588100686498856
ENSAOWT00000028505	0.4684537430532854	0.8836220987250736	0.8620464203988232	0.8846028113762667	0.8852566198103956	0.8934292252370055	0.494279176201373	1.0	0.8522392938868911	0.4694344557044786
ENSARWT00000003232	0.4730304020921869	0.9686171951618175	0.9895390650539392	0.9669826740764956	0.9110820529584832	0.9581562602157568	0.5263157894736842	0.8522392938868911	1.0	0.5014710689767898
ENSEBUT00000018882	0.4217064400130761	0.5158548545276234	0.492644655116051	0.5158548545276234	0.523700555737169	0.5070284406668846	0.9588100686498856	0.4694344557044786	0.5014710689767898	1.0
