,ENSGGOT00000065140,ENSGGOT00000011879,ENST00000337911,ENSPCIT00000005412,ENSNLET00000017266,ENST00000405633,ENSPPAT00000042689,ENSNLET00000046750,ENSPPAT00000042686,ENSVURT00010005067,ENST00000528170,ENSPTRT00000081482,ENSPTRT00000006940
ENSGGOT00000065140,1.0,0.8303448275862069,0.5779310344827586,0.4813793103448276,0.7917241379310345,0.8068965517241379,0.9751724137931035,0.9613793103448276,0.8055172413793104,0.4703448275862069,0.976551724137931,0.9737931034482759,0.8041379310344827
ENSGGOT00000011879,0.8303448275862069,1.0,0.5944827586206897,0.4813793103448276,0.9544827586206897,0.9710344827586207,0.8055172413793104,0.7917241379310345,0.9710344827586207,0.4675862068965517,0.8068965517241379,0.8041379310344827,0.9655172413793104
ENST00000337911,0.5779310344827586,0.5944827586206897,1.0,0.8620689655172413,0.5848275862068966,0.6151724137931035,0.5917241379310345,0.5668965517241379,0.6124137931034482,0.8510344827586207,0.5944827586206897,0.5875862068965517,0.6055172413793104
ENSPCIT00000005412,0.4813793103448276,0.4813793103448276,0.8620689655172413,1.0,0.4813793103448276,0.4772413793103448,0.48,0.48275862068965525,0.48,0.9489655172413793,0.4772413793103448,0.4772413793103448,0.47448275862068967
ENSNLET00000017266,0.7917241379310345,0.9544827586206897,0.5848275862068966,0.4813793103448276,1.0,0.953103448275862,0.7944827586206896,0.8303448275862069,0.9613793103448276,0.4675862068965517,0.7875862068965517,0.7903448275862069,0.953103448275862
ENST00000405633,0.8068965517241379,0.9710344827586207,0.6151724137931035,0.4772413793103448,0.953103448275862,1.0,0.8206896551724138,0.7875862068965517,0.9889655172413793,0.4662068965517241,0.8303448275862069,0.8193103448275862,0.983448275862069
ENSPPAT00000042689,0.9751724137931035,0.8055172413793104,0.5917241379310345,0.48,0.7944827586206896,0.8206896551724138,1.0,0.9641379310344828,0.8303448275862069,0.4717241379310344,0.9903448275862069,0.993103448275862,0.8234482758620689
ENSNLET00000046750,0.9613793103448276,0.7917241379310345,0.5668965517241379,0.48275862068965525,0.8303448275862069,0.7875862068965517,0.9641379310344828,1.0,0.7944827586206896,0.4717241379310344,0.9572413793103448,0.96,0.7903448275862069
ENSPPAT00000042686,0.8055172413793104,0.9710344827586207,0.6124137931034482,0.48,0.9613793103448276,0.9889655172413793,0.8303448275862069,0.7944827586206896,1.0,0.46896551724137936,0.8206896551724138,0.8234482758620689,0.9889655172413793
ENSVURT00010005067,0.4703448275862069,0.4675862068965517,0.8510344827586207,0.9489655172413793,0.4675862068965517,0.4662068965517241,0.4717241379310344,0.4717241379310344,0.46896551724137936,1.0,0.46896551724137936,0.46896551724137936,0.46344827586206905
ENST00000528170,0.976551724137931,0.8068965517241379,0.5944827586206897,0.4772413793103448,0.7875862068965517,0.8303448275862069,0.9903448275862069,0.9572413793103448,0.8206896551724138,0.46896551724137936,1.0,0.9889655172413793,0.8193103448275862
ENSPTRT00000081482,0.9737931034482759,0.8041379310344827,0.5875862068965517,0.4772413793103448,0.7903448275862069,0.8193103448275862,0.993103448275862,0.96,0.8234482758620689,0.46896551724137936,0.9889655172413793,1.0,0.8303448275862069
ENSPTRT00000006940,0.8041379310344827,0.9655172413793104,0.6055172413793104,0.47448275862068967,0.953103448275862,0.983448275862069,0.8234482758620689,0.7903448275862069,0.9889655172413793,0.46344827586206905,0.8193103448275862,0.8303448275862069,1.0
