	ENSEEET00000016009	ENSEEET00000016019	ENSEEET00000016018	ENSEEET00000016021	ENSCHAT00000051322	ENSDCDT00000064496	ENSDCDT00000064494	ENSCHAT00000051380	ENSDCDT00000064499	ENSIPUT00000015688	ENSDCDT00000064504	ENSDCDT00000064509	ENSIPUT00000015665	ENSIPUT00000015640	ENSCHAT00000051193	ENSEEET00000016004	ENSDCDT00000064498	ENSEEET00000016035	ENSEEET00000016032	ENSCHAT00000051333	ENSCHAT00000051246	ENSCHAT00000051359	ENSCHAT00000051264	ENSCHAT00000051351	ENSCHAT00000051372	ENSDCDT00000064487	ENSCHAT00000051221
ENSEEET00000016009	1.0	0.8908112264513649	0.889273356401384	0.8919646289888504	0.6997308727412533	0.7704728950403691	0.7804690503652442	0.7178008458285274	0.5820838139177239	0.7450980392156863	0.7066512879661668	0.7251057285659361	0.8485198000768935	0.8346789696270666	0.6858900422914264	0.9381007304882736	0.7681660899653979	0.8119953863898499	0.7935409457900807	0.6562860438292965	0.655517108804306	0.6697424067666282	0.7681660899653979	0.6901191849288735	0.6993464052287581	0.7858515955401768	0.7112648981161092
ENSEEET00000016019	0.8908112264513649	1.0	0.7800845828527491	0.8242983467896963	0.6155324875048058	0.6866589773164168	0.6843521722414456	0.6336024605920799	0.4948096885813149	0.6428296808919647	0.6105344098423683	0.6289888504421376	0.7462514417531718	0.7324106113033448	0.6270665128796616	0.8289119569396386	0.7074202229911573	0.7028066128412149	0.6843521722414456	0.5617070357554786	0.6174548250672818	0.6070742022299116	0.6735870818915801	0.6059207996924261	0.6151480199923106	0.7020376778162245	0.6166858900422915
ENSEEET00000016018	0.889273356401384	0.7800845828527491	1.0	0.9042675893886968	0.6678200692041523	0.7462514417531718	0.7562475970780469	0.6535947712418301	0.5978469819300269	0.6858900422914264	0.6824298346789697	0.6678200692041523	0.8189158016147635	0.8050749711649365	0.6585928489042676	0.8996539792387543	0.7408688965782392	0.8788927335640139	0.8973471741637832	0.6743560169165705	0.6312956555171088	0.6393694732795079	0.7400999615532488	0.6597462514417531	0.6689734717416378	0.7689350249903883	0.687043444828912
ENSEEET00000016021	0.8919646289888504	0.8242983467896963	0.9042675893886968	1.0	0.6120722798923491	0.7370242214532872	0.7470203767781622	0.6316801230296041	0.5736255286428297	0.6605151864667436	0.673202614379085	0.6916570549788543	0.7643214148404459	0.7966166858900423	0.6862745098039216	0.8961937716262975	0.7700884275278739	0.8269896193771626	0.8085351787773933	0.6186082276047674	0.6201460976547482	0.5836216839677048	0.73279507881584	0.6039984621299499	0.6132256824298347	0.6993464052287581	0.6758938869665513
ENSCHAT00000051322	0.6997308727412533	0.6155324875048058	0.6678200692041523	0.6120722798923491	1.0	0.7212610534409842	0.7262591311034218	0.9457900807381776	0.6997308727412533	0.7554786620530565	0.7885428681276432	0.772395232602845	0.7170319108035371	0.7031910803537101	0.8489042675893888	0.6993464052287581	0.7081891580161477	0.7074202229911573	0.722798923490965	0.8750480584390619	0.8973471741637832	0.928489042675894	0.8246828143021915	0.9519415609381008	0.9642445213379468	0.7277970011534025	0.9254133025759324
ENSDCDT00000064496	0.7704728950403691	0.6866589773164168	0.7462514417531718	0.7370242214532872	0.7212610534409842	1.0	0.9884659746251442	0.7051134179161861	0.7524029219530949	0.6801230296039985	0.8808150711264898	0.8623606305267205	0.8016147635524798	0.8331410995770857	0.7520184544405998	0.8223760092272203	0.9653979238754326	0.6708958093041139	0.6855055747789311	0.6747404844290658	0.73279507881584	0.6958861976163014	0.8362168396770473	0.7108804306036139	0.7212610534409842	0.9369473279507882	0.7827758554402153
ENSDCDT00000064494	0.7804690503652442	0.6843521722414456	0.7562475970780469	0.7470203767781622	0.7262591311034218	0.9884659746251442	1.0	0.7101114955786236	0.7508650519031141	0.6893502499038832	0.8923490965013456	0.8738946559015763	0.8108419838523645	0.8423683198769704	0.7620146097654749	0.8323721645520954	0.9769319492502884	0.6808919646289888	0.6955017301038062	0.6847366397539408	0.7304882737408689	0.6935793925413303	0.8462129950019224	0.7158785082660515	0.7262591311034218	0.948481353325644	0.7927720107650903
ENSCHAT00000051380	0.7178008458285274	0.6336024605920799	0.6535947712418301	0.6316801230296041	0.9457900807381776	0.7051134179161861	0.7101114955786236	1.0	0.6835832372164552	0.8096885813148789	0.8081507112648981	0.8266051518646674	0.7031910803537101	0.6893502499038832	0.8269896193771626	0.6851211072664359	0.6920415224913494	0.7616301422529796	0.7431757016532103	0.8485198000768935	0.8754325259515571	0.9065743944636678	0.8027681660899654	0.9300269127258748	0.9815455594002308	0.7116493656286044	0.9034986543637062
ENSDCDT00000064499	0.5820838139177239	0.4948096885813149	0.5978469819300269	0.5736255286428297	0.6997308727412533	0.7524029219530949	0.7508650519031141	0.6835832372164552	1.0	0.6270665128796616	0.8193002691272587	0.8008458285274894	0.6059207996924261	0.6374471357170319	0.6697424067666282	0.6339869281045751	0.7277970011534025	0.6378316032295271	0.6524413687043444	0.6189926951172626	0.7039600153787005	0.7224144559784699	0.6405228758169934	0.7447135717031911	0.6997308727412533	0.7224144559784699	0.7270280661284122
ENSIPUT00000015688	0.7450980392156863	0.6428296808919647	0.6858900422914264	0.6605151864667436	0.7554786620530565	0.6801230296039985	0.6893502499038832	0.8096885813148789	0.6270665128796616	1.0	0.7885428681276432	0.8069973087274125	0.8108419838523645	0.7970011534025375	0.7028066128412149	0.7162629757785467	0.6735870818915801	0.8031526336024606	0.7846981930026913	0.7131872356785851	0.7070357554786619	0.7239523260284506	0.6720492118415994	0.7443291041906959	0.7912341407151096	0.6893502499038832	0.7627835447904652
ENSDCDT00000064504	0.7066512879661668	0.6105344098423683	0.6824298346789697	0.673202614379085	0.7885428681276432	0.8808150711264898	0.8923490965013456	0.8081507112648981	0.8193002691272587	0.7885428681276432	1.0	0.9815455594002308	0.7312572087658593	0.7627835447904652	0.7977700884275278	0.7585544021530181	0.8692810457516341	0.7581699346405228	0.7727797001153403	0.7470203767781622	0.7927720107650903	0.7558631295655517	0.7685505574778931	0.778162245290273	0.8242983467896963	0.8408304498269896	0.8550557477893118
ENSDCDT00000064509	0.7251057285659361	0.6289888504421376	0.6678200692041523	0.6916570549788543	0.772395232602845	0.8623606305267205	0.8738946559015763	0.8266051518646674	0.8008458285274894	0.8069973087274125	0.9815455594002308	1.0	0.7162629757785467	0.7477893118031527	0.7816224529027297	0.7439446366782007	0.8508266051518647	0.7766243752402922	0.7581699346405228	0.7308727412533641	0.7766243752402922	0.7397154940407535	0.7524029219530949	0.7620146097654749	0.8081507112648981	0.8223760092272203	0.8389081122645137
ENSIPUT00000015665	0.8485198000768935	0.7462514417531718	0.8189158016147635	0.7643214148404459	0.7170319108035371	0.8016147635524798	0.8108419838523645	0.7031910803537101	0.6059207996924261	0.8108419838523645	0.7312572087658593	0.7162629757785467	1.0	0.964628988850442	0.7081891580161477	0.8569780853517878	0.7950788158400616	0.7243367935409458	0.7408688965782392	0.6728181468665898	0.6816608996539792	0.6855055747789311	0.8008458285274894	0.7058823529411765	0.7174163783160323	0.8085351787773933	0.7374086889657824
ENSIPUT00000015640	0.8346789696270666	0.7324106113033448	0.8050749711649365	0.7966166858900423	0.7031910803537101	0.8331410995770857	0.8423683198769704	0.6893502499038832	0.6374471357170319	0.7970011534025375	0.7627835447904652	0.7477893118031527	0.964628988850442	1.0	0.7389465590157631	0.889273356401384	0.8266051518646674	0.7104959630911188	0.7270280661284122	0.6589773164167628	0.7124183006535948	0.6716647443291042	0.831603229527105	0.6920415224913494	0.7035755478662054	0.7946943483275664	0.7681660899653979
