,ENSMUST00000107304,ENSMUST00000090866,ENSMUST00000186525,MGP_PahariEiJ_T0069886,MGP_PahariEiJ_T0069887,MGP_SPRETEiJ_T0061291,MGP_SPRETEiJ_T0061290,MGP_PahariEiJ_T0069888,ENSMUGT00000030370,MGP_CAROLIEiJ_T0058933,MGP_CAROLIEiJ_T0058932,MGP_CAROLIEiJ_T0058931,MGP_CAROLIEiJ_T0058930,MGP_PahariEiJ_T0069885,ENSMSIT00000018181,MGP_SPRETEiJ_T0061288,MGP_SPRETEiJ_T0061289,ENSMUST00000051521
ENSMUST00000107304,1.0,0.9954542067218124,1.0,0.99746627915642,0.9975408003577018,0.9988076607794918,0.9938147402936135,0.9975408003577018,0.9932185706833594,0.9961248975333482,0.9961248975333482,0.9961248975333482,0.9956777703256576,0.99746627915642,0.9971681943512929,0.9942618675013041,0.9988076607794918,0.9975408003577018
ENSMUST00000090866,0.9954542067218124,1.0,0.9954542067218124,0.9955287279230941,0.9959758551307847,0.9950070795141218,0.9900141590282435,0.9959758551307847,0.9916536254564423,0.9929950070795142,0.9929950070795142,0.9929950070795142,0.9943363887025859,0.9955287279230941,0.9933676130859229,0.9927714434756688,0.9950070795141218,0.9958268127282212
ENSMUST00000186525,1.0,0.9954542067218124,1.0,0.99746627915642,0.9975408003577018,0.9988076607794918,0.9938147402936135,0.9975408003577018,0.9932185706833594,0.9961248975333482,0.9961248975333482,0.9961248975333482,0.9956777703256576,0.99746627915642,0.9971681943512929,0.9942618675013041,0.9988076607794918,0.9975408003577018
MGP_PahariEiJ_T0069886,0.99746627915642,0.9955287279230941,0.99746627915642,1.0,0.9983605335718012,0.9976153215589836,0.9926224010731053,0.9983605335718012,0.9933676130859229,0.995230643117967,0.995230643117967,0.995230643117967,0.9962739399359117,1.0,0.9953796855205306,0.9947089947089947,0.9976153215589836,0.99746627915642
MGP_PahariEiJ_T0069887,0.9975408003577018,0.9959758551307847,0.9975408003577018,0.9983605335718012,1.0,0.9975408003577018,0.9924733586705418,1.0,0.9935166554884864,0.9954542067218124,0.9954542067218124,0.9954542067218124,0.9968701095461658,0.9983605335718012,0.9954542067218124,0.9956032491243759,0.9975408003577018,0.9977643639615471
MGP_SPRETEiJ_T0061291,0.9988076607794918,0.9950070795141218,0.9988076607794918,0.9976153215589836,0.9975408003577018,1.0,0.99493255831284,0.9975408003577018,0.9929950070795142,0.9964229823384753,0.9964229823384753,0.9964229823384753,0.995901333929503,0.9976153215589836,0.9968701095461658,0.9944109099038676,1.0,0.9967955883448841
MGP_SPRETEiJ_T0061290,0.9938147402936135,0.9900141590282435,0.9938147402936135,0.9926224010731053,0.9924733586705418,0.99493255831284,1.0,0.9924733586705418,0.9882256501974812,0.9913555406513153,0.9913555406513153,0.9913555406513153,0.990833892242343,0.9926224010731053,0.9918026678590058,0.9893434682167076,0.99493255831284,0.9918026678590058
MGP_PahariEiJ_T0069888,0.9975408003577018,0.9959758551307847,0.9975408003577018,0.9983605335718012,1.0,0.9975408003577018,0.9924733586705418,1.0,0.9935166554884864,0.9954542067218124,0.9954542067218124,0.9954542067218124,0.9968701095461658,0.9983605335718012,0.9954542067218124,0.9956032491243759,0.9975408003577018,0.9977643639615471
ENSMUGT00000030370,0.9932185706833594,0.9916536254564423,0.9932185706833594,0.9933676130859229,0.9935166554884864,0.9929950070795142,0.9882256501974812,0.9935166554884864,1.0,0.9912064982487517,0.9912064982487517,0.9912064982487517,0.9918026678590058,0.9933676130859229,0.9912810194500336,0.9903122438333706,0.9929950070795142,0.9932185706833594
MGP_CAROLIEiJ_T0058933,0.9961248975333482,0.9929950070795142,0.9961248975333482,0.995230643117967,0.9954542067218124,0.9964229823384753,0.9913555406513153,0.9954542067218124,0.9912064982487517,1.0,1.0,1.0,0.9938892614948953,0.995230643117967,0.9988076607794918,0.9947835159102765,0.9964229823384753,0.9947835159102765
MGP_CAROLIEiJ_T0058932,0.9961248975333482,0.9929950070795142,0.9961248975333482,0.995230643117967,0.9954542067218124,0.9964229823384753,0.9913555406513153,0.9954542067218124,0.9912064982487517,1.0,1.0,1.0,0.9938892614948953,0.995230643117967,0.9988076607794918,0.9947835159102765,0.9964229823384753,0.9947835159102765
