	ENSHCOT00000026282	ENSXMAT00000035096	ENSLCRT00005029663	ENSPRET00000025867	ENSGAFT00000023691	ENSPLAT00000007315	ENSCSET00000015486	ENSKMAT00000015078	ENSPMET00000013133	ENSPMET00000013123	ENSTRUT00000028306	ENSXCOT00000016813	ENSLCRT00005029649	ENSKMAT00000015089	ENSBSLT00000044196	ENSBSLT00000044206	ENSLCRT00005029657	ENSFHET00000026289	ENSCVAT00000022802	ENSGACT00000001377	ENSGAFT00000023684	ENSFHET00000026284	ENSPFOT00000015956	ENSCVAT00000031294	ENSTNIT00000022300	ENSGWIT00000024405
ENSHCOT00000026282	1.0	0.9219629927594528	0.4529364440868866	0.7980691874497184	0.7272727272727273	0.9243765084473048	0.9171359613837491	0.9243765084473048	0.9251810136765888	0.8696701528559936	0.9082864038616252	0.8857602574416734	0.8447304907481898	0.7337087691069992	0.9171359613837491	0.4320193081255028	0.9356395816572808	0.7272727272727273	0.7232502011263073	0.9267900241351568	0.9203539823008848	0.919549477071601	0.9259855189058728	0.917940466613033	0.8704746580852776	0.9267900241351568
ENSXMAT00000035096	0.9219629927594528	1.0	0.4545454545454546	0.8584070796460177	0.7795655671761866	0.987127916331456	0.912308930008045	0.9420756234915528	0.98793242156074	0.9324215607401448	0.9131134352373291	0.9573612228479486	0.8527755430410298	0.7425583266291231	0.9171359613837491	0.4296057924376509	0.9420756234915528	0.7522123893805309	0.7473853580048271	0.9372485921158488	0.991150442477876	0.9549477071600966	0.987127916331456	0.9485116653258246	0.8720836685438456	0.9243765084473048
ENSLCRT00005029663	0.4529364440868866	0.4545454545454546	1.0	0.4698310539018504	0.666934835076428	0.4569589702333066	0.4553499597747386	0.4545454545454546	0.4569589702333066	0.4014481094127112	0.44891391794046653	0.41834271922767496	0.4762670957361224	0.666934835076428	0.4497184231697505	0.9058728881737732	0.4786806114239743	0.6645213193885761	0.6637168141592921	0.4561544650040226	0.4545454545454546	0.4521319388576026	0.4569589702333066	0.4513274336283186	0.4553499597747386	0.4561544650040226
ENSPRET00000025867	0.7980691874497184	0.8584070796460177	0.4698310539018504	1.0	0.6492357200321802	0.8600160901045857	0.7932421560740145	0.8189863234111022	0.8608205953338697	0.8053097345132744	0.7876106194690266	0.8181818181818182	0.7296862429605793	0.6194690265486725	0.7908286403861625	0.4424778761061947	0.8181818181818182	0.6307320997586484	0.6251005631536605	0.8133547868061143	0.8600160901045857	0.8334674175382142	0.8600160901045857	0.827031375703942	0.8117457763475463	0.8045052292839904
ENSGAFT00000023691	0.7272727272727273	0.7795655671761866	0.666934835076428	0.6492357200321802	1.0	0.7779565567176187	0.7248592115848753	0.7417538213998391	0.7787610619469026	0.7232502011263073	0.7200321802091714	0.7401448109412712	0.6548672566371682	0.9541432019308126	0.7256637168141593	0.6411906677393403	0.7441673370876911	0.9678197908286404	0.9597747385358004	0.7369267900241352	0.7876106194690266	0.7554304102976669	0.7787610619469026	0.7473853580048271	0.6806114239742558	0.7288817377312953
ENSPLAT00000007315	0.9243765084473048	0.987127916331456	0.4569589702333066	0.8600160901045857	0.7779565567176187	1.0	0.9131134352373291	0.9420756234915528	0.999195494770716	0.9436846339501208	0.9139179404666129	0.9469026548672568	0.8543845534995977	0.7417538213998391	0.9139179404666129	0.4296057924376509	0.9428801287208368	0.7530168946098149	0.7481898632341111	0.9372485921158488	0.990345937248592	0.9565567176186646	0.998390989541432	0.9501206757843926	0.8720836685438456	0.9259855189058728
ENSCSET00000015486	0.9171359613837491	0.912308930008045	0.4553499597747386	0.7932421560740145	0.7248592115848753	0.9131134352373291	1.0	0.9380530973451328	0.9139179404666129	0.8584070796460177	0.9171359613837491	0.8744971842316975	0.8423169750603379	0.7425583266291231	0.9292035398230089	0.4376508447304908	0.9316170555108608	0.7320997586484312	0.7329042638777152	0.9292035398230089	0.9139179404666129	0.9243765084473048	0.9139179404666129	0.9259855189058728	0.8736926790024135	0.914722445695897
ENSKMAT00000015078	0.9243765084473048	0.9420756234915528	0.4545454545454546	0.8189863234111022	0.7417538213998391	0.9420756234915528	0.9380530973451328	1.0	0.9428801287208368	0.8873692679002414	0.9316170555108608	0.9042638777152052	0.8576025744167337	0.7876106194690266	0.9348350764279968	0.4392598551890588	0.9469026548672568	0.7489943684633951	0.7506033789219629	0.9444891391794048	0.9420756234915528	0.9557522123893806	0.9428801287208368	0.9525341914722446	0.8921962992759453	0.9324215607401448
ENSPMET00000013133	0.9251810136765888	0.98793242156074	0.4569589702333066	0.8608205953338697	0.7787610619469026	0.999195494770716	0.9139179404666129	0.9428801287208368	1.0	0.9444891391794048	0.9131134352373291	0.9477071600965408	0.8551890587288817	0.7425583266291231	0.914722445695897	0.4296057924376509	0.9436846339501208	0.7538213998390989	0.7489943684633951	0.9380530973451328	0.991150442477876	0.9573612228479486	0.999195494770716	0.9509251810136766	0.8728881737731295	0.9267900241351568
ENSPMET00000013123	0.8696701528559936	0.9324215607401448	0.4014481094127112	0.8053097345132744	0.7232502011263073	0.9436846339501208	0.8584070796460177	0.8873692679002414	0.9444891391794048	1.0	0.8576025744167337	0.8921962992759453	0.7996781979082864	0.6870474658085277	0.8592115848753017	0.3740949316170555	0.8881737731295254	0.6983105390185036	0.6934835076427996	0.8825422365245374	0.9356395816572808	0.9018503620273532	0.9436846339501208	0.8954143201930812	0.8173773129525342	0.8712791633145616
