,ENSNLET00000046942,ENSPPAT00000055368,ENSCCNT00000002945,ENSSHAT00000015565,ENSNLET00000019590,ENSNLET00000053660,ENSEBUT00000024615,ENSVURT00010008798,ENSPTRT00000102049,ENSNLET00000056825,ENSCCNT00000004933,ENSMODT00000058355,ENSMODT00000005517
ENSNLET00000046942,1.0,0.9995295741077589,0.9655648246879508,0.9802734742520228,0.9811202408580568,0.97936398419369,0.9777018127077715,0.9801793890735746,0.9994982123816095,0.9818101988333438,0.9691086997428339,0.9635263124882394,0.9730289155115097
ENSPPAT00000055368,0.9995295741077589,1.0,0.9655648246879508,0.9801480273474252,0.9809634322273098,0.9793012607413912,0.9776077275293232,0.980053942168977,0.9999059148215518,0.9816847519287462,0.9691086997428339,0.9634008655836417,0.9729034686069121
ENSCCNT00000002945,0.9655648246879508,0.9655648246879508,1.0,0.9661293357586401,0.9703318070626608,0.9709276798594995,0.9651884839741579,0.9658784419494449,0.9655648246879508,0.9664743147462836,0.9664429530201343,0.9495076208994543,0.9590102239227247
ENSSHAT00000015565,0.9802734742520228,0.9801480273474252,0.9661293357586401,1.0,0.9928808881640846,0.9800225804428275,0.9889606723954086,0.9985259988709778,0.9801480273474252,0.99576616696983,0.9838487110330553,0.9813397729411026,0.9908423759643731
ENSNLET00000019590,0.9811202408580568,0.9809634322273098,0.9703318070626608,0.9928808881640846,1.0,0.9850090949005833,0.9870162453741453,0.9926613560810387,0.9809634322273098,0.9961425076836229,0.9823433481778837,0.9761964498525999,0.9856990528758703
ENSNLET00000053660,0.97936398419369,0.9793012607413912,0.9709276798594995,0.9800225804428275,0.9850090949005833,1.0,0.9773568337201279,0.9799598569905288,0.9793012607413912,0.9811516025842062,0.9754437684250141,0.963338142131343,0.9728407451546133
ENSEBUT00000024615,0.9777018127077715,0.9776077275293232,0.9651884839741579,0.9889606723954086,0.9870162453741453,0.9773568337201279,1.0,0.989525183466098,0.9776077275293232,0.9891802044784545,0.9794267076459888,0.9729975537853603,0.9825001568086308
ENSVURT00010008798,0.9801793890735746,0.980053942168977,0.9658784419494449,0.9985259988709778,0.9926613560810387,0.9799598569905288,0.989525183466098,1.0,0.980053942168977,0.9958602521482782,0.9844132221037446,0.9822179012732861,0.9917205042965564
ENSPTRT00000102049,0.9994982123816095,0.9999059148215518,0.9655648246879508,0.9801480273474252,0.9809634322273098,0.9793012607413912,0.9776077275293232,0.980053942168977,1.0,0.9816847519287462,0.9691086997428339,0.9634008655836417,0.9729034686069121
ENSNLET00000056825,0.9818101988333438,0.9816847519287462,0.9664743147462836,0.99576616696983,0.9961425076836229,0.9811516025842062,0.9891802044784545,0.9958602521482782,0.9816847519287462,1.0,0.9856363294235715,0.9791130903844948,0.9886156934077651
ENSCCNT00000004933,0.9691086997428339,0.9691086997428339,0.9664429530201343,0.9838487110330553,0.9823433481778837,0.9754437684250141,0.9794267076459888,0.9844132221037446,0.9691086997428339,0.9856363294235715,1.0,0.9676974220661105,0.977200025089381
ENSMODT00000058355,0.9635263124882394,0.9634008655836417,0.9495076208994543,0.9813397729411026,0.9761964498525999,0.963338142131343,0.9729975537853603,0.9822179012732861,0.9634008655836417,0.9791130903844948,0.9676974220661105,1.0,0.9868594367433984
ENSMODT00000005517,0.9730289155115097,0.9729034686069121,0.9590102239227247,0.9908423759643731,0.9856990528758703,0.9728407451546133,0.9825001568086308,0.9917205042965564,0.9729034686069121,0.9886156934077651,0.977200025089381,0.9868594367433984,1.0
