,ENSPCIT00000011628,ENSPCIT00000052088,Y76B12C.2.1,ENSSHAT00000001356,ENSSHAT00000001355,ENSPTET00000015497,ENSMFAT00000067979,ENSMMUT00000109044,ENSPANT00000027881,ENSMMUT00000032534,ENSCSAT00000007484,ENSMLET00000058674,ENSMODT00000009211,ENSTGET00000021151,FBtr0308700,ENSMMUT00000081036,ENSPTET00000015506,FBtr0087374,ENSMNET00000054280,FBtr0087373,ENSCATT00000050895,ENSVURT00010023444,ENSMMUT00000073942
ENSPCIT00000011628,1.0,0.9922242990654205,0.6882990654205607,0.9604485981308412,0.9591028037383178,0.9183551401869159,0.9311401869158878,0.9311401869158878,0.931214953271028,0.9086355140186916,0.9146915887850467,0.9311401869158878,0.9610467289719626,0.9311401869158878,0.8106915887850468,0.7622429906542056,0.9306915887850468,0.60403738317757,0.9309906542056074,0.60403738317757,0.9315140186915888,0.9797383177570094,0.918803738317757
ENSPCIT00000052088,0.9922242990654205,1.0,0.6905420560747664,0.9632897196261683,0.9619439252336449,0.9211214953271029,0.9338317757009346,0.9338317757009346,0.9339065420560748,0.9113271028037383,0.9173831775700935,0.9338317757009346,0.9638878504672898,0.9338317757009346,0.8093457943925234,0.7608971962616823,0.9334579439252336,0.6026915887850467,0.9336822429906542,0.6026915887850467,0.9342056074766355,0.9826542056074766,0.9214953271028037
Y76B12C.2.1,0.6882990654205607,0.6905420560747664,1.0,0.693981308411215,0.6926355140186916,0.6766355140186916,0.6891214953271028,0.6892710280373832,0.6892710280373832,0.695626168224299,0.7004112149532711,0.689196261682243,0.6934579439252336,0.689196261682243,0.7099065420560747,0.7167102803738318,0.6889719626168225,0.5037009345794392,0.6893457943925234,0.5034766355140187,0.689196261682243,0.6927102803738318,0.6769345794392523
ENSSHAT00000001356,0.9604485981308412,0.9632897196261683,0.693981308411215,1.0,0.9986542056074766,0.9250841121495327,0.9382429906542056,0.9380934579439252,0.9381682242990654,0.9153644859813084,0.9216448598130841,0.9377943925233645,0.9597009345794393,0.9380934579439252,0.8050093457943925,0.7604485981308411,0.9374205607476636,0.5984299065420561,0.938018691588785,0.5984299065420561,0.938392523364486,0.9685981308411215,0.9257570093457944
ENSSHAT00000001355,0.9591028037383178,0.9619439252336449,0.6926355140186916,0.9986542056074766,1.0,0.9237383177570093,0.9368971962616822,0.9367476635514018,0.9368224299065421,0.914018691588785,0.9202990654205607,0.9364485981308411,0.9583551401869159,0.9367476635514018,0.8036635514018692,0.7591028037383177,0.9360747663551402,0.5970841121495327,0.9366728971962617,0.5970841121495327,0.9370467289719626,0.9672523364485981,0.924411214953271
ENSPTET00000015497,0.9183551401869159,0.9211214953271029,0.6766355140186916,0.9250841121495327,0.9237383177570093,1.0,0.9844485981308411,0.9841495327102804,0.9839252336448598,0.9548411214953271,0.9628411214953271,0.9838504672897196,0.9228411214953272,0.9845981308411215,0.7906542056074767,0.7447476635514019,0.9876635514018691,0.5840747663551402,0.9844485981308411,0.5840747663551402,0.9839252336448598,0.9261308411214954,0.9959626168224299
ENSMFAT00000067979,0.9311401869158878,0.9338317757009346,0.6891214953271028,0.9382429906542056,0.9368971962616822,0.9844485981308411,1.0,0.9993271028037383,0.9984299065420561,0.9698691588785047,0.9768971962616823,0.9983551401869158,0.9355514018691589,0.9991028037383177,0.8034392523364486,0.7570841121495328,0.996785046728972,0.5968598130841122,0.9994018691588785,0.5968598130841122,0.9984299065420561,0.9388411214953271,0.9869906542056075
ENSMMUT00000109044,0.9311401869158878,0.9338317757009346,0.6892710280373832,0.9380934579439252,0.9367476635514018,0.9841495327102804,0.9993271028037383,1.0,0.9982803738317757,0.970392523364486,0.9767476635514019,0.9982056074766356,0.9355514018691589,0.9989532710280374,0.8035140186915888,0.7570841121495328,0.9964859813084113,0.5969345794392523,0.9993271028037383,0.5969345794392523,0.9982803738317757,0.9388411214953271,0.9876635514018691
ENSPANT00000027881,0.931214953271028,0.9339065420560748,0.6892710280373832,0.9381682242990654,0.9368224299065421,0.9839252336448598,0.9984299065420561,0.9982803738317757,1.0,0.9690467289719626,0.9768971962616823,0.9981308411214953,0.9352523364485982,0.999177570093458,0.8032897196261682,0.7570841121495328,0.9962616822429906,0.5967102803738318,0.9985046728971962,0.5967102803738318,0.9982056074766356,0.9388411214953271,0.9859439252336448
ENSMMUT00000032534,0.9086355140186916,0.9113271028037383,0.695626168224299,0.9153644859813084,0.914018691588785,0.9548411214953271,0.9698691588785047,0.970392523364486,0.9690467289719626,1.0,0.9798878504672898,0.9687476635514018,0.912822429906542,0.9694205607476636,0.8201121495327103,0.7866915887850467,0.967177570093458,0.6135327102803738,0.9697196261682243,0.6135327102803738,0.9688224299065421,0.916411214953271,0.9580560747663551
ENSCSAT00000007484,0.9146915887850467,0.9173831775700935,0.7004112149532711,0.9216448598130841,0.9202990654205607,0.9628411214953271,0.9768971962616823,0.9767476635514019,0.9768971962616823,0.9798878504672898,1.0,0.9765981308411215,0.9196261682242991,0.9772710280373832,0.8148785046728972,0.7685233644859814,0.975177570093458,0.6083738317757009,0.9769719626168224,0.6083738317757009,0.9766728971962617,0.9224672897196262,0.964411214953271
ENSMLET00000058674,0.9311401869158878,0.9338317757009346,0.689196261682243,0.9377943925233645,0.9364485981308411,0.9838504672897196,0.9983551401869158,0.9982056074766356,0.9981308411214953,0.9687476635514018,0.9765981308411215,1.0,0.9354018691588785,0.998803738317757,0.8034392523364486,0.7570841121495328,0.9961869158878505,0.5968598130841122,0.9982803738317757,0.5968598130841122,0.9987289719626168,0.9389906542056075,0.9858691588785047
ENSMODT00000009211,0.9610467289719626,0.9638878504672898,0.6934579439252336,0.9597009345794393,0.9583551401869159,0.9228411214953272,0.9355514018691589,0.9355514018691589,0.9352523364485982,0.912822429906542,0.9196261682242991,0.9354018691588785,1.0,0.9354018691588785,0.8061308411214954,0.7597757009345795,0.9351775700934579,0.5995514018691589,0.9354018691588785,0.5995514018691589,0.9356261682242991,0.9700934579439252,0.923214953271028
