	ENSMMOT00000009004	ENSGALT00000103920	ENSGALT00000084276	ENSGALT00000086009	ENSGALT00000085450	ENSGALT00000106999	ENSGALT00000087958	ENSGALT00000104150	ENSGALT00000094027	ENSGALT00000093455	ENSGALT00000104082	ENSGALT00000100460	ENSGALT00000104945	ENSGALT00000084419	ENSCPGT00000015425	ENSGALT00000093807
ENSMMOT00000009004	1.0	0.4776082677165354	0.4015748031496063	0.4776082677165354	0.4916338582677166	0.5839074803149606	0.4795767716535433	0.5078740157480315	0.22071850393700787	0.36023622047244097	0.6759350393700787	0.7241633858267716	0.7153051181102362	0.5145177165354331	0.7071850393700787	0.36023622047244097
ENSGALT00000103920	0.4776082677165354	1.0	0.8346456692913385	0.9899114173228346	0.4318405511811023	0.8880413385826772	0.968996062992126	0.6648622047244095	0.7354822834645669	0.8745078740157479	0.5127952755905512	0.3747539370078741	0.3661417322834646	0.9298720472440944	0.40871062992125984	0.874753937007874
ENSGALT00000084276	0.4015748031496063	0.8346456692913385	1.0	0.8363681102362205	0.5895669291338582	0.8142224409448819	0.8176673228346457	0.5910433070866141	0.81373031496063	0.9530019685039369	0.4375	0.2987204724409449	0.2901082677165354	0.8366141732283464	0.3334153543307087	0.9539862204724409
ENSGALT00000086009	0.4776082677165354	0.9899114173228346	0.8363681102362205	1.0	0.4315944881889764	0.8909940944881891	0.970226377952756	0.6663385826771654	0.7379429133858267	0.8774606299212598	0.5137795275590551	0.3747539370078741	0.3661417322834646	0.9308562992125984	0.4094488188976377	0.8781988188976378
ENSGALT00000085450	0.4916338582677166	0.4318405511811023	0.5895669291338582	0.4315944881889764	1.0	0.5383858267716536	0.4192913385826771	0.2332677165354331	0.6833169291338582	0.547244094488189	0.40231299212598426	0.3882874015748031	0.37967519685039375	0.46875	0.3968996062992126	0.5484744094488189
ENSGALT00000106999	0.5839074803149606	0.8880413385826772	0.8142224409448819	0.8909940944881891	0.5383858267716536	1.0	0.8730314960629921	0.6899606299212598	0.6350885826771654	0.7750984251968503	0.6205708661417323	0.4812992125984252	0.4726870078740157	0.9239665354330708	0.5157480314960631	0.7755905511811023
ENSGALT00000087958	0.4795767716535433	0.968996062992126	0.8176673228346457	0.970226377952756	0.4192913385826771	0.8730314960629921	1.0	0.6503444881889764	0.7153051181102362	0.8543307086614174	0.4968011811023623	0.3668799212598426	0.3577755905511811	0.9143700787401576	0.4079724409448819	0.8550688976377953
ENSGALT00000104150	0.5078740157480315	0.6648622047244095	0.5910433070866141	0.6663385826771654	0.2332677165354331	0.6899606299212598	0.6503444881889764	1.0	0.41092519685039375	0.5504429133858267	0.8265255905511811	0.6247539370078741	0.6161417322834646	0.687746062992126	0.4891732283464567	0.5509350393700787
ENSGALT00000094027	0.22071850393700787	0.7354822834645669	0.81373031496063	0.7379429133858267	0.6833169291338582	0.6350885826771654	0.7153051181102362	0.41092519685039375	1.0	0.8572834645669292	0.2566437007874016	0.1178641732283464	0.10925196850393704	0.6749507874015748	0.1518208661417323	0.8585137795275591
ENSGALT00000093455	0.36023622047244097	0.8745078740157479	0.9530019685039369	0.8774606299212598	0.547244094488189	0.7750984251968503	0.8543307086614174	0.5504429133858267	0.8572834645669292	1.0	0.3961614173228347	0.25762795275590555	0.2490157480314961	0.8144685039370079	0.2920767716535433	0.997785433070866
ENSGALT00000104082	0.6759350393700787	0.5127952755905512	0.4375	0.5137795275590551	0.40231299212598426	0.6205708661417323	0.4968011811023623	0.8265255905511811	0.2566437007874016	0.3961614173228347	1.0	0.7950295275590551	0.7864173228346457	0.5494586614173228	0.6552657480314961	0.39714566929133865
ENSGALT00000100460	0.7241633858267716	0.3747539370078741	0.2987204724409449	0.3747539370078741	0.3882874015748031	0.4812992125984252	0.3668799212598426	0.6247539370078741	0.1178641732283464	0.25762795275590555	0.7950295275590551	1.0	0.9876968503937008	0.4121555118110236	0.719488188976378	0.25762795275590555
ENSGALT00000104945	0.7153051181102362	0.3661417322834646	0.2901082677165354	0.3661417322834646	0.37967519685039375	0.4726870078740157	0.3577755905511811	0.6161417322834646	0.10925196850393704	0.2490157480314961	0.7864173228346457	0.9876968503937008	1.0	0.4035433070866141	0.718503937007874	0.2490157480314961
ENSGALT00000084419	0.5145177165354331	0.9298720472440944	0.8366141732283464	0.9308562992125984	0.46875	0.9239665354330708	0.9143700787401576	0.687746062992126	0.6749507874015748	0.8144685039370079	0.5494586614173228	0.4121555118110236	0.4035433070866141	1.0	0.4461122047244095	0.8149606299212598
ENSCPGT00000015425	0.7071850393700787	0.40871062992125984	0.3334153543307087	0.4094488188976377	0.3968996062992126	0.5157480314960631	0.4079724409448819	0.4891732283464567	0.1518208661417323	0.2920767716535433	0.6552657480314961	0.719488188976378	0.718503937007874	0.4461122047244095	1.0	0.2920767716535433
ENSGALT00000093807	0.36023622047244097	0.874753937007874	0.9539862204724409	0.8781988188976378	0.5484744094488189	0.7755905511811023	0.8550688976377953	0.5509350393700787	0.8585137795275591	0.997785433070866	0.39714566929133865	0.25762795275590555	0.2490157480314961	0.8149606299212598	0.2920767716535433	1.0
