,ENSMUST00000112717,MGP_CAROLIEiJ_T0019389,ENSMSIT00000027968,MGP_PahariEiJ_T0074684,MGP_PahariEiJ_T0074687,ENSCCNT00000037510,ENSMUGT00000010903,ENSMSIT00000027644,ENSRNOT00000003475,ENSRNOT00000040021,ENSMUST00000166100,ENSMSIT00000027703,ENSMSIT00000009556,MGP_SPRETEiJ_T0020414,ENSDORT00000013344,ENSDORT00000013345,ENSMUST00000027567,ENSMUST00000027565,ENSMUST00000086694,MGP_CAROLIEiJ_T0019388,ENSMUST00000023861,MGP_CAROLIEiJ_T0019390,MGP_SPRETEiJ_T0020415,MGP_SPRETEiJ_T0020413,MGP_SPRETEiJ_T0020412
ENSMUST00000112717,1.0,0.747091243110839,0.9161053276178812,0.8793631353337416,0.8867115737905695,0.8003674219228414,0.8903857930189835,0.9197795468462951,0.9252908756889161,0.8058787507654623,0.7611757501530925,0.9871402327005512,0.936313533374158,0.7728107777097367,0.775260257195346,0.7581139007960809,1.0,0.9375382731169627,0.7611757501530925,0.872627066748316,0.9228413962033069,0.872627066748316,0.5737905695039804,0.9118187385180649,0.9118187385180649
MGP_CAROLIEiJ_T0019389,0.747091243110839,1.0,0.7005511328842621,0.8150642988364972,0.8162890385793019,0.6313533374157991,0.6889161053276179,0.7152480097979179,0.7164727495407226,0.747091243110839,0.7562767911818739,0.7489283527250459,0.7385180649112064,0.964482547458665,0.6209430496019596,0.6025719534598898,0.747091243110839,0.7366809552969994,0.7562767911818739,0.8603796693202694,0.7170851194121249,0.8603796693202694,0.7109614206981016,0.8266993263931415,0.8266993263931415
ENSMSIT00000027968,0.9161053276178812,0.7005511328842621,1.0,0.8542559706062461,0.8401714635639926,0.769748928352725,0.8567054500918555,0.8958971218616044,0.8891610532761788,0.7764849969381507,0.7109614206981016,0.9161053276178812,0.8897734231475811,0.7085119412124924,0.7477036129822413,0.747091243110839,0.9161053276178812,0.8891610532761788,0.7109614206981016,0.8254745866503368,0.8983466013472137,0.8254745866503368,0.5695039804041642,0.8444580526638089,0.8444580526638089
MGP_PahariEiJ_T0074684,0.8793631353337416,0.8150642988364972,0.8542559706062461,1.0,0.9761175750153093,0.743417023882425,0.8297611757501531,0.8616044090630741,0.8530312308634416,0.8891610532761788,0.677893447642376,0.8805878750765462,0.8579301898346602,0.8236374770361298,0.7256582976117575,0.7072872014696877,0.8793631353337416,0.8585425597060624,0.677893447642376,0.9387630128597673,0.8640538885486834,0.9387630128597673,0.6484996938150643,0.9595835884874464,0.9595835884874464
MGP_PahariEiJ_T0074687,0.8867115737905695,0.8162890385793019,0.8401714635639926,0.9761175750153093,1.0,0.7446417636252296,0.8279240661359462,0.8554807103490508,0.8548683404776485,0.8830373545621556,0.6791181873851806,0.8860992039191672,0.8591549295774648,0.8303735456215554,0.7256582976117575,0.7085119412124924,0.8867115737905695,0.8597672994488671,0.6791181873851806,0.939987752602572,0.8579301898346602,0.939987752602572,0.6448254745866503,0.966319657072872,0.966319657072872
ENSCCNT00000037510,0.8003674219228414,0.6313533374157991,0.769748928352725,0.743417023882425,0.7446417636252296,1.0,0.8187385180649112,0.7924066135946112,0.8034292712798531,0.7170851194121249,0.6313533374157991,0.8028169014084507,0.7832210655235763,0.6313533374157991,0.8101653398652786,0.7856705450091855,0.8003674219228414,0.7819963257807716,0.6313533374157991,0.7372933251684017,0.7942437232088181,0.7372933251684017,0.4782608695652174,0.7421922841396204,0.7421922841396204
ENSMUGT00000010903,0.8903857930189835,0.6889161053276179,0.8567054500918555,0.8297611757501531,0.8279240661359462,0.8187385180649112,1.0,0.8799755052051439,0.8952847519902021,0.7899571341090018,0.7005511328842621,0.8928352725045928,0.8732394366197183,0.6999387630128597,0.7844458052663809,0.7679118187385181,0.8903857930189835,0.8720146968769137,0.7005511328842621,0.8058787507654623,0.8812002449479486,0.8058787507654623,0.5345988977342315,0.8273116962645438,0.8273116962645438
ENSMSIT00000027644,0.9197795468462951,0.7152480097979179,0.8958971218616044,0.8616044090630741,0.8554807103490508,0.7924066135946112,0.8799755052051439,1.0,0.9056950398040416,0.8077158603796694,0.7238211879975506,0.9197795468462951,0.898958971218616,0.7213717085119412,0.7691365584813227,0.7562767911818739,0.9197795468462951,0.8971218616044091,0.7238211879975506,0.835272504592774,0.9914268218003675,0.835272504592774,0.5535823637477036,0.8524188609920392,0.8524188609920392
ENSRNOT00000003475,0.9252908756889161,0.7164727495407226,0.8891610532761788,0.8530312308634416,0.8548683404776485,0.8034292712798531,0.8952847519902021,0.9056950398040416,1.0,0.8291488058787507,0.7268830373545622,0.9271279853031231,0.9020208205756277,0.7262706674831598,0.7813839559093693,0.7685241886099204,0.9252908756889161,0.9032455603184323,0.7268830373545622,0.8358848744641764,0.9069197795468463,0.8358848744641764,0.5517452541334966,0.8579301898346602,0.8579301898346602
ENSRNOT00000040021,0.8058787507654623,0.747091243110839,0.7764849969381507,0.8891610532761788,0.8830373545621556,0.7170851194121249,0.7899571341090018,0.8077158603796694,0.8291488058787507,1.0,0.6117575015309247,0.8077158603796694,0.7881200244947949,0.7544396815676668,0.6938150642988365,0.6907532149418248,0.8058787507654623,0.7875076546233926,0.6117575015309247,0.8665033680342927,0.8089406001224739,0.8665033680342927,0.6540110226576853,0.8860992039191672,0.8860992039191672
