,ENSPANT00000050231,ENSCATT00000064524,ENSMNET00000052418,ENSTGET00000020525,ENSPPAT00000022668,ENSMLET00000020440,ENSGGOT00000050876,ENSMFAT00000042004,ENSPTRT00000093956,ENSRROT00000050941,ENSRBIT00000030610
ENSPANT00000050231,1.0,0.9923664122137404,0.9923664122137404,0.9974554707379135,0.6768447837150128,0.9974554707379135,0.7175572519083969,0.9923664122137404,0.6768447837150128,0.5776081424936387,0.5776081424936387
ENSCATT00000064524,0.9923664122137404,1.0,0.989821882951654,0.9949109414758269,0.6743002544529262,0.9949109414758269,0.7150127226463104,0.989821882951654,0.6743002544529262,0.5750636132315522,0.5750636132315522
ENSMNET00000052418,0.9923664122137404,0.989821882951654,1.0,0.9949109414758269,0.6844783715012722,0.9949109414758269,0.7251908396946565,1.0,0.6844783715012722,0.5852417302798982,0.5852417302798982
ENSTGET00000020525,0.9974554707379135,0.9949109414758269,0.9949109414758269,1.0,0.6793893129770993,1.0,0.7201017811704835,0.9949109414758269,0.6793893129770993,0.5801526717557252,0.5801526717557252
ENSPPAT00000022668,0.6768447837150128,0.6743002544529262,0.6844783715012722,0.6793893129770993,1.0,0.6793893129770993,0.9440203562340967,0.6844783715012722,1.0,0.8193384223918575,0.8193384223918575
ENSMLET00000020440,0.9974554707379135,0.9949109414758269,0.9949109414758269,1.0,0.6793893129770993,1.0,0.7201017811704835,0.9949109414758269,0.6793893129770993,0.5801526717557252,0.5801526717557252
ENSGGOT00000050876,0.7175572519083969,0.7150127226463104,0.7251908396946565,0.7201017811704835,0.9440203562340967,0.7201017811704835,1.0,0.7251908396946565,0.9440203562340967,0.7811704834605598,0.7811704834605598
ENSMFAT00000042004,0.9923664122137404,0.989821882951654,1.0,0.9949109414758269,0.6844783715012722,0.9949109414758269,0.7251908396946565,1.0,0.6844783715012722,0.5852417302798982,0.5852417302798982
ENSPTRT00000093956,0.6768447837150128,0.6743002544529262,0.6844783715012722,0.6793893129770993,1.0,0.6793893129770993,0.9440203562340967,0.6844783715012722,1.0,0.8193384223918575,0.8193384223918575
ENSRROT00000050941,0.5776081424936387,0.5750636132315522,0.5852417302798982,0.5801526717557252,0.8193384223918575,0.5801526717557252,0.7811704834605598,0.5852417302798982,0.8193384223918575,1.0,1.0
ENSRBIT00000030610,0.5776081424936387,0.5750636132315522,0.5852417302798982,0.5801526717557252,0.8193384223918575,0.5801526717557252,0.7811704834605598,0.5852417302798982,0.8193384223918575,1.0,1.0
