,ENSARWT00000006980,ENSAOWT00000025829,ENSARWT00000006461,ENSAHAT00000010366,ENSARWT00000006456,ENSDNVT00000031619,ENSAHAT00000010198,ENSAOWT00000025892,ENSAOWT00000025933,ENSAOWT00000025896
ENSARWT00000006980,1.0,0.822301024428684,0.8806146572104019,0.7580772261623325,0.8250591016548463,0.8475177304964538,0.8372734436564224,0.7301024428684003,0.8321513002364066,0.8778565799842396
ENSAOWT00000025829,0.822301024428684,1.0,0.9405043341213554,0.9003152088258471,0.996059889676911,0.9424743892829,0.9842395587076438,0.905043341213554,0.91725768321513,0.9444444444444444
ENSARWT00000006461,0.8806146572104019,0.9405043341213554,1.0,0.8479117415287628,0.9444444444444444,0.8892828999211978,0.9271079590228526,0.8459416863672183,0.8589440504334122,0.996059889676911
ENSAHAT00000010366,0.7580772261623325,0.9003152088258471,0.8479117415287628,1.0,0.8987391646966115,0.8754925137903862,0.9160756501182034,0.8053585500394012,0.846729708431836,0.8494877856579984
ENSARWT00000006456,0.8250591016548463,0.996059889676911,0.9444444444444444,0.8987391646966115,1.0,0.9424743892829,0.9826635145784082,0.9014972419227738,0.9144996059889677,0.9405043341213554
ENSDNVT00000031619,0.8475177304964538,0.9424743892829,0.8892828999211978,0.8754925137903862,0.9424743892829,1.0,0.9574468085106383,0.8494877856579984,0.9452324665090622,0.8892828999211978
ENSAHAT00000010198,0.8372734436564224,0.9842395587076438,0.9271079590228526,0.9160756501182034,0.9826635145784082,0.9574468085106383,1.0,0.8892828999211978,0.9306540583136328,0.9286840031520882
ENSAOWT00000025892,0.7301024428684003,0.905043341213554,0.8459416863672183,0.8053585500394012,0.9014972419227738,0.8494877856579984,0.8892828999211978,1.0,0.8246650906225375,0.8494877856579984
ENSAOWT00000025933,0.8321513002364066,0.91725768321513,0.8589440504334122,0.846729708431836,0.9144996059889677,0.9452324665090622,0.9306540583136328,0.8246650906225375,1.0,0.8617021276595744
ENSAOWT00000025896,0.8778565799842396,0.9444444444444444,0.996059889676911,0.8494877856579984,0.9405043341213554,0.8892828999211978,0.9286840031520882,0.8494877856579984,0.8617021276595744,1.0
