	ENSUAMT00000004853	ENSMLET00000018230	ENSMNET00000015739	ENSPANT00000055980	ENSUMAT00000004736	ENSMFAT00000065362	ENSCJAT00000085051	ENSNVIT00000014005	ENSPTET00000051803	ENSTGET00000023819
ENSUAMT00000004853	1.0	0.7271214642262895	0.7304492512479202	0.7304492512479202	0.995008319467554	0.7271214642262895	0.7221297836938436	0.21131447587354413	0.7337770382695508	0.7304492512479202
ENSMLET00000018230	0.7271214642262895	1.0	0.9933444259567388	0.9966722129783694	0.7254575707154742	0.9933444259567388	0.966722129783694	0.39267886855241263	0.9883527454242927	0.9966722129783694
ENSMNET00000015739	0.7304492512479202	0.9933444259567388	1.0	0.9966722129783694	0.7287853577371048	0.9966722129783694	0.9633943427620631	0.39267886855241263	0.9883527454242927	0.9966722129783694
ENSPANT00000055980	0.7304492512479202	0.9966722129783694	0.9966722129783694	1.0	0.7287853577371048	0.9966722129783694	0.966722129783694	0.3960066555740432	0.9916805324459236	1.0
ENSUMAT00000004736	0.995008319467554	0.7254575707154742	0.7287853577371048	0.7287853577371048	1.0	0.7254575707154742	0.7204658901830283	0.21131447587354413	0.7321131447587355	0.7287853577371048
ENSMFAT00000065362	0.7271214642262895	0.9933444259567388	0.9966722129783694	0.9966722129783694	0.7254575707154742	1.0	0.9633943427620631	0.394342762063228	0.9883527454242927	0.9966722129783694
ENSCJAT00000085051	0.7221297836938436	0.966722129783694	0.9633943427620631	0.966722129783694	0.7204658901830283	0.9633943427620631	1.0	0.3893510815307821	0.9683860232945092	0.966722129783694
ENSNVIT00000014005	0.21131447587354413	0.39267886855241263	0.39267886855241263	0.3960066555740432	0.21131447587354413	0.394342762063228	0.3893510815307821	1.0	0.39767054908485855	0.3960066555740432
ENSPTET00000051803	0.7337770382695508	0.9883527454242927	0.9883527454242927	0.9916805324459236	0.7321131447587355	0.9883527454242927	0.9683860232945092	0.39767054908485855	1.0	0.9916805324459236
ENSTGET00000023819	0.7304492512479202	0.9966722129783694	0.9966722129783694	1.0	0.7287853577371048	0.9966722129783694	0.966722129783694	0.3960066555740432	0.9916805324459236	1.0
