	ENSAOCT00000011386	ENSCGOT00000019346	ENSSDUT00000007525	ENSMAMT00000021168	ENSAPOT00000025515	ENSLCAT00010056084	ENSPRNT00000059786	ENSMMOT00000004682	ENSAPET00000004985	ENSSMAT00000028035	ENSMAMT00000021159	ENSSPAT00000024398
ENSAOCT00000011386	1.0	0.8834688346883469	0.8970189701897019	0.6395663956639567	0.975609756097561	0.8861788617886179	0.8888888888888888	0.8238482384823849	0.997289972899729	0.8509485094850948	0.8509485094850948	0.9376693766937668
ENSCGOT00000019346	0.8834688346883469	1.0	0.8943089430894309	0.6693766937669376	0.8834688346883469	0.8726287262872628	0.8753387533875339	0.8211382113821138	0.8807588075880759	0.8644986449864499	0.8807588075880759	0.8888888888888888
ENSSDUT00000007525	0.8970189701897019	0.8943089430894309	1.0	0.6693766937669376	0.8888888888888888	0.9159891598915988	0.9051490514905148	0.8536585365853658	0.8943089430894309	0.8943089430894309	0.8807588075880759	0.902439024390244
ENSMAMT00000021168	0.6395663956639567	0.6693766937669376	0.6693766937669376	1.0	0.6341463414634146	0.6368563685636857	0.6531165311653117	0.6124661246612466	0.6368563685636857	0.6449864498644986	0.7886178861788617	0.6395663956639567
ENSAPOT00000025515	0.975609756097561	0.8834688346883469	0.8888888888888888	0.6341463414634146	1.0	0.8888888888888888	0.8915989159891599	0.8130081300813008	0.97289972899729	0.8509485094850948	0.8455284552845529	0.940379403794038
ENSLCAT00010056084	0.8861788617886179	0.8726287262872628	0.9159891598915988	0.6368563685636857	0.8888888888888888	1.0	0.8970189701897019	0.8130081300813008	0.8861788617886179	0.8834688346883469	0.8482384823848238	0.8861788617886179
ENSPRNT00000059786	0.8888888888888888	0.8753387533875339	0.9051490514905148	0.6531165311653117	0.8915989159891599	0.8970189701897019	1.0	0.8157181571815718	0.8861788617886179	0.9078590785907859	0.8644986449864499	0.902439024390244
ENSMMOT00000004682	0.8238482384823849	0.8211382113821138	0.8536585365853658	0.6124661246612466	0.8130081300813008	0.8130081300813008	0.8157181571815718	1.0	0.8211382113821138	0.8184281842818428	0.8238482384823849	0.8211382113821138
ENSAPET00000004985	0.997289972899729	0.8807588075880759	0.8943089430894309	0.6368563685636857	0.97289972899729	0.8861788617886179	0.8861788617886179	0.8211382113821138	1.0	0.8482384823848238	0.8482384823848238	0.934959349593496
ENSSMAT00000028035	0.8509485094850948	0.8644986449864499	0.8943089430894309	0.6449864498644986	0.8509485094850948	0.8834688346883469	0.9078590785907859	0.8184281842818428	0.8482384823848238	1.0	0.8563685636856369	0.8699186991869918
ENSMAMT00000021159	0.8509485094850948	0.8807588075880759	0.8807588075880759	0.7886178861788617	0.8455284552845529	0.8482384823848238	0.8644986449864499	0.8238482384823849	0.8482384823848238	0.8563685636856369	1.0	0.8509485094850948
ENSSPAT00000024398	0.9376693766937668	0.8888888888888888	0.902439024390244	0.6395663956639567	0.940379403794038	0.8861788617886179	0.902439024390244	0.8211382113821138	0.934959349593496	0.8699186991869918	0.8509485094850948	1.0
