	ENSGAGT00000007975	ENSNMET00000034141	ENSMVIT00005016654	ENSCPGT00000023795	ENSCABT00000003559	ENSCPUT00000027032	ENSCPUT00000027033	ENSSCAT00000021520	ENSTGUT00000011679	ENSMGAT00000013098	ENSGALT00000015102	ENSFALT00000005775	ENSMUNT00000000890	ENSCCET00000018130	ENSLCOT00000017809	ENSZALT00000011090	ENSPMJT00000026186	ENSPMJT00000026187	ENSCABT00000003560	ENSCPRT00005030916	ENSCPRT00005030914	ENSNPET00000003742	ENSJHYT00000006427	ENSGAGT00000007980	ENSGAGT00000007982
ENSGAGT00000007975	1.0	0.8038860103626942	0.7994818652849741	0.8080310880829016	0.9562176165803108	0.7559585492227979	0.8067357512953368	0.8012953367875648	0.7468911917098445	0.7658031088082902	0.7994818652849741	0.8036269430051813	0.7740932642487046	0.8005181347150259	0.7564766839378239	0.7974093264248705	0.8002590673575131	0.7862694300518135	0.95	0.7779792746113989	0.7779792746113989	0.7857512953367876	0.7989637305699482	1.0	1.0
ENSNMET00000034141	0.8038860103626942	1.0	0.9069948186528496	0.905440414507772	0.7857512953367876	0.8518134715025907	0.9038860103626944	0.8966321243523316	0.8308290155440414	0.9036269430051812	0.9577720207253886	0.9	0.8546632124352331	0.8974093264248705	0.8538860103626943	0.8919689119170985	0.8950777202072538	0.8800518134715026	0.7787564766839378	0.7541450777202072	0.7541450777202072	0.8373056994818653	0.8953367875647669	0.8038860103626942	0.8038860103626942
ENSMVIT00005016654	0.7994818652849741	0.9069948186528496	1.0	0.9323834196891192	0.7810880829015544	0.8740932642487047	0.9261658031088082	0.938082901554404	0.8683937823834197	0.855699481865285	0.9062176165803107	0.9378238341968912	0.8702072538860104	0.93419689119171	0.9238341968911916	0.9318652849740932	0.93419689119171	0.9186528497409326	0.7746113989637305	0.7582901554404146	0.7582901554404146	0.8411917098445596	0.9339378238341968	0.7994818652849741	0.7994818652849741
ENSCPGT00000023795	0.8080310880829016	0.905440414507772	0.9323834196891192	1.0	0.7883419689119171	0.9300518134715026	0.9834196891191709	0.9189119170984456	0.8546632124352331	0.855699481865285	0.9072538860103628	0.9199481865284974	0.8733160621761658	0.9191709844559586	0.8735751295336788	0.9155440414507772	0.9191709844559586	0.9033678756476684	0.7818652849740932	0.7634715025906735	0.7634715025906735	0.8507772020725388	0.9176165803108808	0.8080310880829016	0.8080310880829016
ENSCABT00000003559	0.9562176165803108	0.7857512953367876	0.7810880829015544	0.7883419689119171	1.0	0.7354922279792746	0.7862694300518135	0.7818652849740932	0.7494818652849741	0.7686528497409326	0.7784974093264249	0.7844559585492228	0.7655440414507773	0.7800518134715025	0.7383419689119171	0.7774611398963731	0.7803108808290156	0.7660621761658031	0.9414507772020724	0.7577720207253886	0.7577720207253886	0.7645077720207254	0.7787564766839378	0.9562176165803108	0.9562176165803108
ENSCPUT00000027032	0.7559585492227979	0.8518134715025907	0.8740932642487047	0.9300518134715026	0.7354922279792746	1.0	0.9461139896373058	0.8626943005181347	0.7981865284974093	0.8002590673575131	0.8536269430051814	0.8634715025906736	0.8181347150259067	0.8639896373056994	0.8160621761658031	0.8611398963730571	0.8637305699481865	0.8479274611398964	0.7292746113989638	0.8106217616580311	0.8106217616580311	0.7950777202072539	0.8626943005181347	0.7559585492227979	0.7559585492227979
ENSCPUT00000027033	0.8067357512953368	0.9038860103626944	0.9261658031088082	0.9834196891191709	0.7862694300518135	0.9461139896373058	1.0	0.9145077720207254	0.85	0.8515544041450778	0.904922279792746	0.9158031088082902	0.8704663212435233	0.9158031088082902	0.8681347150259068	0.9126943005181348	0.9155440414507772	0.899740932642487	0.7800518134715025	0.7608808290155441	0.7608808290155441	0.8463730569948187	0.9142487046632124	0.8067357512953368	0.8067357512953368
ENSSCAT00000021520	0.8012953367875648	0.8966321243523316	0.938082901554404	0.9189119170984456	0.7818652849740932	0.8626943005181347	0.9145077720207254	1.0	0.8971502590673575	0.8471502590673575	0.8948186528497409	0.9621761658031088	0.8603626943005181	0.960880829015544	0.8772020725388601	0.9683937823834196	0.9598445595854922	0.9437823834196892	0.7769430051813472	0.7559585492227979	0.7559585492227979	0.8437823834196891	0.9704663212435232	0.8012953367875648	0.8012953367875648
ENSTGUT00000011679	0.7468911917098445	0.8308290155440414	0.8683937823834197	0.8546632124352331	0.7494818652849741	0.7981865284974093	0.85	0.8971502590673575	1.0	0.8841968911917099	0.8300518134715026	0.8919689119170985	0.8352331606217617	0.8927461139896373	0.805440414507772	0.8919689119170985	0.8924870466321243	0.8761658031088083	0.7209844559585492	0.6953367875647668	0.6953367875647668	0.7878238341968912	0.8935233160621762	0.7468911917098445	0.7468911917098445
ENSMGAT00000013098	0.7658031088082902	0.9036269430051812	0.855699481865285	0.855699481865285	0.7686528497409326	0.8002590673575131	0.8515544041450778	0.8471502590673575	0.8841968911917099	1.0	0.9124352331606218	0.8518134715025907	0.85	0.8474093264248704	0.7994818652849741	0.8448186528497409	0.8458549222797928	0.8308290155440414	0.7380829015544041	0.7101036269430052	0.7101036269430052	0.7981865284974093	0.8471502590673575	0.7658031088082902	0.7658031088082902
