	ENSEBUT00000025881	ENSAOWT00000008312	ENSAHAT00000023869	ENSAHAT00000023878	ENSARWT00000026559	ENSARWT00000026561	ENSARWT00000026560	ENSPMAT00000006619	ENSDNVT00000000018	ENSAOWT00000008289	ENSAHAT00000023886	ENSDNVT00000000017	ENSAHAT00000023864	ENSEBUT00000025849	ENSAOWT00000008296
ENSEBUT00000025881	1.0	0.4625827814569536	0.4331125827814569	0.4019867549668874	0.4129139072847683	0.4417218543046357	0.4327814569536424	0.35761589403973515	0.4384105960264901	0.4427152317880795	0.4420529801324503	0.4781456953642385	0.4132450331125828	0.943046357615894	0.4314569536423841
ENSAOWT00000008312	0.4625827814569536	1.0	0.968543046357616	0.9288079470198676	0.9470198675496688	0.9758278145695364	0.9668874172185432	0.4579470198675497	0.9533112582781456	0.9801324503311258	0.9774834437086092	0.9145695364238412	0.9486754966887416	0.5082781456953642	0.9602649006622516
ENSAHAT00000023869	0.4331125827814569	0.968543046357616	1.0	0.9602649006622516	0.9735099337748344	0.9447019867549667	0.9933774834437086	0.4278145695364238	0.9228476821192052	0.9486754966887416	0.9513245033112584	0.8841059602649006	0.9801324503311258	0.4788079470198676	0.9288079470198676
ENSAHAT00000023878	0.4019867549668874	0.9288079470198676	0.9602649006622516	1.0	0.9735099337748344	0.9447019867549667	0.9536423841059604	0.397682119205298	0.92317880794702	0.9486754966887416	0.9513245033112584	0.8844370860927152	0.9801324503311258	0.447682119205298	0.968543046357616
ENSARWT00000026559	0.4129139072847683	0.9470198675496688	0.9735099337748344	0.9735099337748344	1.0	0.9711920529801324	0.9801324503311258	0.40827814569536425	0.9433774834437086	0.9668874172185432	0.964569536423841	0.9049668874172184	0.9933774834437086	0.4586092715231789	0.9470198675496688
ENSARWT00000026561	0.4417218543046357	0.9758278145695364	0.9447019867549667	0.9447019867549667	0.9711920529801324	1.0	0.9513245033112584	0.4370860927152318	0.9721854304635762	0.9956953642384104	0.9933774834437086	0.933774834437086	0.964569536423841	0.4874172185430463	0.9758278145695364
ENSARWT00000026560	0.4327814569536424	0.9668874172185432	0.9933774834437086	0.9536423841059604	0.9801324503311258	0.9513245033112584	1.0	0.4281456953642384	0.9238410596026492	0.9470198675496688	0.9447019867549667	0.8854304635761591	0.9735099337748344	0.4784768211920529	0.9271523178807948
ENSPMAT00000006619	0.35761589403973515	0.4579470198675497	0.4278145695364238	0.397682119205298	0.40827814569536425	0.4370860927152318	0.4281456953642384	1.0	0.4427152317880795	0.4380794701986753	0.4367549668874172	0.4155629139072847	0.4079470198675497	0.4033112582781457	0.4278145695364238
ENSDNVT00000000018	0.4384105960264901	0.9533112582781456	0.9228476821192052	0.92317880794702	0.9433774834437086	0.9721854304635762	0.9238410596026492	0.4427152317880795	1.0	0.9728476821192052	0.9711920529801324	0.9602649006622516	0.9423841059602648	0.48377483443708597	0.9536423841059604
ENSAOWT00000008289	0.4427152317880795	0.9801324503311258	0.9486754966887416	0.9486754966887416	0.9668874172185432	0.9956953642384104	0.9470198675496688	0.4380794701986753	0.9728476821192052	1.0	0.9973509933774836	0.9341059602649008	0.968543046357616	0.4884105960264901	0.9801324503311258
ENSAHAT00000023886	0.4420529801324503	0.9774834437086092	0.9513245033112584	0.9513245033112584	0.964569536423841	0.9933774834437086	0.9447019867549667	0.4367549668874172	0.9711920529801324	0.9973509933774836	1.0	0.932450331125828	0.9711920529801324	0.48774834437086106	0.9774834437086092
ENSDNVT00000000017	0.4781456953642385	0.9145695364238412	0.8841059602649006	0.8844370860927152	0.9049668874172184	0.933774834437086	0.8854304635761591	0.4155629139072847	0.9602649006622516	0.9341059602649008	0.932450331125828	1.0	0.9036423841059604	0.5235099337748345	0.9149006622516556
ENSAHAT00000023864	0.4132450331125828	0.9486754966887416	0.9801324503311258	0.9801324503311258	0.9933774834437086	0.964569536423841	0.9735099337748344	0.4079470198675497	0.9423841059602648	0.968543046357616	0.9711920529801324	0.9036423841059604	1.0	0.4589403973509934	0.9486754966887416
ENSEBUT00000025849	0.943046357615894	0.5082781456953642	0.4788079470198676	0.447682119205298	0.4586092715231789	0.4874172185430463	0.4784768211920529	0.4033112582781457	0.48377483443708597	0.4884105960264901	0.48774834437086106	0.5235099337748345	0.4589403973509934	1.0	0.4771523178807947
ENSAOWT00000008296	0.4314569536423841	0.9602649006622516	0.9288079470198676	0.968543046357616	0.9470198675496688	0.9758278145695364	0.9271523178807948	0.4278145695364238	0.9536423841059604	0.9801324503311258	0.9774834437086092	0.9149006622516556	0.9486754966887416	0.4771523178807947	1.0
