,ENST00000331336,ENST00000396267,ENST00000647210,ENSMLET00000056179,ENSCCAT00000057096,ENSMMUT00000042237,ENST00000643221,ENSPPYT00000009316,ENSCATT00000048451,ENSCSAT00000008534,ENSRBIT00000012227,ENSPSMT00000021245,ENSPTET00000008211,ENSPTRT00000016093,ENSGGOT00000045859,ENSMFAT00000027378,ENSMMUT00000092152,ENSMICT00000046466,ENSPANT00000022957,ENST00000649935,ENSMICT00000044649,ENSPPAT00000037604,ENSNLET00000012755,ENSTGET00000039319,ENSRROT00000048713
ENST00000331336,1.0,0.8420038535645472,0.9344894026974951,0.9653179190751445,0.8766859344894027,0.8831085420680796,1.0,0.8124598587026333,0.9653179190751445,0.9666024405908799,0.8856775850995504,0.7726396917148363,0.8831085420680796,0.9299935773924213,0.928709055876686,0.9653179190751445,0.8831085420680796,0.7719974309569685,0.962106615285806,0.9344894026974951,0.7565831727681439,0.9299935773924213,0.9171483622350675,0.9666024405908799,0.8863198458574181
ENST00000396267,0.8420038535645472,1.0,0.9075144508670521,0.8175979447655748,0.8959537572254336,0.9017341040462428,0.8420038535645472,0.7623635195889531,0.8175979447655748,0.8175979447655748,0.9049454078355812,0.844572896596018,0.9017341040462428,0.9004495825305073,0.8998073217726397,0.8175979447655748,0.9017341040462428,0.9062299293513166,0.8169556840077071,0.9075144508670521,0.8908156711624919,0.9004495825305073,0.8901734104046243,0.8182402055234426,0.9049454078355812
ENST00000647210,0.9344894026974951,0.9075144508670521,1.0,0.9043031470777135,0.9421965317919075,0.9486191393705845,0.9344894026974951,0.8509955041746949,0.9043031470777135,0.905587668593449,0.9511881824020553,0.8111753371868978,0.9486191393705845,0.9916506101477199,0.9903660886319846,0.9049454078355812,0.9486191393705845,0.8375080282594733,0.9010918432883751,1.0,0.8220937700706487,0.9916506101477199,0.9788053949903661,0.905587668593449,0.9518304431599229
ENSMLET00000056179,0.9653179190751445,0.8175979447655748,0.9043031470777135,1.0,0.8689788053949904,0.9049454078355812,0.9653179190751445,0.7989723827874117,0.9955041746949261,0.9865125240847784,0.8946692357096981,0.7655748233782916,0.892742453436095,0.9049454078355812,0.9049454078355812,0.9922928709055877,0.9049454078355812,0.766859344894027,0.9916506101477199,0.9043031470777135,0.7514450867052023,0.9049454078355812,0.9030186255619782,0.9948619139370585,0.8953114964675658
ENSCCAT00000057096,0.8766859344894027,0.8959537572254336,0.9421965317919075,0.8689788053949904,1.0,0.953757225433526,0.8766859344894027,0.8111753371868978,0.8689788053949904,0.8715478484264612,0.9556840077071291,0.7880539499036608,0.9531149646756584,0.9396274887604368,0.9383429672447013,0.8696210661528581,0.953757225433526,0.8484264611432242,0.8664097623635196,0.9421965317919075,0.8330122029543995,0.9396274887604368,0.9357739242132306,0.8689788053949904,0.9563262684649968
ENSMMUT00000042237,0.8831085420680796,0.9017341040462428,0.9486191393705845,0.9049454078355812,0.953757225433526,1.0,0.8831085420680796,0.8163134232498395,0.9043031470777135,0.8998073217726397,0.9794476557482338,0.7854849068721901,0.9775208734746307,0.9447655748233783,0.9447655748233783,0.9094412331406551,1.0,0.852922286448298,0.9017341040462428,0.9486191393705845,0.8375080282594733,0.9447655748233783,0.9434810533076429,0.9049454078355812,0.9800899165061014
ENST00000643221,1.0,0.8420038535645472,0.9344894026974951,0.9653179190751445,0.8766859344894027,0.8831085420680796,1.0,0.8124598587026333,0.9653179190751445,0.9666024405908799,0.8856775850995504,0.7726396917148363,0.8831085420680796,0.9299935773924213,0.928709055876686,0.9653179190751445,0.8831085420680796,0.7719974309569685,0.962106615285806,0.9344894026974951,0.7565831727681439,0.9299935773924213,0.9171483622350675,0.9666024405908799,0.8863198458574181
ENSPPYT00000009316,0.8124598587026333,0.7623635195889531,0.8509955041746949,0.7989723827874117,0.8111753371868978,0.8163134232498395,0.8124598587026333,1.0,0.7989723827874117,0.8002569043031471,0.8182402055234426,0.7193320488118176,0.8163134232498395,0.8516377649325626,0.8516377649325626,0.7996146435452793,0.8163134232498395,0.7154784842646115,0.7957610789980732,0.8509955041746949,0.7000642260757868,0.8516377649325626,0.8490687219010918,0.7996146435452793,0.8182402055234426
ENSCATT00000048451,0.9653179190751445,0.8175979447655748,0.9043031470777135,0.9955041746949261,0.8689788053949904,0.9043031470777135,0.9653179190751445,0.7989723827874117,1.0,0.9865125240847784,0.8946692357096981,0.766859344894027,0.8921001926782274,0.9049454078355812,0.9049454078355812,0.9916506101477199,0.9043031470777135,0.7675016056518946,0.9922928709055877,0.9043031470777135,0.75208734746307,0.9049454078355812,0.9030186255619782,0.9955041746949261,0.8953114964675658
ENSCSAT00000008534,0.9666024405908799,0.8175979447655748,0.905587668593449,0.9865125240847784,0.8715478484264612,0.8998073217726397,0.9666024405908799,0.8002569043031471,0.9865125240847784,1.0,0.8946692357096981,0.766859344894027,0.8921001926782274,0.9062299293513166,0.9062299293513166,0.9865125240847784,0.8998073217726397,0.7707129094412332,0.98330122029544,0.905587668593449,0.7552986512524085,0.9062299293513166,0.9030186255619782,0.9865125240847784,0.8953114964675658
ENSRBIT00000012227,0.8856775850995504,0.9049454078355812,0.9511881824020553,0.8946692357096981,0.9556840077071291,0.9794476557482338,0.8856775850995504,0.8182402055234426,0.8946692357096981,0.8946692357096981,1.0,0.7886962106615286,0.9845857418111753,0.9473346178548491,0.9473346178548491,0.8953114964675658,0.9794476557482338,0.8548490687219011,0.8914579319203597,0.9511881824020553,0.8394348105330764,0.9473346178548491,0.9447655748233783,0.8946692357096981,0.9961464354527938
ENSPSMT00000021245,0.7726396917148363,0.844572896596018,0.8111753371868978,0.7655748233782916,0.7880539499036608,0.7854849068721901,0.7726396917148363,0.7193320488118176,0.766859344894027,0.766859344894027,0.7886962106615286,1.0,0.7874116891457932,0.8124598587026333,0.8118175979447656,0.7655748233782916,0.7854849068721901,0.861271676300578,0.7636480411046885,0.8111753371868978,0.838150289017341,0.8124598587026333,0.8086062941554271,0.7655748233782916,0.7874116891457932
ENSPTET00000008211,0.8831085420680796,0.9017341040462428,0.9486191393705845,0.892742453436095,0.9531149646756584,0.9775208734746307,0.8831085420680796,0.8163134232498395,0.8921001926782274,0.8921001926782274,0.9845857418111753,0.7874116891457932,1.0,0.9447655748233783,0.9460500963391136,0.892742453436095,0.9775208734746307,0.852922286448298,0.8888888888888888,0.9486191393705845,0.8375080282594733,0.9447655748233783,0.9434810533076429,0.8921001926782274,0.9852280025690431
ENSPTRT00000016093,0.9299935773924213,0.9004495825305073,0.9916506101477199,0.9049454078355812,0.9396274887604368,0.9447655748233783,0.9299935773924213,0.8516377649325626,0.9049454078355812,0.9062299293513166,0.9473346178548491,0.8124598587026333,0.9447655748233783,1.0,0.9948619139370585,0.905587668593449,0.9447655748233783,0.8349389852280026,0.9017341040462428,0.9916506101477199,0.8195247270391779,1.0,0.98330122029544,0.9049454078355812,0.9479768786127167
ENSGGOT00000045859,0.928709055876686,0.8998073217726397,0.9903660886319846,0.9049454078355812,0.9383429672447013,0.9447655748233783,0.928709055876686,0.8516377649325626,0.9049454078355812,0.9062299293513166,0.9473346178548491,0.8118175979447656,0.9460500963391136,0.9948619139370585,1.0,0.905587668593449,0.9447655748233783,0.8336544637122671,0.9017341040462428,0.9903660886319846,0.8182402055234426,0.9948619139370585,0.9845857418111753,0.9049454078355812,0.9479768786127167
ENSMFAT00000027378,0.9653179190751445,0.8175979447655748,0.9049454078355812,0.9922928709055877,0.8696210661528581,0.9094412331406551,0.9653179190751445,0.7996146435452793,0.9916506101477199,0.9865125240847784,0.8953114964675658,0.7655748233782916,0.892742453436095,0.905587668593449,0.905587668593449,1.0,0.9094412331406551,0.7681438664097624,0.9890815671162492,0.9049454078355812,0.7527296082209377,0.905587668593449,0.9036608863198459,0.9922928709055877,0.8959537572254336
ENSMMUT00000092152,0.8831085420680796,0.9017341040462428,0.9486191393705845,0.9049454078355812,0.953757225433526,1.0,0.8831085420680796,0.8163134232498395,0.9043031470777135,0.8998073217726397,0.9794476557482338,0.7854849068721901,0.9775208734746307,0.9447655748233783,0.9447655748233783,0.9094412331406551,1.0,0.852922286448298,0.9017341040462428,0.9486191393705845,0.8375080282594733,0.9447655748233783,0.9434810533076429,0.9049454078355812,0.9800899165061014
ENSMICT00000046466,0.7719974309569685,0.9062299293513166,0.8375080282594733,0.766859344894027,0.8484264611432242,0.852922286448298,0.7719974309569685,0.7154784842646115,0.7675016056518946,0.7707129094412332,0.8548490687219011,0.861271676300578,0.852922286448298,0.8349389852280026,0.8336544637122671,0.7681438664097624,0.852922286448298,1.0,0.7700706486833655,0.8375080282594733,0.9678869621066153,0.8349389852280026,0.8323699421965318,0.7662170841361593,0.8548490687219011
ENSPANT00000022957,0.962106615285806,0.8169556840077071,0.9010918432883751,0.9916506101477199,0.8664097623635196,0.9017341040462428,0.962106615285806,0.7957610789980732,0.9922928709055877,0.98330122029544,0.8914579319203597,0.7636480411046885,0.8888888888888888,0.9017341040462428,0.9017341040462428,0.9890815671162492,0.9017341040462428,0.7700706486833655,1.0,0.9010918432883751,0.7546563904945408,0.9017341040462428,0.8998073217726397,0.9942196531791907,0.8933847141939627
ENST00000649935,0.9344894026974951,0.9075144508670521,1.0,0.9043031470777135,0.9421965317919075,0.9486191393705845,0.9344894026974951,0.8509955041746949,0.9043031470777135,0.905587668593449,0.9511881824020553,0.8111753371868978,0.9486191393705845,0.9916506101477199,0.9903660886319846,0.9049454078355812,0.9486191393705845,0.8375080282594733,0.9010918432883751,1.0,0.8220937700706487,0.9916506101477199,0.9788053949903661,0.905587668593449,0.9518304431599229
ENSMICT00000044649,0.7565831727681439,0.8908156711624919,0.8220937700706487,0.7514450867052023,0.8330122029543995,0.8375080282594733,0.7565831727681439,0.7000642260757868,0.75208734746307,0.7552986512524085,0.8394348105330764,0.838150289017341,0.8375080282594733,0.8195247270391779,0.8182402055234426,0.7527296082209377,0.8375080282594733,0.9678869621066153,0.7546563904945408,0.8220937700706487,1.0,0.8195247270391779,0.8169556840077071,0.7508028259473346,0.8394348105330764
ENSPPAT00000037604,0.9299935773924213,0.9004495825305073,0.9916506101477199,0.9049454078355812,0.9396274887604368,0.9447655748233783,0.9299935773924213,0.8516377649325626,0.9049454078355812,0.9062299293513166,0.9473346178548491,0.8124598587026333,0.9447655748233783,1.0,0.9948619139370585,0.905587668593449,0.9447655748233783,0.8349389852280026,0.9017341040462428,0.9916506101477199,0.8195247270391779,1.0,0.98330122029544,0.9049454078355812,0.9479768786127167
ENSNLET00000012755,0.9171483622350675,0.8901734104046243,0.9788053949903661,0.9030186255619782,0.9357739242132306,0.9434810533076429,0.9171483622350675,0.8490687219010918,0.9030186255619782,0.9030186255619782,0.9447655748233783,0.8086062941554271,0.9434810533076429,0.98330122029544,0.9845857418111753,0.9036608863198459,0.9434810533076429,0.8323699421965318,0.8998073217726397,0.9788053949903661,0.8169556840077071,0.98330122029544,1.0,0.9030186255619782,0.945407835581246
ENSTGET00000039319,0.9666024405908799,0.8182402055234426,0.905587668593449,0.9948619139370585,0.8689788053949904,0.9049454078355812,0.9666024405908799,0.7996146435452793,0.9955041746949261,0.9865125240847784,0.8946692357096981,0.7655748233782916,0.8921001926782274,0.9049454078355812,0.9049454078355812,0.9922928709055877,0.9049454078355812,0.7662170841361593,0.9942196531791907,0.905587668593449,0.7508028259473346,0.9049454078355812,0.9030186255619782,1.0,0.8953114964675658
