,ENSCPOT00000040859,ENSCPOT00000031631,ENSPCIT00000001601,ENSCLAT00000017611,ENSODET00000010067,ENSVURT00010002141,ENSVURT00010002155,ENSMODT00000021219,ENSMEUT00000016625,ENSOANT00000040369,ENSPCIT00000001624,ENSCLAT00000017610
ENSCPOT00000040859,1.0,0.9757693668199505,0.705518217191369,0.8355146798726565,0.6275203395825963,0.5937389458790236,0.7044570215776441,0.7025114962858153,0.21418464803678816,0.5834807216130173,0.705518217191369,0.8786699681641316
ENSCPOT00000031631,0.9757693668199505,1.0,0.6865935620799434,0.8135833038556773,0.6253979483551468,0.5751680226388397,0.6858860983374602,0.682525645560665,0.194906261054121,0.566147859922179,0.6865935620799434,0.8567385921471524
ENSPCIT00000001601,0.705518217191369,0.6865935620799434,1.0,0.675451008135833,0.5465157410682703,0.6980898478952954,0.9411036434382738,0.8792005659709939,0.2775026529890343,0.5979837283339229,1.0,0.7033958259639194
ENSCLAT00000017611,0.8355146798726565,0.8135833038556773,0.675451008135833,1.0,0.6045277679518924,0.5686239830208701,0.6756278740714539,0.6761584718783162,0.19243013795542985,0.5672090555359038,0.675451008135833,0.9474708171206225
ENSODET00000010067,0.6275203395825963,0.6253979483551468,0.5465157410682703,0.6045277679518924,1.0,0.7817474354439335,0.5541209762999646,0.5498761938450655,0.3795542978422356,0.7882914750619031,0.5465157410682703,0.6365405022992572
ENSVURT00010002141,0.5937389458790236,0.5751680226388397,0.6980898478952954,0.5686239830208701,0.7817474354439335,1.0,0.7214361513972409,0.6683763707110011,0.4101521047046339,0.8323310930314821,0.6980898478952954,0.5974531305270605
ENSVURT00010002155,0.7044570215776441,0.6858860983374602,0.9411036434382738,0.6756278740714539,0.5541209762999646,0.7214361513972409,1.0,0.86947293951185,0.2822780332507959,0.6047046338875133,0.9411036434382738,0.7044570215776441
ENSMODT00000021219,0.7025114962858153,0.682525645560665,0.8792005659709939,0.6761584718783162,0.5498761938450655,0.6683763707110011,0.86947293951185,1.0,0.26954368588609834,0.5999292536257517,0.8792005659709939,0.7044570215776441
ENSMEUT00000016625,0.21418464803678816,0.194906261054121,0.2775026529890343,0.19243013795542985,0.3795542978422356,0.4101521047046339,0.2822780332507959,0.26954368588609834,1.0,0.41174389812522105,0.2775026529890343,0.21436151397240888
ENSOANT00000040369,0.5834807216130173,0.566147859922179,0.5979837283339229,0.5672090555359038,0.7882914750619031,0.8323310930314821,0.6047046338875133,0.5999292536257517,0.41174389812522105,1.0,0.5979837283339229,0.5903784931022286
ENSPCIT00000001624,0.705518217191369,0.6865935620799434,1.0,0.675451008135833,0.5465157410682703,0.6980898478952954,0.9411036434382738,0.8792005659709939,0.2775026529890343,0.5979837283339229,1.0,0.7033958259639194
ENSCLAT00000017610,0.8786699681641316,0.8567385921471524,0.7033958259639194,0.9474708171206225,0.6365405022992572,0.5974531305270605,0.7044570215776441,0.7044570215776441,0.21436151397240888,0.5903784931022286,0.7033958259639194,1.0
