	ENSPTET00000007694	ENSVURT00010013197	ENSPCIT00000019798	ENSPCOT00000022204	ENSMODT00000023615	ENSSHAT00000014351	ENSRBIT00000053244	ENSRROT00000035606	ENSPSMT00000033848	ENSOGAT00000010271
ENSPTET00000007694	1.0	0.9779253409906676	0.9833094041636756	0.9933596554199571	0.9876166547020818	0.9874371859296482	0.9998205312275664	0.9998205312275664	0.9930007178750896	0.994256999282125
ENSVURT00010013197	0.9779253409906676	1.0	0.9852835606604452	0.9755922469490308	0.9827709978463748	0.9845656855707108	0.9779253409906676	0.9779253409906676	0.9745154343144292	0.9752333094041636
ENSPCIT00000019798	0.9833094041636756	0.9852835606604452	1.0	0.9811557788944724	0.9895908111988514	0.9908470926058864	0.983129935391242	0.983129935391242	0.9809763101220388	0.9815147164393396
ENSPCOT00000022204	0.9933596554199571	0.9755922469490308	0.9811557788944724	1.0	0.9867193108399138	0.9851040918880116	0.9935391241923904	0.9935391241923904	0.9953338119167264	0.994615936826992
ENSMODT00000023615	0.9876166547020818	0.9827709978463748	0.9895908111988514	0.9867193108399138	1.0	0.9930007178750896	0.9874371859296482	0.9874371859296482	0.9863603732950468	0.9861809045226132
ENSSHAT00000014351	0.9874371859296482	0.9845656855707108	0.9908470926058864	0.9851040918880116	0.9930007178750896	1.0	0.9872577171572148	0.9872577171572148	0.9852835606604452	0.9856424982053122
ENSRBIT00000053244	0.9998205312275664	0.9779253409906676	0.983129935391242	0.9935391241923904	0.9874371859296482	0.9872577171572148	1.0	1.0	0.9931801866475232	0.9944364680545584
ENSRROT00000035606	0.9998205312275664	0.9779253409906676	0.983129935391242	0.9935391241923904	0.9874371859296482	0.9872577171572148	1.0	1.0	0.9931801866475232	0.9944364680545584
ENSPSMT00000033848	0.9930007178750896	0.9745154343144292	0.9809763101220388	0.9953338119167264	0.9863603732950468	0.9852835606604452	0.9931801866475232	0.9931801866475232	1.0	0.9949748743718592
ENSOGAT00000010271	0.994256999282125	0.9752333094041636	0.9815147164393396	0.994615936826992	0.9861809045226132	0.9856424982053122	0.9944364680545584	0.9944364680545584	0.9949748743718592	1.0
