	ENSPRNT00000007346	ENSCVAT00000018339	ENSSPAT00000002357	ENSFHET00000013836	ENSPRNT00000007883	ENSPMET00000004583	ENSGAFT00000024719	ENSXMAT00000013802	ENSPLAT00000021729	ENSPFOT00000017752	ENSAOCT00000014108	ENSKMAT00000019273	ENSXCOT00000002690	ENSAPOT00000004189	ENSAPET00000002059
ENSPRNT00000007346	1.0	0.5567867036011079	0.6828254847645431	0.5817174515235457	0.7382271468144044	0.6509695290858726	0.6634349030470914	0.6481994459833795	0.6509695290858726	0.6634349030470914	0.6371191135734072	0.6648199445983379	0.6495844875346259	0.6371191135734072	0.6842105263157895
ENSCVAT00000018339	0.5567867036011079	1.0	0.8130193905817175	0.7576177285318559	0.7991689750692521	0.8185595567867036	0.8213296398891967	0.8351800554016621	0.8365650969529086	0.8268698060941828	0.8296398891966759	0.8213296398891967	0.8379501385041551	0.8254847645429363	0.8130193905817175
ENSSPAT00000002357	0.6828254847645431	0.8130193905817175	1.0	0.8296398891966759	0.9307479224376732	0.8850415512465374	0.901662049861496	0.8891966759002771	0.8878116343490304	0.901662049861496	0.9196675900277008	0.9252077562326871	0.8905817174515236	0.9238227146814404	0.9681440443213296
ENSFHET00000013836	0.5817174515235457	0.7576177285318559	0.8296398891966759	1.0	0.8227146814404432	0.8379501385041551	0.8476454293628809	0.8337950138504155	0.8393351800554016	0.8504155124653741	0.7867036011080333	0.8365650969529086	0.8379501385041551	0.7839335180055401	0.8351800554016621
ENSPRNT00000007883	0.7382271468144044	0.7991689750692521	0.9307479224376732	0.8227146814404432	1.0	0.8878116343490304	0.901662049861496	0.8864265927977839	0.8891966759002771	0.9030470914127424	0.8767313019390581	0.9044321329639888	0.8891966759002771	0.8767313019390581	0.9238227146814404
ENSPMET00000004583	0.6509695290858726	0.8185595567867036	0.8850415512465374	0.8379501385041551	0.8878116343490304	1.0	0.9722991689750692	0.9570637119113572	0.9709141274238228	0.9833795013850416	0.8421052631578947	0.8988919667590027	0.961218836565097	0.8393351800554016	0.8905817174515236
ENSGAFT00000024719	0.6634349030470914	0.8213296398891967	0.901662049861496	0.8476454293628809	0.901662049861496	0.9722991689750692	1.0	0.9764542936288088	0.9750692520775625	0.9889196675900276	0.8587257617728532	0.912742382271468	0.9806094182825484	0.8559556786703602	0.9072022160664821
ENSXMAT00000013802	0.6481994459833795	0.8351800554016621	0.8891966759002771	0.8337950138504155	0.8864265927977839	0.9570637119113572	0.9764542936288088	1.0	0.9833795013850416	0.9736842105263158	0.8725761772853186	0.9030470914127424	0.9958448753462604	0.8656509695290858	0.8975069252077562
ENSPLAT00000021729	0.6509695290858726	0.8365650969529086	0.8878116343490304	0.8393351800554016	0.8891966759002771	0.9709141274238228	0.9750692520775625	0.9833795013850416	1.0	0.9861495844875346	0.8670360110803325	0.901662049861496	0.9875346260387812	0.8628808864265928	0.8933518005540166
ENSPFOT00000017752	0.6634349030470914	0.8268698060941828	0.901662049861496	0.8504155124653741	0.9030470914127424	0.9833795013850416	0.9889196675900276	0.9736842105263158	0.9861495844875346	1.0	0.8587257617728532	0.912742382271468	0.9778393351800554	0.8559556786703602	0.9072022160664821
ENSAOCT00000014108	0.6371191135734072	0.8296398891966759	0.9196675900277008	0.7867036011080333	0.8767313019390581	0.8421052631578947	0.8587257617728532	0.8725761772853186	0.8670360110803325	0.8587257617728532	1.0	0.8642659279778393	0.8739612188365651	0.9764542936288088	0.9515235457063712
ENSKMAT00000019273	0.6648199445983379	0.8213296398891967	0.9252077562326871	0.8365650969529086	0.9044321329639888	0.8988919667590027	0.912742382271468	0.9030470914127424	0.901662049861496	0.912742382271468	0.8642659279778393	1.0	0.9044321329639888	0.871191135734072	0.9113573407202216
ENSXCOT00000002690	0.6495844875346259	0.8379501385041551	0.8905817174515236	0.8379501385041551	0.8891966759002771	0.961218836565097	0.9806094182825484	0.9958448753462604	0.9875346260387812	0.9778393351800554	0.8739612188365651	0.9044321329639888	1.0	0.8670360110803325	0.8988919667590027
ENSAPOT00000004189	0.6371191135734072	0.8254847645429363	0.9238227146814404	0.7839335180055401	0.8767313019390581	0.8393351800554016	0.8559556786703602	0.8656509695290858	0.8628808864265928	0.8559556786703602	0.9764542936288088	0.871191135734072	0.8670360110803325	1.0	0.9362880886426592
ENSAPET00000002059	0.6842105263157895	0.8130193905817175	0.9681440443213296	0.8351800554016621	0.9238227146814404	0.8905817174515236	0.9072022160664821	0.8975069252077562	0.8933518005540166	0.9072022160664821	0.9515235457063712	0.9113573407202216	0.8988919667590027	0.9362880886426592	1.0
