,ENSSMRT00000017614,ENSACAT00000029539,ENSSPUT00000010543,ENSPVIT00000022269,ENSLCOT00000000065,ENSLCOT00000000063,ENSMVIT00005028636,ENSMVIT00005028638,ENSPMJT00000023781,ENSPMJT00000023780,ENSCCET00000024858,ENSCCET00000024860
ENSSMRT00000017614,1.0,0.7177814029363785,0.6924959216965743,0.8866231647634584,0.6949429037520392,0.5766721044045677,0.6533442088091354,0.6949429037520392,0.5065252854812398,0.6884176182707994,0.6468189233278956,0.6884176182707994
ENSACAT00000029539,0.7177814029363785,1.0,0.7414355628058727,0.7398042414355628,0.8238172920065253,0.7120717781402937,0.7814029363784666,0.8230016313213703,0.6411092985318108,0.8164763458401305,0.7756933115823818,0.8172920065252854
ENSSPUT00000010543,0.6924959216965743,0.7414355628058727,1.0,0.6818923327895595,0.7707993474714518,0.6533442088091354,0.7300163132137031,0.7716150081566069,0.5889070146818923,0.7699836867862969,0.7283849918433931,0.7699836867862969
ENSPVIT00000022269,0.8866231647634584,0.7398042414355628,0.6818923327895595,1.0,0.6876019575856444,0.5685154975530179,0.6460032626427407,0.6876019575856444,0.5,0.6827079934747146,0.6411092985318108,0.6827079934747146
ENSLCOT00000000065,0.6949429037520392,0.8238172920065253,0.7707993474714518,0.6876019575856444,1.0,0.8735725938009788,0.9567699836867863,0.99836867862969,0.7862969004893964,0.9763458401305057,0.935562805872757,0.9771615008156607
ENSLCOT00000000063,0.5766721044045677,0.7120717781402937,0.6533442088091354,0.5685154975530179,0.8735725938009788,1.0,0.8303425774877651,0.8719412724306689,0.8181076672104405,0.8499184339314845,0.8091353996737357,0.8507340946166395
ENSMVIT00005028636,0.6533442088091354,0.7814029363784666,0.7300163132137031,0.6460032626427407,0.9567699836867863,0.8303425774877651,1.0,0.9584013050570962,0.7446982055464927,0.9347471451876019,0.9747145187601958,0.935562805872757
ENSMVIT00005028638,0.6949429037520392,0.8230016313213703,0.7716150081566069,0.6876019575856444,0.99836867862969,0.8719412724306689,0.9584013050570962,1.0,0.7862969004893964,0.9763458401305057,0.935562805872757,0.9771615008156607
ENSPMJT00000023781,0.5065252854812398,0.6411092985318108,0.5889070146818923,0.5,0.7862969004893964,0.8181076672104405,0.7446982055464927,0.7862969004893964,1.0,0.8099510603588908,0.765905383360522,0.8075040783034257
ENSPMJT00000023780,0.6884176182707994,0.8164763458401305,0.7699836867862969,0.6827079934747146,0.9763458401305057,0.8499184339314845,0.9347471451876019,0.9763458401305057,0.8099510603588908,1.0,0.9559543230016313,0.9975530179445351
ENSCCET00000024858,0.6468189233278956,0.7756933115823818,0.7283849918433931,0.6411092985318108,0.935562805872757,0.8091353996737357,0.9747145187601958,0.935562805872757,0.765905383360522,0.9559543230016313,1.0,0.9584013050570962
ENSCCET00000024860,0.6884176182707994,0.8172920065252854,0.7699836867862969,0.6827079934747146,0.9771615008156607,0.8507340946166395,0.935562805872757,0.9771615008156607,0.8075040783034257,0.9975530179445351,0.9584013050570962,1.0
