,FBtr0091522,FBtr0333022,FBtr0073170,FBtr0080944,FBtr0344410,ENSACAT00000006631,ENSNSUT00000012861,ENSSMRT00000002205,ENSSPUT00000010020,FBtr0113170,FBtr0080827,FBtr0333610,FBtr0075346
FBtr0091522,1.0,0.8978120338140229,0.8891098955743412,0.929388363998011,0.9306315266036798,0.42839383391347585,0.48856290402784686,0.4127299850820487,0.3896071606166087,0.8978120338140229,0.8958229736449528,0.5755842864246643,0.5755842864246643
FBtr0333022,0.8978120338140229,1.0,0.9020387866732968,0.8990551964196917,0.8973147687717553,0.4167081054201889,0.4781203381402288,0.4015415216310294,0.38040775733465937,1.0,0.9298856290402785,0.5718547986076579,0.5718547986076579
FBtr0073170,0.8891098955743412,0.9020387866732968,1.0,0.881899552461462,0.8863749378418697,0.42814520139234213,0.4903033316757832,0.4137245151665838,0.3886126305320736,0.9020387866732968,0.9157135753356539,0.5934858279462953,0.5934858279462953
FBtr0080944,0.929388363998011,0.8990551964196917,0.881899552461462,1.0,0.9903033316757832,0.42391844853306815,0.4845847836897066,0.41173545499751363,0.38562904027846845,0.8990551964196917,0.8953257086026852,0.5723520636499254,0.5723520636499254
FBtr0344410,0.9306315266036798,0.8973147687717553,0.8863749378418697,0.9903033316757832,1.0,0.43361511685728493,0.4942814520139234,0.4214321233217304,0.39532570860268523,0.8973147687717553,0.9022874191944307,0.5820487319741422,0.5820487319741422
ENSACAT00000006631,0.42839383391347585,0.4167081054201889,0.42814520139234213,0.42391844853306815,0.43361511685728493,1.0,0.7874191944306316,0.8505718547986076,0.8003480855295872,0.4167081054201889,0.42715067130780704,0.15663848831427152,0.15663848831427152
ENSNSUT00000012861,0.48856290402784686,0.4781203381402288,0.4903033316757832,0.4845847836897066,0.4942814520139234,0.7874191944306316,1.0,0.7585778219791148,0.7217802088513178,0.4781203381402288,0.4912978617603183,0.22675285927399302,0.22675285927399302
ENSSMRT00000002205,0.4127299850820487,0.4015415216310294,0.4137245151665838,0.41173545499751363,0.4214321233217304,0.8505718547986076,0.7585778219791148,1.0,0.7966185977125808,0.4015415216310294,0.4144704127299851,0.140228741919443,0.140228741919443
ENSSPUT00000010020,0.3896071606166087,0.38040775733465937,0.3886126305320736,0.38562904027846845,0.39532570860268523,0.8003480855295872,0.7217802088513178,0.7966185977125808,1.0,0.38040775733465937,0.3893585280954749,0.1181004475385381,0.1181004475385381
FBtr0113170,0.8978120338140229,1.0,0.9020387866732968,0.8990551964196917,0.8973147687717553,0.4167081054201889,0.4781203381402288,0.4015415216310294,0.38040775733465937,1.0,0.9298856290402785,0.5718547986076579,0.5718547986076579
FBtr0080827,0.8958229736449528,0.9298856290402785,0.9157135753356539,0.8953257086026852,0.9022874191944307,0.42715067130780704,0.4912978617603183,0.4144704127299851,0.3893585280954749,0.9298856290402785,1.0,0.5850323222277474,0.5850323222277474
FBtr0333610,0.5755842864246643,0.5718547986076579,0.5934858279462953,0.5723520636499254,0.5820487319741422,0.15663848831427152,0.22675285927399302,0.140228741919443,0.1181004475385381,0.5718547986076579,0.5850323222277474,1.0,1.0
FBtr0075346,0.5755842864246643,0.5718547986076579,0.5934858279462953,0.5723520636499254,0.5820487319741422,0.15663848831427152,0.22675285927399302,0.140228741919443,0.1181004475385381,0.5718547986076579,0.5850323222277474,1.0,1.0
