,ENSPTET00000013588,ENST00000507065,ENSPPAT00000048223,ENSPPAT00000048225,ENSTGET00000044306,ENSTBET00000005852,ENSNLET00000054938,ENST00000296862,ENSOCUT00000013006,ENSRROT00000046407,ENST00000398742,ENSNLET00000005401,ENSPPYT00000019399
ENSPTET00000013588,1.0,0.9227784245246411,0.7912301125339543,0.972836631742336,0.9868063639891347,0.729918509895227,0.7951105937136205,0.7896779200620877,0.8645712068296468,0.9902987970508343,0.9705083430345363,0.9674039580908033,0.9553744664338378
ENST00000507065,0.9227784245246411,1.0,0.860302677532014,0.9460613116026387,0.9254947613504074,0.7749320915793558,0.8552580519984478,0.8649592549476135,0.8242142025611175,0.9258828094683741,0.9511059371362048,0.9320915793558401,0.9530461777260381
ENSPPAT00000048223,0.7912301125339543,0.860302677532014,1.0,0.8160651920838184,0.7931703531237874,0.7272021730694607,0.9460613116026387,0.993791230112534,0.6942180830422973,0.793558401241754,0.8114086146682189,0.7978269305393869,0.819557625145518
ENSPPAT00000048225,0.972836631742336,0.9460613116026387,0.8160651920838184,1.0,0.9751649204501358,0.7361272797826931,0.8071400853705859,0.8114086146682189,0.8715560729530462,0.9747768723321691,0.9945673263484672,0.9805975941016686,0.9705083430345363
ENSTGET00000044306,0.9868063639891347,0.9254947613504074,0.7931703531237874,0.9751649204501358,1.0,0.7341870391928599,0.7978269305393869,0.7923942568878541,0.8711680248350796,0.989522700814901,0.9736127279782693,0.9705083430345363,0.9584788513775708
ENSTBET00000005852,0.729918509895227,0.7749320915793558,0.7272021730694607,0.7361272797826931,0.7341870391928599,1.0,0.7450523864959255,0.726814124951494,0.7012029491656966,0.7326348467209934,0.7357392316647264,0.737291424136593,0.7520372526193247
ENSNLET00000054938,0.7951105937136205,0.8552580519984478,0.9460613116026387,0.8071400853705859,0.7978269305393869,0.7450523864959255,1.0,0.9448971672487388,0.7008149010477299,0.7989910748932868,0.8067520372526193,0.8249902987970509,0.8218859138533178
ENST00000296862,0.7896779200620877,0.8649592549476135,0.993791230112534,0.8114086146682189,0.7923942568878541,0.726814124951494,0.9448971672487388,1.0,0.6938300349243306,0.7927823050058207,0.8160651920838184,0.7974388824214202,0.8187815289095848
ENSOCUT00000013006,0.8645712068296468,0.8242142025611175,0.6942180830422973,0.8715560729530462,0.8711680248350796,0.7012029491656966,0.7008149010477299,0.6938300349243306,1.0,0.8676755917733799,0.8711680248350796,0.8688397361272798,0.857198292588281
ENSRROT00000046407,0.9902987970508343,0.9258828094683741,0.793558401241754,0.9747768723321691,0.989522700814901,0.7326348467209934,0.7989910748932868,0.7927823050058207,0.8676755917733799,1.0,0.9732246798603027,0.9708963911525029,0.9584788513775708
ENST00000398742,0.9705083430345363,0.9511059371362048,0.8114086146682189,0.9945673263484672,0.9736127279782693,0.7357392316647264,0.8067520372526193,0.8160651920838184,0.8711680248350796,0.9732246798603027,1.0,0.9794334497477687,0.9689561505626698
ENSNLET00000005401,0.9674039580908033,0.9320915793558401,0.7978269305393869,0.9805975941016686,0.9705083430345363,0.737291424136593,0.8249902987970509,0.7974388824214202,0.8688397361272798,0.9708963911525029,0.9794334497477687,1.0,0.9631354287931704
ENSPPYT00000019399,0.9553744664338378,0.9530461777260381,0.819557625145518,0.9705083430345363,0.9584788513775708,0.7520372526193247,0.8218859138533178,0.8187815289095848,0.857198292588281,0.9584788513775708,0.9689561505626698,0.9631354287931704,1.0
