,ENSMAMT00000016696,ENSGWIT00000022806,ENSGWIT00000022821,ENSCVAT00000017043,ENSMZET00005005992,ENSSDUT00000022598,ENSSDUT00000022614,ENSMZET00005005977,ENSPLAT00000002946,ENSNBRT00000026170,ENSNBRT00000026159,ENSORLT00000044082,ENSPFOT00000008868,ENSLCAT00010048677,ENSLCAT00010048673,ENSPRET00000018443,ENSGWIT00000022818,ENSORLT00000039721,ENSPRET00000018423,ENSLCAT00010048680,ENSGWIT00000022819,ENSCVAT00000017070,ENSMAMT00000016704,ENSPLAT00000002954
ENSMAMT00000016696,1.0,0.4819466248037676,0.6530612244897959,0.8681318681318682,0.8744113029827315,0.9654631083202512,0.9042386185243328,0.9356357927786499,0.9152276295133438,0.8744113029827315,0.9356357927786499,0.9042386185243328,0.9058084772370487,0.8995290423861853,0.9607535321821036,0.8414442700156985,0.8838304552590267,0.8351648351648352,0.9152276295133438,0.7095761381475667,0.8241758241758241,0.9277864992150706,0.9387755102040817,0.8540031397174255
ENSGWIT00000022806,0.4819466248037676,1.0,0.5007849293563579,0.43485086342229207,0.43171114599686033,0.4913657770800628,0.43171114599686033,0.4913657770800628,0.49293563579277866,0.4332810047095761,0.49293563579277866,0.4740973312401884,0.4835164835164836,0.4379905808477237,0.49764521193092626,0.44897959183673475,0.5635792778649922,0.42700156985871274,0.49764521193092626,0.44897959183673475,0.5023547880690737,0.49293563579277866,0.42229199372056514,0.4332810047095761
ENSGWIT00000022821,0.6530612244897959,0.5007849293563579,1.0,0.5965463108320251,0.5996860282574569,0.6577708006279435,0.598116169544741,0.6593406593406593,0.6483516483516484,0.6012558869701727,0.6609105180533752,0.6452119309262166,0.6389324960753532,0.5949764521193093,0.6546310832025117,0.5934065934065934,0.7362637362637363,0.5871271585557299,0.6530612244897959,0.9183673469387755,0.6750392464678179,0.6546310832025117,0.5934065934065934,0.5886970172684458
ENSCVAT00000017043,0.8681318681318682,0.43485086342229207,0.5965463108320251,1.0,0.9481946624803768,0.8775510204081632,0.9387755102040817,0.8869701726844584,0.9042386185243328,0.9513343799058085,0.8901098901098901,0.8602825745682888,0.8948194662480377,0.9372056514913658,0.8759811616954474,0.9497645211930926,0.8320251177394035,0.9089481946624803,0.9010989010989011,0.6295133437990581,0.8932496075353218,0.9387755102040817,0.9293563579277865,0.9654631083202512
ENSMZET00005005992,0.8744113029827315,0.43171114599686033,0.5996860282574569,0.9481946624803768,1.0,0.880690737833595,0.9419152276295133,0.9387755102040817,0.8759811616954474,0.9968602825745683,0.9356357927786499,0.8744113029827315,0.8665620094191523,0.9466248037676609,0.8854003139717426,0.9199372056514914,0.8335949764521193,0.9230769230769231,0.8712715855572999,0.6373626373626373,0.8948194662480377,0.8869701726844584,0.9356357927786499,0.9372056514913658
ENSSDUT00000022598,0.9654631083202512,0.4913657770800628,0.6577708006279435,0.8775510204081632,0.880690737833595,1.0,0.9387755102040817,0.9419152276295133,0.9293563579277865,0.880690737833595,0.9419152276295133,0.9089481946624803,0.9199372056514914,0.9215070643642073,0.9827315541601256,0.858712715855573,0.8916797488226059,0.8398744113029827,0.9324960753532182,0.7268445839874411,0.8320251177394035,0.9372056514913658,0.9042386185243328,0.8681318681318682
ENSSDUT00000022614,0.9042386185243328,0.43171114599686033,0.598116169544741,0.9387755102040817,0.9419152276295133,0.9387755102040817,1.0,0.880690737833595,0.8681318681318682,0.9419152276295133,0.880690737833595,0.8524332810047096,0.858712715855573,0.9827315541601256,0.9215070643642073,0.9199372056514914,0.8320251177394035,0.9010989010989011,0.8712715855572999,0.6656200941915228,0.8932496075353218,0.8775510204081632,0.9654631083202512,0.9293563579277865
ENSMZET00005005977,0.9356357927786499,0.4913657770800628,0.6593406593406593,0.8869701726844584,0.9387755102040817,0.9419152276295133,0.880690737833595,1.0,0.9372056514913658,0.9356357927786499,0.9968602825745683,0.9309262166405023,0.9277864992150706,0.8854003139717426,0.9466248037676609,0.858712715855573,0.8932496075353218,0.8618524332810047,0.9324960753532182,0.6985871271585558,0.8335949764521193,0.9466248037676609,0.8744113029827315,0.8759811616954474
ENSPLAT00000002946,0.9152276295133438,0.49293563579277866,0.6483516483516484,0.9042386185243328,0.8759811616954474,0.9293563579277865,0.8681318681318682,0.9372056514913658,1.0,0.8791208791208791,0.9403453689167975,0.9277864992150706,0.989010989010989,0.8759811616954474,0.9372056514913658,0.9152276295133438,0.8885400313971743,0.858712715855573,0.989010989010989,0.6813186813186813,0.8288854003139717,0.9638932496075353,0.8540031397174255,0.9387755102040817
ENSNBRT00000026170,0.8744113029827315,0.4332810047095761,0.6012558869701727,0.9513343799058085,0.9968602825745683,0.880690737833595,0.9419152276295133,0.9356357927786499,0.8791208791208791,1.0,0.9387755102040817,0.8775510204081632,0.869701726844584,0.9466248037676609,0.8854003139717426,0.9230769230769231,0.8367346938775511,0.9262166405023547,0.8744113029827315,0.6357927786499215,0.8979591836734694,0.8901098901098901,0.9356357927786499,0.9403453689167975
