,ENSHHUT00000007081,ENSHCOT00000017866,ENSNMET00000006763,ENSPKIT00000030348,ENSACIT00000011449,ENSXCOT00000017248,ENSTRUT00000057475,ENSEEET00000008919,ENSHHUT00000092753,ENSGAGT00000020210,ENSHHUT00000092757,ENSPNAT00000010967
ENSHHUT00000007081,1.0,0.8030867482703565,0.6801490154337414,0.940926024481107,0.8520489622139436,0.8403406067056945,0.8690792974986695,0.9244278871740287,0.630122405534859,0.9100585417775412,0.5721128259712613,0.7519957424161788
ENSHCOT00000017866,0.8030867482703565,1.0,0.7264502394890899,0.8068121341138904,0.8887706226716339,0.8477913783927621,0.8967535923363491,0.8062799361362427,0.6407663650878127,0.805747738158595,0.5417775412453433,0.7099521021820117
ENSNMET00000006763,0.6801490154337414,0.7264502394890899,1.0,0.6817456093666844,0.7472059606173497,0.707823310271421,0.728046833422033,0.6817456093666844,0.5061202767429483,0.6828100053219798,0.4108568387440128,0.5838211814795103
ENSPKIT00000030348,0.940926024481107,0.8068121341138904,0.6817456093666844,1.0,0.8520489622139436,0.8430015965939329,0.866418307610431,0.9430548163916977,0.6269292176689728,0.9238956891963811,0.5699840340606706,0.7535923363491219
ENSACIT00000011449,0.8520489622139436,0.8887706226716339,0.7472059606173497,0.8520489622139436,1.0,0.9111229377328366,0.9164449175093135,0.856306546035125,0.6684406599254923,0.8520489622139436,0.5886109632783395,0.7578499201703034
ENSXCOT00000017248,0.8403406067056945,0.8477913783927621,0.707823310271421,0.8430015965939329,0.9111229377328366,1.0,0.8967535923363491,0.8430015965939329,0.6551357104843002,0.8403406067056945,0.6370409792442788,0.7424161788185205
ENSTRUT00000057475,0.8690792974986695,0.8967535923363491,0.728046833422033,0.866418307610431,0.9164449175093135,0.8967535923363491,1.0,0.8653539116551358,0.6812134113890367,0.8637573177221927,0.6035125066524747,0.7716870675891432
ENSEEET00000008919,0.9244278871740287,0.8062799361362427,0.6817456093666844,0.9430548163916977,0.856306546035125,0.8430015965939329,0.8653539116551358,1.0,0.6290580095795636,0.922299095263438,0.572645023948909,0.766897285790314
ENSHHUT00000092753,0.630122405534859,0.6407663650878127,0.5061202767429483,0.6269292176689728,0.6684406599254923,0.6551357104843002,0.6812134113890367,0.6290580095795636,1.0,0.6279936136242682,0.8722724853645556,0.5343267695582756
ENSGAGT00000020210,0.9100585417775412,0.805747738158595,0.6828100053219798,0.9238956891963811,0.8520489622139436,0.8403406067056945,0.8637573177221927,0.922299095263438,0.6279936136242682,1.0,0.5705162320383182,0.746673762639702
ENSHHUT00000092757,0.5721128259712613,0.5417775412453433,0.4108568387440128,0.5699840340606706,0.5886109632783395,0.6370409792442788,0.6035125066524747,0.572645023948909,0.8722724853645556,0.5705162320383182,1.0,0.4736562001064396
ENSPNAT00000010967,0.7519957424161788,0.7099521021820117,0.5838211814795103,0.7535923363491219,0.7578499201703034,0.7424161788185205,0.7716870675891432,0.766897285790314,0.5343267695582756,0.746673762639702,0.4736562001064396,1.0
