	ENSEBUT00000005422	ENSEBUT00000005479	ENSPKIT00000022980	ENSEBUT00000005453	ENSDCDT00000065402	ENSCHAT00000057846	ENSSFOT00015021743	ENSCHAT00000057874	ENSDCDT00000065404	ENSCHAT00000057726	ENSPKIT00000023028	ENSDCDT00000065443	ENSDCDT00000065452	ENSDCDT00000065441
ENSEBUT00000005422	1.0	0.9959219421408436	0.9624216547609272	0.9945808358650136	0.9615458302542628	0.957933054164272	0.9630785231409256	0.9597394422092672	0.9582341188384378	0.9623121766975942	0.9605605276842653	0.958890987218436	0.9570845991734406	0.9583983359334374
ENSEBUT00000005479	0.9959219421408436	1.0	0.9592467909242686	0.9905027780058572	0.9582888578701044	0.9546760817801132	0.9599310288201002	0.9564824698251088	0.9549771464542792	0.9590552043134356	0.9573856638476064	0.9556340148342776	0.953827626789282	0.9551413635492788
ENSPKIT00000022980	0.9624216547609272	0.9592467909242686	1.0	0.9582067493226044	0.9860962859567014	0.9802665790842159	0.988231108191696	0.9770096067000574	0.9814434682650464	0.9859594383775352	0.996496701973342	0.9821003366450448	0.9802939486000491	0.9816076853600458
ENSEBUT00000005453	0.9945808358650136	0.9905027780058572	0.9582067493226044	1.0	0.957440402879273	0.958453074965104	0.9588636177026028	0.9602594630100992	0.9541286914634479	0.9579056846484386	0.9563456222459424	0.9547855598434464	0.9529791717984508	0.9542929085584476
ENSDCDT00000065402	0.9615458302542628	0.9582888578701044	0.9860962859567014	0.957440402879273	1.0	0.9840435722692066	0.9862878725675344	0.979527602156718	0.9951829652133454	0.9899827572050249	0.9829214221200429	0.9946903139283466	0.9940334455483484	0.994526096833347
ENSCHAT00000057846	0.957933054164272	0.9546760817801132	0.9802665790842159	0.958453074965104	0.9840435722692066	1.0	0.9814434682650464	0.993486055231683	0.983687768563374	0.9934313162000163	0.9813613597175466	0.983249856310042	0.9825382488983772	0.9840709417850398
ENSSFOT00015021743	0.9630785231409256	0.9599310288201002	0.988231108191696	0.9588636177026028	0.9862878725675344	0.9814434682650464	1.0	0.9781591263650546	0.982127706160878	0.9869447409475326	0.9855215261242029	0.9827845745408764	0.9809781864958808	0.9822919232558776
ENSCHAT00000057874	0.9597394422092672	0.9564824698251088	0.9770096067000574	0.9602594630100992	0.979527602156718	0.993486055231683	0.9781591263650546	1.0	0.9791717984508854	0.9885595423816952	0.978104387333388	0.9798286668308838	0.9780222787858884	0.979336015545885
ENSDCDT00000065404	0.9582341188384378	0.9549771464542792	0.9814434682650464	0.9541286914634479	0.9951829652133454	0.983687768563374	0.982127706160878	0.9791717984508854	1.0	0.9856036346717026	0.9829214221200429	0.9946903139283466	0.9940334455483484	0.994526096833347
ENSCHAT00000057726	0.9623121766975942	0.9590552043134356	0.9859594383775352	0.9579056846484386	0.9899827572050249	0.9934313162000163	0.9869447409475326	0.9885595423816952	0.9856036346717026	1.0	0.9830035306675424	0.9851657224183704	0.9844541150067057	0.9849741358075376
ENSPKIT00000023028	0.9605605276842653	0.9573856638476064	0.996496701973342	0.9563456222459424	0.9829214221200429	0.9813613597175466	0.9855215261242029	0.978104387333388	0.9829214221200429	0.9830035306675424	1.0	0.9846183321017052	0.9828119440567096	0.9841256808167064
ENSDCDT00000065443	0.958890987218436	0.9556340148342776	0.9821003366450448	0.9547855598434464	0.9946903139283466	0.983249856310042	0.9827845745408764	0.9798286668308838	0.9946903139283466	0.9851657224183704	0.9846183321017052	1.0	0.9949640090866791	0.996277745846676
ENSDCDT00000065452	0.9570845991734406	0.953827626789282	0.9802939486000491	0.9529791717984508	0.9940334455483484	0.9825382488983772	0.9809781864958808	0.9780222787858884	0.9940334455483484	0.9844541150067057	0.9828119440567096	0.9949640090866791	1.0	0.9947997919916796
ENSDCDT00000065441	0.9583983359334374	0.9551413635492788	0.9816076853600458	0.9542929085584476	0.994526096833347	0.9840709417850398	0.9822919232558776	0.979336015545885	0.994526096833347	0.9849741358075376	0.9841256808167064	0.996277745846676	0.9947997919916796	1.0
