	ENSUMAT00000032110	ENSPTET00000050694	ENSPPYT00000010566	ENSPSMT00000039737	ENSCJAT00000117124	ENSUPAT00010014419	ENSNVIT00000026116	ENSPPRT00000031413	ENSUAMT00000021486	ENSCCNT00000028668	ENSSDAT00000020212	ENSOCUT00000044269	ENSTGET00000022245	ENSVVUT00000007428
ENSUMAT00000032110	1.0	0.7909836065573771	0.889344262295082	0.8975409836065574	0.9221311475409836	0.9139344262295082	0.9631147540983608	0.8155737704918032	1.0	0.8155737704918032	0.8975409836065574	0.8975409836065574	0.918032786885246	0.930327868852459
ENSPTET00000050694	0.7909836065573771	1.0	0.7295081967213115	0.7745901639344263	0.8401639344262295	0.7663934426229508	0.7745901639344263	0.7377049180327869	0.7909836065573771	0.8975409836065574	0.75	0.7950819672131147	0.8647540983606558	0.7868852459016393
ENSPPYT00000010566	0.889344262295082	0.7295081967213115	1.0	0.8401639344262295	0.8729508196721312	0.8852459016393442	0.918032786885246	0.7377049180327869	0.889344262295082	0.75	0.860655737704918	0.8688524590163934	0.8647540983606558	0.9016393442622952
ENSPSMT00000039737	0.8975409836065574	0.7745901639344263	0.8401639344262295	1.0	0.9139344262295082	0.8852459016393442	0.8852459016393442	0.7827868852459017	0.8975409836065574	0.8032786885245902	0.9016393442622952	0.8729508196721312	0.9016393442622952	0.9016393442622952
ENSCJAT00000117124	0.9221311475409836	0.8401639344262295	0.8729508196721312	0.9139344262295082	1.0	0.9139344262295082	0.9057377049180328	0.8278688524590164	0.9221311475409836	0.8524590163934426	0.8934426229508197	0.930327868852459	0.9754098360655736	0.9221311475409836
ENSUPAT00010014419	0.9139344262295082	0.7663934426229508	0.8852459016393442	0.8852459016393442	0.9139344262295082	1.0	0.9057377049180328	0.7909836065573771	0.9139344262295082	0.7991803278688525	0.9754098360655736	0.8688524590163934	0.8975409836065574	0.930327868852459
ENSNVIT00000026116	0.9631147540983608	0.7745901639344263	0.918032786885246	0.8852459016393442	0.9057377049180328	0.9057377049180328	1.0	0.7991803278688525	0.9631147540983608	0.7991803278688525	0.889344262295082	0.8852459016393442	0.9016393442622952	0.9139344262295082
ENSPPRT00000031413	0.8155737704918032	0.7377049180327869	0.7377049180327869	0.7827868852459017	0.8278688524590164	0.7909836065573771	0.7991803278688525	1.0	0.8155737704918032	0.7213114754098361	0.7827868852459017	0.8114754098360656	0.8155737704918032	0.8032786885245902
ENSUAMT00000021486	1.0	0.7909836065573771	0.889344262295082	0.8975409836065574	0.9221311475409836	0.9139344262295082	0.9631147540983608	0.8155737704918032	1.0	0.8155737704918032	0.8975409836065574	0.8975409836065574	0.918032786885246	0.930327868852459
ENSCCNT00000028668	0.8155737704918032	0.8975409836065574	0.75	0.8032786885245902	0.8524590163934426	0.7991803278688525	0.7991803278688525	0.7213114754098361	0.8155737704918032	1.0	0.7827868852459017	0.8155737704918032	0.8401639344262295	0.8073770491803278
ENSSDAT00000020212	0.8975409836065574	0.75	0.860655737704918	0.9016393442622952	0.8934426229508197	0.9754098360655736	0.889344262295082	0.7827868852459017	0.8975409836065574	0.7827868852459017	1.0	0.8524590163934426	0.8811475409836066	0.9139344262295082
ENSOCUT00000044269	0.8975409836065574	0.7950819672131147	0.8688524590163934	0.8729508196721312	0.930327868852459	0.8688524590163934	0.8852459016393442	0.8114754098360656	0.8975409836065574	0.8155737704918032	0.8524590163934426	1.0	0.9221311475409836	0.8934426229508197
ENSTGET00000022245	0.918032786885246	0.8647540983606558	0.8647540983606558	0.9016393442622952	0.9754098360655736	0.8975409836065574	0.9016393442622952	0.8155737704918032	0.918032786885246	0.8401639344262295	0.8811475409836066	0.9221311475409836	1.0	0.9139344262295082
ENSVVUT00000007428	0.930327868852459	0.7868852459016393	0.9016393442622952	0.9016393442622952	0.9221311475409836	0.930327868852459	0.9139344262295082	0.8032786885245902	0.930327868852459	0.8073770491803278	0.9139344262295082	0.8934426229508197	0.9139344262295082	1.0
