,ENSSFOT00015012922,ENSPKIT00000016498,ENSEBUT00000011950,ENSEBUT00000011988,ENSEBUT00000011974,ENSEBUT00000011928,ENSPKIT00000016517,ENSPMAT00000001522,ENSCHAT00000049425,ENSDCDT00000003023,ENSEBUT00000011914,ENSDCDT00000003026
ENSSFOT00015012922,1.0,0.8125308337444499,0.5426739023186976,0.517513566847558,0.6092747903305378,0.5559940799210656,0.7656635421805624,0.5263936852491367,0.7923038973852985,0.7390231869758264,0.5860878145041933,0.7883571780957079
ENSPKIT00000016498,0.8125308337444499,1.0,0.5229403058707449,0.5017266896891959,0.5934879131721756,0.5402072027627035,0.9427725703009373,0.512086827824371,0.7932905772076961,0.740009866798224,0.5732609768130241,0.7918105574740997
ENSEBUT00000011950,0.5426739023186976,0.5229403058707449,1.0,0.7932905772076961,0.8120374938332511,0.8317710902812038,0.49580661075481003,0.5416872224963,0.5466206216082881,0.49925999013320177,0.8949185989146522,0.5421805624074988
ENSEBUT00000011988,0.517513566847558,0.5017266896891959,0.7932905772076961,1.0,0.9082387765170202,0.9279723729649728,0.5372471632955106,0.45337937839171194,0.5101134681795757,0.5367538233843118,0.8983719782930439,0.5145535273803651
ENSEBUT00000011974,0.6092747903305378,0.5934879131721756,0.8120374938332511,0.9082387765170202,1.0,0.9467192895905279,0.6290083867784904,0.5357671435619141,0.6018746916625555,0.6285150468672915,0.9171188949185989,0.6063147508633449
ENSEBUT00000011928,0.5559940799210656,0.5402072027627035,0.8317710902812038,0.9279723729649728,0.9467192895905279,1.0,0.5905278737049827,0.49185989146521947,0.5485939812530833,0.5989146521953626,0.9368524913665516,0.5530340404538727
ENSPKIT00000016517,0.7656635421805624,0.9427725703009373,0.49580661075481003,0.5372471632955106,0.6290083867784904,0.5905278737049827,1.0,0.5032067094227923,0.747903305377405,0.7932905772076961,0.5461272816970892,0.7464232856438086
ENSPMAT00000001522,0.5263936852491367,0.512086827824371,0.5416872224963,0.45337937839171194,0.5357671435619141,0.49185989146521947,0.5032067094227923,1.0,0.5377405032067094,0.5056734089787864,0.5071534287123828,0.5268870251603355
ENSCHAT00000049425,0.7923038973852985,0.7932905772076961,0.5466206216082881,0.5101134681795757,0.6018746916625555,0.5485939812530833,0.747903305377405,0.5377405032067094,1.0,0.7883571780957079,0.5841144548593982,0.8450912678835718
ENSDCDT00000003023,0.7390231869758264,0.740009866798224,0.49925999013320177,0.5367538233843118,0.6285150468672915,0.5989146521953626,0.7932905772076961,0.5056734089787864,0.7883571780957079,1.0,0.5456339417858905,0.9264923532313765
ENSEBUT00000011914,0.5860878145041933,0.5732609768130241,0.8949185989146522,0.8983719782930439,0.9171188949185989,0.9368524913665516,0.5461272816970892,0.5071534287123828,0.5841144548593982,0.5456339417858905,1.0,0.5885545140601874
ENSDCDT00000003026,0.7883571780957079,0.7918105574740997,0.5421805624074988,0.5145535273803651,0.6063147508633449,0.5530340404538727,0.7464232856438086,0.5268870251603355,0.8450912678835718,0.9264923532313765,0.5885545140601874,1.0
