,ENSCVAT00000022485,ENSXCOT00000011297,ENSKMAT00000017960,ENSKMAT00000017972,ENSFHET00000015689,ENSGAFT00000012421,ENSGAFT00000012427,ENSCVAT00000031166,ENSPRET00000007566,ENSPMET00000018091,ENSFHET00000015691,ENSCVAT00000022410,ENSXMAT00000035343,ENSPLAT00000025540,ENSXMAT00000032800,ENSPMET00000018117,ENSPMET00000018112,ENSXMAT00000014588
ENSCVAT00000022485,1.0,0.7495840266222962,0.7387687188019967,0.6688851913477537,0.8232113144758736,0.8248752079866889,0.7125623960066556,0.9638103161397671,0.8306988352745425,0.788269550748752,0.7325291181364393,0.7133943427620633,0.829450915141431,0.7866056572379367,0.728369384359401,0.7275374376039934,0.8311148086522463,0.7383527454242929
ENSXCOT00000011297,0.7495840266222962,1.0,0.7142262895174709,0.7258735440931781,0.7915973377703827,0.8660565723793677,0.8386023294509152,0.7857737104825291,0.8548252911813644,0.9022462562396006,0.7271214642262895,0.6772046589018302,0.8910149750415973,0.8993344425956739,0.778702163061564,0.7549916805324459,0.8639767054908486,0.9846089850249584
ENSKMAT00000017960,0.7387687188019967,0.7142262895174709,1.0,0.9080698835274542,0.7870216306156406,0.7849417637271214,0.6784525790349417,0.7749584026622296,0.7807820299500832,0.737936772046589,0.6472545757071547,0.5332778702163061,0.7878535773710482,0.7371048252911814,0.6946755407653911,0.6892678868552413,0.7820299500831946,0.7054908485856906
ENSKMAT00000017972,0.6688851913477537,0.7258735440931781,0.9080698835274542,1.0,0.7125623960066556,0.7208818635607321,0.7246256239600666,0.7050748752079867,0.7171381031613977,0.7541597337770383,0.7183860232945092,0.5723793677204659,0.7208818635607321,0.7533277870216306,0.6277038269550749,0.6335274542429284,0.7262895174708819,0.7175540765391015
ENSFHET00000015689,0.8232113144758736,0.7915973377703827,0.7870216306156406,0.7125623960066556,1.0,0.8689683860232945,0.7504159733777038,0.8594009983361065,0.8743760399334443,0.8215474209650583,0.8298668885191348,0.5952579034941764,0.8739600665557404,0.8215474209650583,0.7707986688851913,0.7678868552412645,0.8710482529118136,0.7807820299500832
ENSGAFT00000012421,0.8248752079866889,0.8660565723793677,0.7849417637271214,0.7208818635607321,0.8689683860232945,1.0,0.8539933444259568,0.8610648918469218,0.9459234608985025,0.8876871880199667,0.7246256239600666,0.6060732113144759,0.9650582362728786,0.8856073211314476,0.8556572379367721,0.8431780366056573,0.9517470881863561,0.8539933444259568
ENSGAFT00000012427,0.7125623960066556,0.8386023294509152,0.6784525790349417,0.7246256239600666,0.7504159733777038,0.8539933444259568,1.0,0.7487520798668885,0.8090682196339434,0.8739600665557404,0.7296173044925125,0.6198003327787022,0.8277870216306157,0.8718801996672213,0.7183860232945092,0.7129783693843594,0.8215474209650583,0.8273710482529119
ENSCVAT00000031166,0.9638103161397671,0.7857737104825291,0.7749584026622296,0.7050748752079867,0.8594009983361065,0.8610648918469218,0.7487520798668885,1.0,0.8668885191347754,0.8178036605657238,0.7138103161397671,0.6988352745424293,0.8656405990016639,0.8161397670549085,0.7645590682196339,0.7637271214642263,0.8673044925124792,0.7745424292845258
ENSPRET00000007566,0.8306988352745425,0.8548252911813644,0.7807820299500832,0.7171381031613977,0.8743760399334443,0.9459234608985025,0.8090682196339434,0.8668885191347754,1.0,0.9068219633943427,0.7292013311148087,0.6114808652246256,0.949667221297837,0.9055740432612313,0.8423460898502496,0.8618968386023295,0.9725457570715474,0.8448419301164726
ENSPMET00000018091,0.788269550748752,0.9022462562396006,0.737936772046589,0.7541597337770383,0.8215474209650583,0.8876871880199667,0.8739600665557404,0.8178036605657238,0.9068219633943427,1.0,0.7633111480865225,0.6493344425956739,0.8901830282861897,0.9912645590682196,0.7899334442595674,0.8290349417637272,0.9321963394342762,0.8910149750415973
