,ENSXMAT00000016960,ENSPMET00000029440,ENSPRET00000012705,ENSFHET00000000847,ENSPLAT00000007613,ENSCVAT00000016279,ENSPLAT00000007516,ENSPLAT00000007633,ENSPFOT00000024316,ENSGAFT00000016012,ENSPMET00000029451,ENSPLAT00000007581,ENSKMAT00000026325,ENSXMAT00000027701,ENSPFOT00000013084,ENSPMET00000029472
ENSXMAT00000016960,1.0,0.898465171192444,0.45407319952774494,0.4557260920897285,0.5015348288075561,0.8618654073199528,0.5395513577331759,0.44391971664698937,0.8420306965761511,0.9645808736717828,0.898465171192444,0.5076741440377804,0.7933884297520661,0.968595041322314,0.8370720188902007,0.9518299881936245
ENSPMET00000029440,0.898465171192444,1.0,0.4361275088547816,0.412987012987013,0.5166469893742621,0.8146399055489965,0.5079102715466352,0.40802833530106253,0.8295159386068477,0.9017709563164109,1.0,0.5234946871310507,0.7567886658795749,0.9291617473435655,0.8715466351829988,0.945926800472255
ENSPRET00000012705,0.45407319952774494,0.4361275088547816,1.0,0.9343565525383707,0.8365997638724911,0.4406139315230224,0.8363636363636363,0.9055489964580874,0.3693034238488784,0.46068476977567885,0.4361275088547816,0.8316410861865408,0.4323494687131051,0.44368358913813455,0.3865407319952774,0.469185360094451
ENSFHET00000000847,0.4557260920897285,0.412987012987013,0.9343565525383707,1.0,0.8047225501770956,0.45690672963400236,0.8342384887839434,0.9036599763872492,0.3667060212514758,0.46351829988193627,0.412987012987013,0.8092089728453364,0.4443919716646989,0.42668240850059025,0.36505312868949225,0.464935064935065
ENSPLAT00000007613,0.5015348288075561,0.5166469893742621,0.8365997638724911,0.8047225501770956,1.0,0.47910271546635186,0.8925619834710744,0.7917355371900826,0.4245572609208973,0.5086186540731995,0.5166469893742621,0.9742621015348288,0.45690672963400236,0.517827626918536,0.5105076741440377,0.5230224321133412
ENSCVAT00000016279,0.8618654073199528,0.8146399055489965,0.4406139315230224,0.45690672963400236,0.47910271546635186,1.0,0.5138134592680047,0.42384887839433294,0.7567886658795749,0.8689492325855962,0.8146399055489965,0.4835891381345927,0.792443919716647,0.833530106257379,0.753482880755608,0.8656434474616292
ENSPLAT00000007516,0.5395513577331759,0.5079102715466352,0.8363636363636363,0.8342384887839434,0.8925619834710744,0.5138134592680047,1.0,0.8878394332939787,0.46351829988193627,0.5466351829988194,0.5079102715466352,0.899409681227863,0.48288075560802834,0.5088547815820543,0.4597402597402598,0.5619834710743802
ENSPLAT00000007633,0.44391971664698937,0.40802833530106253,0.9055489964580874,0.9036599763872492,0.7917355371900826,0.42384887839433294,0.8878394332939787,1.0,0.3631641086186541,0.4512396694214875,0.40802833530106253,0.8051948051948052,0.40070838252656427,0.4132231404958677,0.3593860684769776,0.46210153482880756
ENSPFOT00000024316,0.8420306965761511,0.8295159386068477,0.3693034238488784,0.3667060212514758,0.4245572609208973,0.7567886658795749,0.46351829988193627,0.3631641086186541,1.0,0.8462809917355372,0.8295159386068477,0.431404958677686,0.6965761511216056,0.8113341204250295,0.8672963400236128,0.8835891381345927
ENSGAFT00000016012,0.9645808736717828,0.9017709563164109,0.46068476977567885,0.46351829988193627,0.5086186540731995,0.8689492325855962,0.5466351829988194,0.4512396694214875,0.8462809917355372,1.0,0.9017709563164109,0.5140495867768595,0.7995277449822904,0.9336481700118063,0.841086186540732,0.955608028335301
ENSPMET00000029451,0.898465171192444,1.0,0.4361275088547816,0.412987012987013,0.5166469893742621,0.8146399055489965,0.5079102715466352,0.40802833530106253,0.8295159386068477,0.9017709563164109,1.0,0.5234946871310507,0.7567886658795749,0.9291617473435655,0.8715466351829988,0.945926800472255
ENSPLAT00000007581,0.5076741440377804,0.5234946871310507,0.8316410861865408,0.8092089728453364,0.9742621015348288,0.4835891381345927,0.899409681227863,0.8051948051948052,0.431404958677686,0.5140495867768595,0.5234946871310507,1.0,0.4547815820543093,0.5239669421487604,0.5173553719008265,0.5298701298701298
ENSKMAT00000026325,0.7933884297520661,0.7567886658795749,0.4323494687131051,0.4443919716646989,0.45690672963400236,0.792443919716647,0.48288075560802834,0.40070838252656427,0.6965761511216056,0.7995277449822904,0.7567886658795749,0.4547815820543093,1.0,0.7683589138134592,0.6963400236127509,0.8049586776859504
ENSXMAT00000027701,0.968595041322314,0.9291617473435655,0.44368358913813455,0.42668240850059025,0.517827626918536,0.833530106257379,0.5088547815820543,0.4132231404958677,0.8113341204250295,0.9336481700118063,0.9291617473435655,0.5239669421487604,0.7683589138134592,1.0,0.8533648170011806,0.921133412042503
ENSPFOT00000013084,0.8370720188902007,0.8715466351829988,0.3865407319952774,0.36505312868949225,0.5105076741440377,0.753482880755608,0.4597402597402598,0.3593860684769776,0.8672963400236128,0.841086186540732,0.8715466351829988,0.5173553719008265,0.6963400236127509,0.8533648170011806,1.0,0.8779220779220779
ENSPMET00000029472,0.9518299881936245,0.945926800472255,0.469185360094451,0.464935064935065,0.5230224321133412,0.8656434474616292,0.5619834710743802,0.46210153482880756,0.8835891381345927,0.955608028335301,0.945926800472255,0.5298701298701298,0.8049586776859504,0.921133412042503,0.8779220779220779,1.0
