	ENSSFOT00015034012	ENSAMXT00000037436	ENSPKIT00000002136	ENSAMXT00000055333	ENSPKIT00000008536	ENSAMXT00000006610	ENSPKIT00000002207	ENSSFOT00015018834	ENSSFOT00015018791	ENSPKIT00000008434	ENSAMXT00000031181	ENSPKIT00000008476	ENSPKIT00000002263	ENSSFOT00015034042	ENSSFOT00015034105	ENSSFOT00015034068
ENSSFOT00015034012	1.0	0.8477595825085478	0.8256253374122728	0.7791974086737449	0.8313838402015477	0.8304840741407234	0.8779917221522404	0.7827964729170416	0.4761561993881591	0.6111211085117869	0.8018715134065143	0.8141083318337232	0.8497390678423611	0.9762461759942416	0.957890948353428	0.9622098254453842
ENSAMXT00000037436	0.8477595825085478	1.0	0.8106892208025913	0.9244196508907684	0.8491992082058665	0.9827244916321756	0.8630556055425589	0.8074500629836242	0.5008097894547417	0.6289364765161058	0.9541119308979664	0.8319236998380422	0.8411013136584488	0.8702537340291524	0.8056505308619759	0.8589166816627677
ENSPKIT00000002136	0.8256253374122728	0.8106892208025913	1.0	0.8236458520784596	0.7944934317077559	0.8247255713514486	0.9476336152600324	0.7764981104912723	0.5243836602483354	0.6606082418571172	0.8452402375382401	0.8081698758322836	0.913982364585208	0.8482994421450423	0.7835162857657009	0.8360626237178334
ENSAMXT00000055333	0.7791974086737449	0.9244196508907684	0.8236458520784596	1.0	0.7822566132805471	0.9416951592585928	0.795573150980745	0.7728990462479756	0.5117869353967969	0.6390138563973367	0.970307719992802	0.7952132445564153	0.7736188590966349	0.8016915601943495	0.7370883570271729	0.7903545078279647
ENSPKIT00000008536	0.8313838402015477	0.8491992082058665	0.7944934317077559	0.7822566132805471	1.0	0.8319236998380422	0.8468598164477236	0.8081698758322836	0.5015296023034012	0.7797372683102394	0.803311139103833	0.9827244916321756	0.8290444484434047	0.8538779917221523	0.7892747885549757	0.8429008457800972
ENSAMXT00000006610	0.8304840741407234	0.9827244916321756	0.8247255713514486	0.9416951592585928	0.8319236998380422	1.0	0.8457800971747346	0.8207666006838222	0.5141263271549397	0.6418931077919741	0.9713874392657909	0.8448803311139104	0.8238258052906244	0.8529782256613281	0.7883750224941515	0.8416411732949434
ENSPKIT00000002207	0.8779917221522404	0.8630556055425589	0.9476336152600324	0.795573150980745	0.8468598164477236	0.8457800971747346	1.0	0.7986323555875472	0.4919920820586648	0.6265970847579629	0.8171675364405254	0.8295843080798992	0.9663487493251754	0.9006658268850098	0.8358826705056686	0.8884290084578009
ENSSFOT00015018834	0.7827964729170416	0.8074500629836242	0.7764981104912723	0.7728990462479756	0.8081698758322836	0.8207666006838222	0.7986323555875472	1.0	0.6933597264711175	0.6188590966348749	0.7921540399496131	0.8218463199568112	0.7799172215224042	0.8051106712254814	0.7406874212704697	0.7941335252834263
ENSSFOT00015018791	0.4761561993881591	0.5008097894547417	0.5243836602483354	0.5117869353967969	0.5015296023034012	0.5141263271549397	0.4919920820586648	0.6933597264711175	1.0	0.6229980205146662	0.5310419290984344	0.5152060464279288	0.4732769479935217	0.498470397696599	0.4340471477415873	0.4874932517545438
ENSPKIT00000008434	0.6111211085117869	0.6289364765161058	0.6606082418571172	0.6390138563973367	0.7797372683102394	0.6418931077919741	0.6265970847579629	0.6188590966348749	0.6229980205146662	1.0	0.6600683822206226	0.7970127766780637	0.608781716753644	0.6336152600323915	0.5690120568652149	0.6226381140903365
ENSAMXT00000031181	0.8018715134065143	0.9541119308979664	0.8452402375382401	0.970307719992802	0.803311139103833	0.9713874392657909	0.8171675364405254	0.7921540399496131	0.5310419290984344	0.6600683822206226	1.0	0.8162677703797013	0.7952132445564153	0.8243656649271189	0.7597624617599424	0.8130286125607342
ENSPKIT00000008476	0.8141083318337232	0.8319236998380422	0.8081698758322836	0.7952132445564153	0.9827244916321756	0.8448803311139104	0.8295843080798992	0.8218463199568112	0.5152060464279288	0.7970127766780637	0.8162677703797013	1.0	0.8117689400755803	0.8366024833543279	0.7719992801871514	0.8256253374122728
ENSPKIT00000002263	0.8497390678423611	0.8411013136584488	0.913982364585208	0.7736188590966349	0.8290444484434047	0.8238258052906244	0.9663487493251754	0.7799172215224042	0.4732769479935217	0.608781716753644	0.7952132445564153	0.8117689400755803	1.0	0.8724131725751305	0.8076300161957891	0.8601763541479216
ENSSFOT00015034042	0.9762461759942416	0.8702537340291524	0.8482994421450423	0.8016915601943495	0.8538779917221523	0.8529782256613281	0.9006658268850098	0.8051106712254814	0.498470397696599	0.6336152600323915	0.8243656649271189	0.8366024833543279	0.8724131725751305	1.0	0.9341371243476696	0.9859636494511428
ENSSFOT00015034105	0.957890948353428	0.8056505308619759	0.7835162857657009	0.7370883570271729	0.7892747885549757	0.7883750224941515	0.8358826705056686	0.7406874212704697	0.4340471477415873	0.5690120568652149	0.7597624617599424	0.7719992801871514	0.8076300161957891	0.9341371243476696	1.0	0.9201007737988124
ENSSFOT00015034068	0.9622098254453842	0.8589166816627677	0.8360626237178334	0.7903545078279647	0.8429008457800972	0.8416411732949434	0.8884290084578009	0.7941335252834263	0.4874932517545438	0.6226381140903365	0.8130286125607342	0.8256253374122728	0.8601763541479216	0.9859636494511428	0.9201007737988124	1.0
