,ENSDCDT00000016516,ENSEEET00000029547,ENSDCDT00000016518,ENSIPUT00000012640,ENSIPUT00000012606,ENSAMXT00000054279,ENSPNAT00000038460,F32D8.4.1,ENSAMXT00000040981,ENSCHAT00000033483,ENSEEET00000029517,F32D8.12c.2,F32D8.12c.3,F32D8.12c.1,F32D8.12b.2,F32D8.12b.1,ENSDCDT00000016509,F32D8.12a.1,F32D8.12a.2,ENSCHAT00000033424,ENSEEET00000029532
ENSDCDT00000016516,1.0,0.916556040204817,0.9916556040204817,0.9169353309311588,0.9169353309311588,0.9228143371894557,0.9226246918262848,0.6734306846197611,0.9101080978570074,0.8932296605347999,0.8922814337189455,0.7625640053100702,0.7625640053100702,0.7625640053100702,0.7784942158164233,0.7784942158164233,0.9527783045704532,0.7794424426322777,0.7794424426322777,0.9237625640053101,0.9199696567418927
ENSEEET00000029547,0.916556040204817,1.0,0.9233832732789683,0.9410202920538593,0.9410202920538593,0.9376066755167836,0.9393134837853214,0.6776028826095202,0.9262279537265314,0.9000568936089512,0.9592262469182629,0.7680637208420255,0.7680637208420255,0.7680637208420255,0.7811492509008154,0.7811492509008154,0.8742651242177129,0.7828560591693533,0.7828560591693533,0.9266072444528731,0.9945002844680447
ENSDCDT00000016518,0.9916556040204817,0.9233832732789683,1.0,0.9252797269106771,0.9252797269106771,0.931158733168974,0.9309690878058031,0.6815854352361085,0.9184524938365257,0.9011947657879765,0.900436184335293,0.770149819836905,0.770149819836905,0.770149819836905,0.7860800303432581,0.7860800303432581,0.9444339085909349,0.7870282571591125,0.7870282571591125,0.9317276692584866,0.9281244073582401
ENSIPUT00000012640,0.9169353309311588,0.9410202920538593,0.9252797269106771,1.0,1.0,0.9402617106011758,0.9366584487009293,0.6821543713256211,0.9277451166318984,0.9015740565143182,0.9156078133889627,0.770149819836905,0.770149819836905,0.770149819836905,0.7832353498956951,0.7832353498956951,0.8774890953916177,0.7845628674378912,0.7845628674378912,0.9300208609899488,0.9455717807699602
ENSIPUT00000012606,0.9169353309311588,0.9410202920538593,0.9252797269106771,1.0,1.0,0.9402617106011758,0.9366584487009293,0.6821543713256211,0.9277451166318984,0.9015740565143182,0.9156078133889627,0.770149819836905,0.770149819836905,0.770149819836905,0.7832353498956951,0.7832353498956951,0.8774890953916177,0.7845628674378912,0.7845628674378912,0.9300208609899488,0.9455717807699602
ENSAMXT00000054279,0.9228143371894557,0.9376066755167836,0.931158733168974,0.9402617106011758,0.9402617106011758,1.0,0.9652948985397307,0.6813957898729376,0.9778114925090081,0.9023326379670017,0.9161767494784753,0.7699601744737341,0.7699601744737341,0.7699601744737341,0.7836146406220368,0.7836146406220368,0.8810923572918642,0.7849421581642329,0.7849421581642329,0.9294519249004362,0.9423478095960554
ENSPNAT00000038460,0.9226246918262848,0.9393134837853214,0.9309690878058031,0.9366584487009293,0.9366584487009293,0.9652948985397307,1.0,0.679309690878058,0.9463303622226437,0.9002465389721221,0.9182628484733548,0.7669258486630002,0.7669258486630002,0.7669258486630002,0.7798217333586194,0.7798217333586194,0.8809027119286933,0.7809596055376447,0.7809596055376447,0.9275554712687275,0.9440546178645932
F32D8.4.1,0.6734306846197611,0.6776028826095202,0.6815854352361085,0.6821543713256211,0.6821543713256211,0.6813957898729376,0.679309690878058,1.0,0.6709652948985397,0.6533282761236487,0.655983311208041,0.7293760667551679,0.7293760667551679,0.7293760667551679,0.6855679878626968,0.6855679878626968,0.6491560781338896,0.6776028826095202,0.6776028826095202,0.6802579176939124,0.6819647259624502
ENSAMXT00000040981,0.9101080978570074,0.9262279537265314,0.9184524938365257,0.9277451166318984,0.9277451166318984,0.9778114925090081,0.9463303622226437,0.6709652948985397,1.0,0.9131424236677413,0.9269865351792149,0.7807699601744738,0.7807699601744738,0.7807699601744738,0.7944244263227764,0.7944244263227764,0.8683861179594159,0.7957519438649725,0.7957519438649725,0.916556040204817,0.9292622795372654
ENSCHAT00000033483,0.8932296605347999,0.9000568936089512,0.9011947657879765,0.9015740565143182,0.9015740565143182,0.9023326379670017,0.9002465389721221,0.6533282761236487,0.9131424236677413,1.0,0.9068841266831026,0.7739427271003224,0.7739427271003224,0.7739427271003224,0.7953726531386308,0.7953726531386308,0.8530248435425754,0.7968898160439978,0.7968898160439978,0.9601744737341172,0.9030912194196852
