,ENSMODT00000083828,ENSMODT00000069927,ENST00000373327,ENSGGOT00000010406,ENSMODT00000030059,ENSGGOT00000034406,ENSMODT00000083495,ENST00000391993,ENSPCIT00000043957,ENSPCIT00000043956,ENSMODT00000054375,FBtr0082924,ENSGGOT00000030673,ENSMODT00000061188,C02H7.1.1,ENSMEUT00000010808,ENSPTRT00000081848,ENSMODT00000056758,ENSPTRT00000055962
ENSMODT00000083828,1.0,0.954582651391162,0.7995090016366612,0.7894844517184942,0.9042553191489362,0.7995090016366612,0.9588788870703764,0.8400163666121113,0.8261047463175123,0.8439034369885434,0.938011456628478,0.35392798690671023,0.8400163666121113,0.9957037643207856,0.5431669394435352,0.5767184942716858,0.8406301145662848,0.974836333878887,0.8001227495908347
ENSMODT00000069927,0.954582651391162,1.0,0.828355155482815,0.8183306055646481,0.9496726677577741,0.828355155482815,0.9957037643207856,0.8027823240589198,0.7806873977086743,0.7984860883797054,0.9834288052373159,0.3085106382978724,0.8027823240589198,0.9588788870703764,0.49774959083469716,0.6141571194762684,0.8033960720130933,0.9797463175122749,0.8289689034369886
ENST00000373327,0.7995090016366612,0.828355155482815,1.0,0.9815875613747954,0.8754091653027823,0.9961129296235679,0.824468085106383,0.95949263502455,0.7874386252045826,0.8007364975450082,0.8201718494271686,0.36292962356792147,0.955810147299509,0.8033960720130933,0.5370294599018003,0.6434124386252046,0.9564238952536824,0.8179214402618658,0.9965220949263502
ENSGGOT00000010406,0.7894844517184942,0.8183306055646481,0.9815875613747954,1.0,0.8653846153846154,0.9852700490998363,0.814443535188216,0.9412847790507365,0.8019639934533551,0.8150572831423896,0.8349018003273322,0.37745499181669395,0.9447626841243862,0.7933715220949263,0.5513502454991817,0.6585515548281505,0.9421031096563012,0.8078968903436988,0.9824058919803601
ENSMODT00000030059,0.9042553191489362,0.9496726677577741,0.8754091653027823,0.8653846153846154,1.0,0.8754091653027823,0.9453764320785597,0.849836333878887,0.829582651391162,0.8473813420621932,0.93310147299509,0.3488134206219313,0.849836333878887,0.9085515548281505,0.5333469721767594,0.6626432078559739,0.8504500818330606,0.9294189852700491,0.8760229132569558
ENSGGOT00000034406,0.7995090016366612,0.828355155482815,0.9961129296235679,0.9852700490998363,0.8754091653027823,1.0,0.824468085106383,0.955810147299509,0.7872340425531915,0.8003273322422259,0.8201718494271686,0.36272504091653035,0.95949263502455,0.8033960720130933,0.536620294599018,0.6438216039279869,0.9568330605564648,0.8179214402618658,0.9971358428805237
ENSMODT00000083495,0.9588788870703764,0.9957037643207856,0.824468085106383,0.814443535188216,0.9453764320785597,0.824468085106383,1.0,0.7988952536824877,0.7849836333878887,0.8027823240589198,0.9791325695581015,0.31280687397708673,0.7988952536824877,0.954582651391162,0.5020458265139116,0.6100654664484452,0.7995090016366612,0.9754500818330606,0.8250818330605565
ENST00000391993,0.8400163666121113,0.8027823240589198,0.95949263502455,0.9412847790507365,0.849836333878887,0.955810147299509,0.7988952536824877,1.0,0.8279459901800328,0.8412438625204582,0.7945990180032734,0.4034369885433715,0.9963175122749591,0.8439034369885434,0.5775368248772504,0.6164075286415712,0.9969312602291326,0.8230360065466449,0.9564238952536824
ENSPCIT00000043957,0.8261047463175123,0.7806873977086743,0.7874386252045826,0.8019639934533551,0.829582651391162,0.7872340425531915,0.7849836333878887,0.8279459901800328,1.0,0.9639934533551555,0.7972585924713584,0.42798690671031103,0.8277414075286416,0.8218085106382979,0.6121112929623568,0.5941080196399345,0.8285597381342062,0.8009410801963993,0.7880523731587561
ENSPCIT00000043956,0.8439034369885434,0.7984860883797054,0.8007364975450082,0.8150572831423896,0.8473813420621932,0.8003273322422259,0.8027823240589198,0.8412438625204582,0.9639934533551555,1.0,0.8150572831423896,0.42430441898527005,0.8408346972176759,0.839607201309329,0.6080196399345336,0.611088379705401,0.8416530278232406,0.8187397708674304,0.8011456628477905
