,ENSCHAT00000060066,ENSCHAT00000060149,ENSAMXT00000013353,ENSDCDT00000043031,ENSCHAT00000059820,ENSDCDT00000043254,ENSDCDT00000043442,ENSDCDT00000043037,ENSCHAT00000059859,ENSDCDT00000043341,ENSDCDT00000043025,ENSIPUT00000018861,ENSEEET00000003777,ENSEEET00000003775,ENSAMXT00000054315,ENSCHAT00000060132,ENSCHAT00000060012,ENSCHAT00000060018
ENSCHAT00000060066,1.0,0.948733862959285,0.8500496524329693,0.8643247269116187,0.9343346573982125,0.8572492552135055,0.8390019860973188,0.8661866931479643,0.9272591857000994,0.8639523336643495,0.868421052631579,0.8515392254220456,0.8586146971201589,0.8542701092353525,0.8512909632571996,0.9687189672293942,0.95506454816286,0.9348311817279047
ENSCHAT00000060149,0.948733862959285,1.0,0.8502979145978153,0.8645729890764647,0.9319761668321748,0.8563803376365442,0.8773584905660378,0.8664349553128103,0.9316037735849056,0.8754965243296922,0.8686693147964251,0.8594836146971202,0.8596077457795432,0.8620903674280039,0.8450844091360477,0.9546921549155909,0.9594091360476663,0.939175769612711
ENSAMXT00000013353,0.8500496524329693,0.8502979145978153,1.0,0.8788480635551142,0.8823237338629593,0.8900198609731876,0.8799652432969215,0.8807100297914597,0.8819513406156901,0.9029294935451837,0.8829443892750745,0.926017874875869,0.9183217477656405,0.8987090367428004,0.9947864945382324,0.8574975173783516,0.8797169811320755,0.8586146971201589
ENSDCDT00000043031,0.8643247269116187,0.8645729890764647,0.8788480635551142,1.0,0.9097567030784508,0.9637537239324727,0.8967229394240318,0.9981380337636544,0.9026812313803376,0.9246524329692155,0.9822492552135055,0.8881578947368421,0.8927507447864945,0.8900198609731876,0.8835650446871897,0.8640764647467726,0.8968470705064548,0.8754965243296922
ENSCHAT00000059820,0.9343346573982125,0.9319761668321748,0.8823237338629593,0.9097567030784508,1.0,0.8983366434955313,0.843098311817279,0.9080188679245284,0.9785253227408143,0.8659384309831182,0.9271350546176763,0.891261171797418,0.8957298907646475,0.8934955312810328,0.8867924528301887,0.9335898709036743,0.9725670307845085,0.9498510427010923
ENSDCDT00000043254,0.8572492552135055,0.8563803376365442,0.8900198609731876,0.9637537239324727,0.8983366434955313,1.0,0.9076464746772592,0.9618917576961271,0.8916335650446872,0.9375620655412115,0.9678500496524329,0.8985849056603774,0.9033018867924528,0.8807100297914597,0.8947368421052632,0.8570009930486594,0.8857994041708044,0.8829443892750745
ENSDCDT00000043442,0.8390019860973188,0.8773584905660378,0.8799652432969215,0.8967229394240318,0.843098311817279,0.9076464746772592,1.0,0.8985849056603774,0.8427259185700099,0.9698361469712016,0.900819265143992,0.8598560079443893,0.8543942403177756,0.8347815292949354,0.8747517378351539,0.8466981132075472,0.8404915590863953,0.8211271102284012
ENSDCDT00000043037,0.8661866931479643,0.8664349553128103,0.8807100297914597,0.9981380337636544,0.9080188679245284,0.9618917576961271,0.8985849056603774,1.0,0.9009433962264151,0.9265143992055611,0.9803872889771599,0.8900198609731876,0.8946127110228401,0.8885302879841113,0.8820754716981132,0.8659384309831182,0.8987090367428004,0.8773584905660378
ENSCHAT00000059859,0.9272591857000994,0.9316037735849056,0.8819513406156901,0.9026812313803376,0.9785253227408143,0.8916335650446872,0.8427259185700099,0.9009433962264151,1.0,0.8655660377358491,0.906777557100298,0.8908887785501489,0.8893992055610725,0.9004468718967229,0.8799652432969215,0.9332174776564052,0.9721946375372393,0.9494786494538232
ENSDCDT00000043341,0.8639523336643495,0.8754965243296922,0.9029294935451837,0.9246524329692155,0.8659384309831182,0.9375620655412115,0.9698361469712016,0.9265143992055611,0.8655660377358491,1.0,0.9287487586891757,0.881578947368421,0.8766137040714995,0.8570009930486594,0.8977159880834161,0.8716484607745779,0.8633316782522343,0.8444637537239325
