,ENSDCDT00000055527,ENSDCDT00000055524,ENSCHAT00000033194,ENSCHAT00000033181,ENSPNAT00000023771,ENSCHAT00000033163,ENSAMXT00000034228,ENSIPUT00000002928,ENSEEET00000044929,ENSIPUT00000002909,ENSEEET00000044930,ENSCHAT00000033148
ENSDCDT00000055527,1.0,0.9634464751958225,0.19433047370384182,0.2942931741887356,0.8205893323386796,0.8399850801939575,0.8190973517344274,0.7411413651622529,0.8220813129429317,0.8209623274897426,0.7489742633345766,0.6978739276389407
ENSDCDT00000055524,0.9634464751958225,1.0,0.2286460276016412,0.32860872808653485,0.8530399104811638,0.8743006340917568,0.8526669153301007,0.7743379336068631,0.8556508765386049,0.8541588959343529,0.7825438269302499,0.73218948153674
ENSCHAT00000033194,0.19433047370384182,0.2286460276016412,1.0,0.8806415516598284,0.24020887728459528,0.23535994032077578,0.23498694516971286,0.2383439015292801,0.23312196941439756,0.23386795971652363,0.2622155911973144,0.23535994032077578
ENSCHAT00000033181,0.2942931741887356,0.32860872808653485,0.8806415516598284,1.0,0.3439015292801193,0.3547183886609474,0.3390525923162999,0.3450205147333085,0.33756061171204776,0.34054457292055207,0.3666542334949645,0.3547183886609474
ENSPNAT00000023771,0.8205893323386796,0.8530399104811638,0.24020887728459528,0.3439015292801193,1.0,0.8593808280492353,0.9239089891831406,0.8138754196195449,0.9060052219321149,0.9015292801193584,0.824692279000373,0.7202536367027229
ENSCHAT00000033163,0.8399850801939575,0.8743006340917568,0.23535994032077578,0.3547183886609474,0.8593808280492353,1.0,0.8519209250279747,0.7754569190600522,0.854904886236479,0.854904886236479,0.7784408802685565,0.8373741141365162
ENSAMXT00000034228,0.8190973517344274,0.8526669153301007,0.23498694516971286,0.3390525923162999,0.9239089891831406,0.8519209250279747,1.0,0.8093994778067886,0.9037672510257366,0.8981723237597912,0.8190973517344274,0.7131667288325252
ENSIPUT00000002928,0.7411413651622529,0.7743379336068631,0.2383439015292801,0.3450205147333085,0.8138754196195449,0.7754569190600522,0.8093994778067886,1.0,0.8168593808280492,0.8992913092129803,0.8403580753450205,0.6325997762029094
ENSEEET00000044929,0.8220813129429317,0.8556508765386049,0.23312196941439756,0.33756061171204776,0.9060052219321149,0.854904886236479,0.9037672510257366,0.8168593808280492,1.0,0.9026482655725475,0.9052592316299888,0.7131667288325252
ENSIPUT00000002909,0.8209623274897426,0.8541588959343529,0.23386795971652363,0.34054457292055207,0.9015292801193584,0.854904886236479,0.8981723237597912,0.8992913092129803,0.9026482655725475,1.0,0.8213353226408057,0.7120477433793361
ENSEEET00000044930,0.7489742633345766,0.7825438269302499,0.2622155911973144,0.3666542334949645,0.824692279000373,0.7784408802685565,0.8190973517344274,0.8403580753450205,0.9052592316299888,0.8213353226408057,1.0,0.6367027228646027
ENSCHAT00000033148,0.6978739276389407,0.73218948153674,0.23535994032077578,0.3547183886609474,0.7202536367027229,0.8373741141365162,0.7131667288325252,0.6325997762029094,0.7131667288325252,0.7120477433793361,0.6367027228646027,1.0
