,ENSAMXT00000033625,ENSAMXT00000033358,ENSAMXT00000053476,ENSAMXT00000048486,ENSPNAT00000020640,ENSAMXT00000056689,ENSPNAT00000036833,ENSPNAT00000000683,ENSAMXT00000051424,ENSAMXT00000037052,ENSPNAT00000012838,ENSAMXT00000034398
ENSAMXT00000033625,1.0,0.8520485584218513,0.9271623672230652,0.5857359635811836,0.8042488619119879,0.8933990895295902,0.7166160849772383,0.875948406676783,0.8915022761760243,0.9283004552352049,0.872154779969651,0.9480273141122914
ENSAMXT00000033358,0.8520485584218513,1.0,0.8209408194233687,0.48558421851289835,0.6794385432473444,0.7928679817905918,0.6111532625189682,0.7583459787556904,0.7496206373292867,0.81752655538695,0.7473444613050075,0.8277693474962063
ENSAMXT00000053476,0.9271623672230652,0.8209408194233687,1.0,0.5747344461305007,0.7617602427921093,0.9229893778452201,0.7082701062215478,0.8687405159332322,0.8273899848254932,0.9317147192716236,0.8573596358118362,0.93247344461305
ENSAMXT00000048486,0.5857359635811836,0.48558421851289835,0.5747344461305007,1.0,0.4506828528072837,0.5474203338391502,0.5151745068285281,0.5364188163884673,0.4867223065250379,0.5496965098634294,0.5185887708649469,0.5606980273141123
ENSPNAT00000020640,0.8042488619119879,0.6794385432473444,0.7617602427921093,0.4506828528072837,1.0,0.7355842185128983,0.6551593323216995,0.7606221547799696,0.7306525037936267,0.7591047040971168,0.797040971168437,0.7803490136570561
ENSAMXT00000056689,0.8933990895295902,0.7928679817905918,0.9229893778452201,0.5474203338391502,0.7355842185128983,1.0,0.7249620637329287,0.8448406676783005,0.7909711684370258,0.891122913505311,0.8399089529590288,0.9013657056145675
ENSPNAT00000036833,0.7166160849772383,0.6111532625189682,0.7082701062215478,0.5151745068285281,0.6551593323216995,0.7249620637329287,1.0,0.6805766312594841,0.7621396054628224,0.686267071320182,0.6745068285280729,0.6965098634294385
ENSPNAT00000000683,0.875948406676783,0.7583459787556904,0.8687405159332322,0.5364188163884673,0.7606221547799696,0.8448406676783005,0.6805766312594841,1.0,0.7746585735963581,0.8930197268588771,0.8877086494688923,0.8975720789074355
ENSAMXT00000051424,0.8915022761760243,0.7496206373292867,0.8273899848254932,0.4867223065250379,0.7306525037936267,0.7909711684370258,0.7621396054628224,0.7746585735963581,1.0,0.8311836115326252,0.7697268588770865,0.8455993930197269
ENSAMXT00000037052,0.9283004552352049,0.81752655538695,0.9317147192716236,0.5496965098634294,0.7591047040971168,0.891122913505311,0.686267071320182,0.8930197268588771,0.8311836115326252,1.0,0.8706373292867982,0.9719271623672231
ENSPNAT00000012838,0.872154779969651,0.7473444613050075,0.8573596358118362,0.5185887708649469,0.797040971168437,0.8399089529590288,0.6745068285280729,0.8877086494688923,0.7697268588770865,0.8706373292867982,1.0,0.8850531107738998
ENSAMXT00000034398,0.9480273141122914,0.8277693474962063,0.93247344461305,0.5606980273141123,0.7803490136570561,0.9013657056145675,0.6965098634294385,0.8975720789074355,0.8455993930197269,0.9719271623672231,0.8850531107738998,1.0
