,ENSTGET00000020621,ENSMFAT00000064761,ENSMLET00000028997,ENSGGOT00000044557,ENSRBIT00000051964,ENSMNET00000009236,ENSPPAT00000043298,ENSPTRT00000107581,ENSPANT00000046396,ENSCATT00000026306,ENSRROT00000062186
ENSTGET00000020621,1.0,0.996742671009772,0.990228013029316,0.46254071661237783,0.48534201954397393,0.996742671009772,0.4071661237785016,0.4071661237785016,0.996742671009772,1.0,0.48534201954397393
ENSMFAT00000064761,0.996742671009772,1.0,0.9869706840390879,0.46254071661237783,0.48534201954397393,0.993485342019544,0.4071661237785016,0.4071661237785016,0.993485342019544,0.996742671009772,0.48534201954397393
ENSMLET00000028997,0.990228013029316,0.9869706840390879,1.0,0.46254071661237783,0.4788273615635179,0.9869706840390879,0.40065146579804556,0.40065146579804556,0.9869706840390879,0.990228013029316,0.4788273615635179
ENSGGOT00000044557,0.46254071661237783,0.46254071661237783,0.46254071661237783,1.0,0.9576547231270358,0.4592833876221498,0.9185667752442996,0.9185667752442996,0.4592833876221498,0.46254071661237783,0.9576547231270358
ENSRBIT00000051964,0.48534201954397393,0.48534201954397393,0.4788273615635179,0.9576547231270358,1.0,0.4820846905537459,0.9087947882736156,0.9087947882736156,0.4820846905537459,0.48534201954397393,0.993485342019544
ENSMNET00000009236,0.996742671009772,0.993485342019544,0.9869706840390879,0.4592833876221498,0.4820846905537459,1.0,0.4039087947882736,0.4039087947882736,0.993485342019544,0.996742671009772,0.4820846905537459
ENSPPAT00000043298,0.4071661237785016,0.4071661237785016,0.40065146579804556,0.9185667752442996,0.9087947882736156,0.4039087947882736,1.0,1.0,0.4039087947882736,0.4071661237785016,0.9087947882736156
ENSPTRT00000107581,0.4071661237785016,0.4071661237785016,0.40065146579804556,0.9185667752442996,0.9087947882736156,0.4039087947882736,1.0,1.0,0.4039087947882736,0.4071661237785016,0.9087947882736156
ENSPANT00000046396,0.996742671009772,0.993485342019544,0.9869706840390879,0.4592833876221498,0.4820846905537459,0.993485342019544,0.4039087947882736,0.4039087947882736,1.0,0.996742671009772,0.4820846905537459
ENSCATT00000026306,1.0,0.996742671009772,0.990228013029316,0.46254071661237783,0.48534201954397393,0.996742671009772,0.4071661237785016,0.4071661237785016,0.996742671009772,1.0,0.48534201954397393
ENSRROT00000062186,0.48534201954397393,0.48534201954397393,0.4788273615635179,0.9576547231270358,0.993485342019544,0.4820846905537459,0.9087947882736156,0.9087947882736156,0.4820846905537459,0.48534201954397393,1.0
