	FBtr0077427	ENSCSAVT00000006146	FBtr0112899	FBtr0077604	FBtr0112898	FBtr0078158	FBtr0078159	FBtr0100310	FBtr0100309	FBtr0100308	FBtr0077426	FBtr0100307	FBtr0330646	FBtr0078156	FBtr0078157
FBtr0077427	1.0	0.35938759065269943	1.0	0.3966156325543917	0.9152296535052376	0.5452054794520548	0.5452054794520548	0.5766317485898469	0.5601933924254633	0.5452054794520548	1.0	0.5452054794520548	0.5717969379532635	0.5452054794520548	0.5452054794520548
ENSCSAVT00000006146	0.35938759065269943	1.0	0.35938759065269943	0.43078162771958106	0.4004834810636584	0.5245769540692989	0.5245769540692989	0.6838033843674456	0.6928283642224012	0.5245769540692989	0.35938759065269943	0.5245769540692989	0.6789685737308622	0.5245769540692989	0.5245769540692989
FBtr0112899	1.0	0.35938759065269943	1.0	0.3966156325543917	0.9152296535052376	0.5452054794520548	0.5452054794520548	0.5766317485898469	0.5601933924254633	0.5452054794520548	1.0	0.5452054794520548	0.5717969379532635	0.5452054794520548	0.5452054794520548
FBtr0077604	0.3966156325543917	0.43078162771958106	0.3966156325543917	1.0	0.4033843674456084	0.4934730056406125	0.4934730056406125	0.5861402095084609	0.5697018533440773	0.4934730056406125	0.3966156325543917	0.4934730056406125	0.5892022562449637	0.4934730056406125	0.4934730056406125
FBtr0112898	0.9152296535052376	0.4004834810636584	0.9152296535052376	0.4033843674456084	1.0	0.5900080580177276	0.5900080580177276	0.6214343271555197	0.6049959709911362	0.5900080580177276	0.9152296535052376	0.5900080580177276	0.6165995165189363	0.5900080580177276	0.5900080580177276
FBtr0078158	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
FBtr0078159	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
FBtr0100310	0.5766317485898469	0.6838033843674456	0.5766317485898469	0.5861402095084609	0.6214343271555197	0.7255439161966156	0.7255439161966156	1.0	0.9832393231265107	0.7255439161966156	0.5766317485898469	0.7255439161966156	0.9948428686543108	0.7255439161966156	0.7255439161966156
FBtr0100309	0.5601933924254633	0.6928283642224012	0.5601933924254633	0.5697018533440773	0.6049959709911362	0.7374697824335213	0.7374697824335213	0.9832393231265107	1.0	0.7374697824335213	0.5601933924254633	0.7374697824335213	0.9784045124899274	0.7374697824335213	0.7374697824335213
FBtr0100308	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
FBtr0077426	1.0	0.35938759065269943	1.0	0.3966156325543917	0.9152296535052376	0.5452054794520548	0.5452054794520548	0.5766317485898469	0.5601933924254633	0.5452054794520548	1.0	0.5452054794520548	0.5717969379532635	0.5452054794520548	0.5452054794520548
FBtr0100307	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
FBtr0330646	0.5717969379532635	0.6789685737308622	0.5717969379532635	0.5892022562449637	0.6165995165189363	0.7307010475423046	0.7307010475423046	0.9948428686543108	0.9784045124899274	0.7307010475423046	0.5717969379532635	0.7307010475423046	1.0	0.7307010475423046	0.7307010475423046
FBtr0078156	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
FBtr0078157	0.5452054794520548	0.5245769540692989	0.5452054794520548	0.4934730056406125	0.5900080580177276	1.0	1.0	0.7255439161966156	0.7374697824335213	1.0	0.5452054794520548	1.0	0.7307010475423046	1.0	1.0
