	ENSCHAT00000067337	ENSCHAT00000067273	ENSCHAT00000067249	ENSCHAT00000067269	ENSAMXT00000040914	ENSCHAT00000067263	ENSCHAT00000067261	ENSCHAT00000067260	ENSCHAT00000067266	ENSCHAT00000067360	ENSCHAT00000067233	ENSDCDT00000010413	ENSCHAT00000067402	ENSDCDT00000010457	ENSDCDT00000010460	ENSCHAT00000067407	ENSCHAT00000067405	ENSCHAT00000067404	ENSCHAT00000067333	ENSCHAT00000067251	ENSCHAT00000067379	ENSCHAT00000067257	ENSCHAT00000067254	ENSCHAT00000067339	ENSCHAT00000067377	ENSCHAT00000067343	ENSCHAT00000067349	ENSCHAT00000067386	ENSCHAT00000067380	ENSDCDT00000010404	ENSDCDT00000010446	ENSCHAT00000067335
ENSCHAT00000067337	1.0	0.9871398913266352	0.9951878716424032	0.9870437769120359	0.9963732827557924	0.9874859032191922	0.9876396862825508	0.9870437769120359	0.9870437769120359	0.9970140455197868	0.9959183411933564	0.9886649067049416	0.996091347139635	0.9964117285216322	0.9965847344679106	0.9933040291162599	0.9969563768710272	0.9967449251589092	0.9971742362107852	0.9950725343448842	0.9933552901373796	0.9941882817305719	0.9951878716424032	0.9970524912856265	0.99666803362723	0.9979687820381382	0.9975586938691818	0.9933296596268196	0.9930092782448228	0.994873897888046	0.9960272708632356	0.9985582837810129
ENSCHAT00000067273	0.9871398913266352	1.0	0.9900041008816896	0.9978214066024196	0.9883509329505844	0.997533063358622	0.9974305413163829	0.9978278142300596	0.9978214066024196	0.988402193971704	0.9886008304285422	0.9882548185359852	0.986390198892762	0.9880561820791469	0.9882291880254256	0.9930605392659422	0.9885944228009022	0.9883060795571048	0.9877742464629896	0.9898887635841706	0.9929964629895428	0.9890045109698584	0.9900041008816896	0.9866785421365594	0.9886649067049416	0.9870053311461964	0.9871975599753948	0.9929516095960632	0.9926504510969858	0.9872167828583144	0.9880241439409472	0.9873897888045928
ENSCHAT00000067249	0.9951878716424032	0.9900041008816896	1.0	0.9900617695304491	0.9958158191511176	0.9905038958376052	0.9906704941562436	0.9900617695304491	0.9900617695304491	0.9963412446175928	0.9954121386098012	0.9881779270043058	0.9941434283370923	0.995745335247078	0.9959183411933564	0.9929003485749436	0.9963027988517532	0.9960593090014354	0.9955274759073199	0.999884662702481	0.9929195714578636	0.9990004100881691	1.0	0.9938102316998154	0.995976009842116	0.9945214783678492	0.9943548800492106	0.992874718064384	0.9925735595653066	0.9948867131433258	0.9953608775886816	0.9949187512815256
ENSCHAT00000067269	0.9870437769120359	0.9978214066024196	0.9900617695304491	1.0	0.9882420032807052	0.9995258355546442	0.9983083863030552	0.9999423313512406	1.0	0.9882932643018248	0.9884919007586632	0.9881458888661062	0.9862940844781628	0.9879472524092678	0.9881202583555464	0.9929644248513432	0.9884854931310232	0.9881971498872256	0.9876781320483904	0.98994643223293	0.9928875333196636	0.9890621796186179	0.9900617695304491	0.9865824277219604	0.9885559770350624	0.9869092167315971	0.9871014455607956	0.992842679926184	0.9925415214271068	0.9871206684437154	0.9879152142710684	0.9872936743899938
ENSAMXT00000040914	0.9963732827557924	0.9883509329505844	0.9958158191511176	0.9882420032807052	1.0	0.9886841295878612	0.9888507279065	0.9882420032807052	0.9882420032807052	0.9974625794545828	0.9966231802337504	0.989741388148452	0.99553388353496	0.9974689870822226	0.9976419930285012	0.9943356571662908	0.9974625794545828	0.9972190896042648	0.995200686897683	0.9957004818535984	0.9943805105597704	0.9948162292392864	0.9958158191511176	0.9951237953660036	0.9972254972319048	0.995764558129998	0.9957068894812384	0.9943548800492106	0.9940344986672136	0.9948867131433258	0.9971550133278656	0.9961169776501948
ENSCHAT00000067263	0.9874859032191922	0.997533063358622	0.9905038958376052	0.9995258355546442	0.9886841295878612	1.0	0.9987505126102112	0.999545058437564	0.9995258355546442	0.988735390608981	0.9889340270658192	0.9885880151732622	0.9867362107853188	0.988389378716424	0.9885623846627024	0.9934065511584992	0.9889276194381792	0.9886392761943816	0.9881202583555464	0.990388558540086	0.9933296596268196	0.989504305925774	0.9905038958376052	0.9870245540291164	0.9889981033422186	0.9873513430387534	0.9875435718679516	0.99328480623334	0.9929836477342628	0.9875627947508714	0.9883573405782244	0.9877358006971498
ENSCHAT00000067261	0.9876396862825508	0.9974305413163829	0.9906704941562436	0.9983083863030552	0.9888507279065	0.9987505126102112	1.0	0.9983083863030552	0.9983083863030552	0.9889019889276196	0.9891006253844576	0.9887546134919007	0.9868899938486776	0.9885559770350624	0.9887289829813409	0.9935667418494976	0.9890942177568176	0.9888058745130204	0.9882740414189052	0.9905551568587246	0.9934962579454584	0.9896709042444124	0.9906704941562436	0.9871783370924748	0.9891647016608572	0.987505126102112	0.9876973549313104	0.9934514045519788	0.9931502460529014	0.98771657781423	0.9885239388968629	0.9878895837605084
ENSCHAT00000067260	0.9870437769120359	0.9978278142300596	0.9900617695304491	0.9999423313512406	0.9882420032807052	0.999545058437564	0.9983083863030552	1.0	0.9999423313512406	0.9882932643018248	0.9884919007586632	0.9881458888661062	0.9862940844781628	0.9879472524092678	0.9881202583555464	0.9929644248513432	0.9884854931310232	0.9881971498872256	0.9876781320483904	0.98994643223293	0.9928875333196636	0.9890621796186179	0.9900617695304491	0.9865824277219604	0.9885559770350624	0.9869092167315971	0.9871014455607956	0.992842679926184	0.9925415214271068	0.9871206684437154	0.9879152142710684	0.9872936743899938
ENSCHAT00000067266	0.9870437769120359	0.9978214066024196	0.9900617695304491	1.0	0.9882420032807052	0.9995258355546442	0.9983083863030552	0.9999423313512406	1.0	0.9882932643018248	0.9884919007586632	0.9881458888661062	0.9862940844781628	0.9879472524092678	0.9881202583555464	0.9929644248513432	0.9884854931310232	0.9881971498872256	0.9876781320483904	0.98994643223293	0.9928875333196636	0.9890621796186179	0.9900617695304491	0.9865824277219604	0.9885559770350624	0.9869092167315971	0.9871014455607956	0.992842679926184	0.9925415214271068	0.9871206684437154	0.9879152142710684	0.9872936743899938
ENSCHAT00000067360	0.9970140455197868	0.988402193971704	0.9963412446175928	0.9882932643018248	0.9974625794545828	0.988735390608981	0.9889019889276196	0.9882932643018248	0.9882932643018248	1.0	0.997206274348985	0.989722165265532	0.9970781217961862	0.997565101496822	0.9977381074431004	0.9946432232930079	0.9992118618002872	0.9990196329710888	0.9956299979495592	0.9962259073200738	0.9946752614312075	0.9953416547057616	0.9963412446175928	0.9955851445560796	0.9989683719499692	0.9963604675005128	0.9961233852778348	0.9945535165060488	0.9943292495386508	0.9948290444945664	0.9972126819766248	0.9967449251589092
