,ENSMLET00000003082,ENSPTRT00000100619,ENSTGET00000026463,ENSMFAT00000046195,ENSMNET00000052287,ENSPTET00000027093,ENSPPAT00000042823,ENSNLET00000056823,ENSPANT00000036239,ENSGGOT00000050765
ENSMLET00000003082,1.0,0.7746478873239436,0.9859154929577465,0.9894366197183099,0.9823943661971831,0.9612676056338029,0.7746478873239436,0.795774647887324,0.9929577464788732,0.7746478873239436
ENSPTRT00000100619,0.7746478873239436,1.0,0.7676056338028169,0.7711267605633803,0.7676056338028169,0.7676056338028169,0.9894366197183099,0.8415492957746479,0.7746478873239436,0.9859154929577465
ENSTGET00000026463,0.9859154929577465,0.7676056338028169,1.0,0.9894366197183099,0.9823943661971831,0.9612676056338029,0.7676056338028169,0.8028169014084507,0.9929577464788732,0.7746478873239436
ENSMFAT00000046195,0.9894366197183099,0.7711267605633803,0.9894366197183099,1.0,0.9929577464788732,0.9647887323943662,0.7711267605633803,0.7992957746478874,0.9964788732394366,0.7711267605633803
ENSMNET00000052287,0.9823943661971831,0.7676056338028169,0.9823943661971831,0.9929577464788732,1.0,0.9647887323943662,0.7676056338028169,0.795774647887324,0.9894366197183099,0.7676056338028169
ENSPTET00000027093,0.9612676056338029,0.7676056338028169,0.9612676056338029,0.9647887323943662,0.9647887323943662,1.0,0.7676056338028169,0.7922535211267606,0.9683098591549296,0.7676056338028169
ENSPPAT00000042823,0.7746478873239436,0.9894366197183099,0.7676056338028169,0.7711267605633803,0.7676056338028169,0.7676056338028169,1.0,0.8380281690140845,0.7746478873239436,0.9823943661971831
ENSNLET00000056823,0.795774647887324,0.8415492957746479,0.8028169014084507,0.7992957746478874,0.795774647887324,0.7922535211267606,0.8380281690140845,1.0,0.8028169014084507,0.8485915492957746
ENSPANT00000036239,0.9929577464788732,0.7746478873239436,0.9929577464788732,0.9964788732394366,0.9894366197183099,0.9683098591549296,0.7746478873239436,0.8028169014084507,1.0,0.7746478873239436
ENSGGOT00000050765,0.7746478873239436,0.9859154929577465,0.7746478873239436,0.7711267605633803,0.7676056338028169,0.7676056338028169,0.9823943661971831,0.8485915492957746,0.7746478873239436,1.0
