,ENSETET00000017072,ENSVPAT00000004935,ENSSMRT00000012386,ENSCMIT00000022507,ENSCMIT00000022502,ENSCMIT00000022426,ENSLACT00000006293,ENSLACT00000006292,ENSGAGT00000029949,ENSECRT00000016493,ENSGAGT00000029945,ENSGAGT00000029947,ENSCJPT00005008263,ENSGAGT00000030021,ENSGAGT00000030024,ENSECRT00000016507,ENSCMIT00000022515,ENSCMIT00000022512,ENSLOCT00000020266,ENSECRT00000016489,ENSGAGT00000030042,ENSGAGT00000029957
ENSETET00000017072,1.0,0.8712982772210337,0.23950005629996618,0.758360544983673,0.7759261344443193,0.7561085463348722,0.5818038509176895,0.7679315392410765,0.6870847877491274,0.7713095372142776,0.6985699808580115,0.6755995946402432,0.6491386105168336,0.6682805990316406,0.6794279923432046,0.7727733363359982,0.7677063393761964,0.7644409413354352,0.7799797320121608,0.7728859362684383,0.6880981871410877,0.6936155838306497
ENSVPAT00000004935,0.8712982772210337,1.0,0.24006305596216637,0.7579101452539129,0.7567841459295125,0.7309987614007432,0.5950906429456142,0.7405697556581466,0.663776601734039,0.769507938295237,0.6752617948429231,0.6522914086251548,0.6622002026798784,0.6681679990992005,0.6792027924783245,0.7459745524152686,0.7672559396464362,0.763990541605675,0.7781781330931201,0.7709717374169576,0.6647900011259993,0.6701947978831213
ENSSMRT00000012386,0.23950005629996618,0.24006305596216637,1.0,0.23995045602972642,0.24614345231392865,0.2726044364373381,0.5875464474721315,0.26922643846413696,0.2552640468415719,0.24591825244904852,0.2667492399504561,0.2437788537326877,0.5128926922643846,0.24783245130052922,0.25188604886837074,0.24862065082760954,0.2470442517734489,0.24603085238148859,0.2356716585970049,0.23950005629996618,0.2562774462335322,0.2647224411665353
ENSCMIT00000022507,0.758360544983673,0.7579101452539129,0.23995045602972642,1.0,0.9768044139173516,0.9351424389145366,0.5903614457831325,0.8398828960702623,0.769507938295237,0.8737754757347146,0.7809931314041212,0.7580227451863529,0.6477874113275532,0.7738993356603986,0.7779529332282401,0.8441616935029839,0.9863754081747551,0.9804076117554329,0.874901475059115,0.8673572795856322,0.7705213376871974,0.7770521337687197
ENSCMIT00000022502,0.7759261344443193,0.7567841459295125,0.24614345231392865,0.9768044139173516,1.0,0.9538340276995834,0.5869834478099313,0.8573358855984686,0.786060128363923,0.8726494764103142,0.7975453214728071,0.7745749352550388,0.6463236122058327,0.7725481364711181,0.7766017340389596,0.8616146830311902,0.9854746087152347,0.9770296137822317,0.8738880756671547,0.8662312802612319,0.7870735277558834,0.7936043238374056
ENSCMIT00000022426,0.7561085463348722,0.7309987614007432,0.2726044364373381,0.9351424389145366,0.9538340276995834,1.0,0.6106294336223398,0.9006868595878842,0.8211913072852156,0.8393198964080621,0.8326765003940998,0.8097061141763315,0.6699695980182412,0.7955185226888863,0.8054273167436099,0.8538452876928274,0.9447134331719401,0.936268438238937,0.8486656908005855,0.8397702961378223,0.822204706677176,0.8287355027586983
ENSLACT00000006293,0.5818038509176895,0.5950906429456142,0.5875464474721315,0.5903614457831325,0.5869834478099313,0.6106294336223398,1.0,0.6174980295011823,0.5571444657133205,0.5993694403783357,0.5686296588222047,0.5456592726044365,0.8978718612768832,0.5615358630784821,0.5655894606463236,0.5813534511879292,0.597455241526855,0.5964418421348947,0.5895732462560522,0.5929512442292535,0.5626618624028825,0.566602860038284
ENSLACT00000006292,0.7679315392410765,0.7405697556581466,0.26922643846413696,0.8398828960702623,0.8573358855984686,0.9006868595878842,0.6174980295011823,1.0,0.8358292985024209,0.8553090868145479,0.8454002927598243,0.827722103366738,0.6765003940997636,0.8103817137709718,0.8201779078932553,0.8691588785046729,0.8485530908681455,0.8426978943812634,0.863866681679991,0.8557594865443081,0.8402206958675825,0.8419096948541831
ENSGAGT00000029949,0.6870847877491274,0.663776601734039,0.2552640468415719,0.769507938295237,0.786060128363923,0.8211913072852156,0.5571444657133205,0.8358292985024209,1.0,0.786060128363923,0.9781556131066321,0.9885148068911158,0.6209886274068236,0.9314266411440153,0.9354802387118568,0.7995721202567279,0.7779529332282401,0.7711969372818376,0.7842585294448823,0.7796419322148407,0.9521450287129828,0.9864880081071952
ENSECRT00000016493,0.7713095372142776,0.769507938295237,0.24591825244904852,0.8737754757347146,0.8726494764103142,0.8393198964080621,0.5993694403783357,0.8553090868145479,0.786060128363923,1.0,0.7975453214728071,0.7781781330931201,0.6633262020042788,0.7940547235671659,0.7981083211350073,0.9626168224299065,0.8824456705325977,0.8753518747888751,0.9200540479675712,0.9935818038509177,0.7906767255939646,0.7921405247156852
