	ENSXMAT00000011857	ENSFHET00000027931	ENSGAFT00000006860	ENSXCOT00000024578	ENSPRET00000020709	ENSPLAT00000029109	ENSFHET00000034535	ENSKMAT00000013384	ENSCVAT00000007612	ENSPMET00000033481	ENSPFOT00000007354
ENSXMAT00000011857	1.0	0.8236607142857143	0.9631696428571428	0.9888392857142856	0.9620535714285714	0.9642857142857144	0.8560267857142857	0.8314732142857143	0.8939732142857143	0.9665178571428572	0.9642857142857144
ENSFHET00000027931	0.8236607142857143	1.0	0.8102678571428571	0.8247767857142857	0.8158482142857143	0.8180803571428571	0.8716517857142857	0.75	0.8046875	0.8225446428571429	0.8203125
ENSGAFT00000006860	0.9631696428571428	0.8102678571428571	1.0	0.9665178571428572	0.9520089285714286	0.9508928571428572	0.8448660714285714	0.8247767857142857	0.8917410714285714	0.9553571428571428	0.953125
ENSXCOT00000024578	0.9888392857142856	0.8247767857142857	0.9665178571428572	1.0	0.9665178571428572	0.96875	0.8582589285714286	0.8337053571428571	0.8984375	0.9709821428571428	0.96875
ENSPRET00000020709	0.9620535714285714	0.8158482142857143	0.9520089285714286	0.9665178571428572	1.0	0.9754464285714286	0.8526785714285714	0.8303571428571429	0.8895089285714286	0.9776785714285714	0.9776785714285714
ENSPLAT00000029109	0.9642857142857144	0.8180803571428571	0.9508928571428572	0.96875	0.9754464285714286	1.0	0.8549107142857143	0.8348214285714286	0.8950892857142857	0.9955357142857144	0.9977678571428572
ENSFHET00000034535	0.8560267857142857	0.8716517857142857	0.8448660714285714	0.8582589285714286	0.8526785714285714	0.8549107142857143	1.0	0.7801339285714286	0.8392857142857143	0.859375	0.8571428571428571
ENSKMAT00000013384	0.8314732142857143	0.75	0.8247767857142857	0.8337053571428571	0.8303571428571429	0.8348214285714286	0.7801339285714286	1.0	0.8247767857142857	0.8359375	0.8348214285714286
ENSCVAT00000007612	0.8939732142857143	0.8046875	0.8917410714285714	0.8984375	0.8895089285714286	0.8950892857142857	0.8392857142857143	0.8247767857142857	1.0	0.8973214285714286	0.8950892857142857
ENSPMET00000033481	0.9665178571428572	0.8225446428571429	0.9553571428571428	0.9709821428571428	0.9776785714285714	0.9955357142857144	0.859375	0.8359375	0.8973214285714286	1.0	0.9977678571428572
ENSPFOT00000007354	0.9642857142857144	0.8203125	0.953125	0.96875	0.9776785714285714	0.9977678571428572	0.8571428571428571	0.8348214285714286	0.8950892857142857	0.9977678571428572	1.0
