,ENSRBIT00000062916,ENSPANT00000043613,ENSRBIT00000043485,ENSMNET00000066162,ENSRROT00000027446,ENSRROT00000046082,ENSNLET00000056341,ENSMFAT00000002603,ENSGGOT00000057796,ENSMLET00000042152,ENSTGET00000013876,ENSCATT00000004980,ENSMMUT00000008573,ENSPTET00000040454,ENSPTET00000040607
ENSRBIT00000062916,1.0,0.8238866396761133,0.819838056680162,0.8036437246963563,0.6680161943319838,0.9412955465587044,0.9149797570850202,0.8076923076923077,0.8238866396761133,0.8238866396761133,0.8157894736842105,0.819838056680162,0.805668016194332,0.97165991902834,0.8076923076923077
ENSPANT00000043613,0.8238866396761133,1.0,0.9554655870445344,0.9615384615384616,0.8137651821862348,0.7854251012145749,0.8279352226720648,0.9615384615384616,0.9453441295546559,0.9878542510121457,0.9878542510121457,0.979757085020243,0.9595141700404858,0.8259109311740891,0.9534412955465587
ENSRBIT00000043485,0.819838056680162,0.9554655870445344,1.0,0.9777327935222672,0.8481781376518218,0.7773279352226721,0.8137651821862348,0.9777327935222672,0.9352226720647774,0.951417004048583,0.9473684210526315,0.9554655870445344,0.9757085020242915,0.8076923076923077,0.979757085020243
ENSMNET00000066162,0.8036437246963563,0.9615384615384616,0.9777327935222672,1.0,0.8360323886639676,0.7651821862348178,0.805668016194332,0.9959514170040485,0.9210526315789473,0.9655870445344129,0.9655870445344129,0.9615384615384616,0.9939271255060729,0.8036437246963563,0.97165991902834
ENSRROT00000027446,0.6680161943319838,0.8137651821862348,0.8481781376518218,0.8360323886639676,1.0,0.6275303643724697,0.6740890688259109,0.8340080971659919,0.7894736842105263,0.8097165991902834,0.8076923076923077,0.8117408906882592,0.8319838056680162,0.6619433198380567,0.8319838056680162
ENSRROT00000046082,0.9412955465587044,0.7854251012145749,0.7773279352226721,0.7651821862348178,0.6275303643724697,1.0,0.868421052631579,0.7692307692307693,0.7732793522267206,0.7813765182186235,0.7773279352226721,0.7773279352226721,0.7672064777327935,0.9331983805668016,0.7692307692307693
ENSNLET00000056341,0.9149797570850202,0.8279352226720648,0.8137651821862348,0.805668016194332,0.6740890688259109,0.868421052631579,1.0,0.805668016194332,0.8481781376518218,0.8238866396761133,0.819838056680162,0.819838056680162,0.8036437246963563,0.9068825910931174,0.805668016194332
ENSMFAT00000002603,0.8076923076923077,0.9615384615384616,0.9777327935222672,0.9959514170040485,0.8340080971659919,0.7692307692307693,0.805668016194332,1.0,0.9210526315789473,0.9655870445344129,0.9615384615384616,0.9615384615384616,0.9979757085020243,0.805668016194332,0.97165991902834
ENSGGOT00000057796,0.8238866396761133,0.9453441295546559,0.9352226720647774,0.9210526315789473,0.7894736842105263,0.7732793522267206,0.8481781376518218,0.9210526315789473,1.0,0.9433198380566802,0.937246963562753,0.9433198380566802,0.9190283400809717,0.8036437246963563,0.9190283400809717
ENSMLET00000042152,0.8238866396761133,0.9878542510121457,0.951417004048583,0.9655870445344129,0.8097165991902834,0.7813765182186235,0.8238866396761133,0.9655870445344129,0.9433198380566802,1.0,0.9878542510121457,0.9878542510121457,0.9635627530364372,0.8218623481781376,0.9493927125506073
ENSTGET00000013876,0.8157894736842105,0.9878542510121457,0.9473684210526315,0.9655870445344129,0.8076923076923077,0.7773279352226721,0.819838056680162,0.9615384615384616,0.937246963562753,0.9878542510121457,1.0,0.979757085020243,0.9595141700404858,0.819838056680162,0.9493927125506073
ENSCATT00000004980,0.819838056680162,0.979757085020243,0.9554655870445344,0.9615384615384616,0.8117408906882592,0.7773279352226721,0.819838056680162,0.9615384615384616,0.9433198380566802,0.9878542510121457,0.979757085020243,1.0,0.9595141700404858,0.8178137651821862,0.9493927125506073
ENSMMUT00000008573,0.805668016194332,0.9595141700404858,0.9757085020242915,0.9939271255060729,0.8319838056680162,0.7672064777327935,0.8036437246963563,0.9979757085020243,0.9190283400809717,0.9635627530364372,0.9595141700404858,0.9595141700404858,1.0,0.8036437246963563,0.9696356275303644
ENSPTET00000040454,0.97165991902834,0.8259109311740891,0.8076923076923077,0.8036437246963563,0.6619433198380567,0.9331983805668016,0.9068825910931174,0.805668016194332,0.8036437246963563,0.8218623481781376,0.819838056680162,0.8178137651821862,0.8036437246963563,1.0,0.8157894736842105
ENSPTET00000040607,0.8076923076923077,0.9534412955465587,0.979757085020243,0.97165991902834,0.8319838056680162,0.7692307692307693,0.805668016194332,0.97165991902834,0.9190283400809717,0.9493927125506073,0.9493927125506073,0.9493927125506073,0.9696356275303644,0.8157894736842105,1.0
