	ENSPLAT00000001923	ENSGAFT00000002940	ENSCVAT00000003037	ENSTRUT00000010202	ENSFHET00000017353	ENSPRET00000010790	ENSPMET00000023507	ENSPKIT00000009466	ENSTNIT00000002339	ENSSFOT00015001619	ENSGAFT00000002926	ENSSFOT00015001633	ENSPFOT00000027760	ENSLBET00000033014	ENSPLAT00000001895	ENSTNIT00000020486	ENSTNIT00000004082	ENSXMAT00000002184	ENSPMET00000023471
ENSPLAT00000001923	1.0	0.8688702248713086	0.7865077214846925	0.635600108371715	0.6060688160390139	0.9081549715524248	0.8699539420211325	0.6941208344622054	0.6930371173123815	0.6965591980493091	0.8994852343538337	0.7063126523977242	0.8723923056082362	0.7740449742617177	0.8753725277702521	0.7144405310214034	0.7071254402600922	0.9428339203467896	0.9842861013275536
ENSGAFT00000002940	0.8688702248713086	1.0	0.7385532376049851	0.6006502302898943	0.5768084529937686	0.8948794364670821	0.8759143863451639	0.7136277431590355	0.698455703061501	0.7209428339203467	0.9214305066377676	0.7068545109726362	0.875101598482796	0.7418043890544568	0.87483066919534	0.7455973990788404	0.7694391763749662	0.8721213763207802	0.8645353562720131
ENSCVAT00000003037	0.7865077214846925	0.7385532376049851	1.0	0.6066106746139258	0.5843944730425359	0.7371985911677053	0.7114603088593877	0.6139257653752371	0.635058249796803	0.6150094825250609	0.739366025467353	0.6247629368734761	0.7111893795719317	0.7179626117583311	0.7103765917095638	0.6521267949065294	0.6496884313194257	0.7927390950961799	0.7940937415334598
ENSTRUT00000010202	0.635600108371715	0.6006502302898943	0.6066106746139258	1.0	0.5803305337306963	0.6098618260633974	0.5852072609049038	0.5675968572202655	0.6169059875372528	0.5800596044432403	0.6114874017881333	0.5898130587916554	0.5846654023299919	0.6456244920075861	0.5843944730425359	0.6421024112706584	0.6396640476835546	0.635329179084259	0.6339745326469791
ENSFHET00000017353	0.6060688160390139	0.5768084529937686	0.5843944730425359	0.5803305337306963	1.0	0.5621782714711461	0.5120563532917909	0.4876727174207531	0.4443240314277974	0.488756434570577	0.562449200758602	0.4985098889189921	0.5123272825792469	0.5334597670008128	0.510972636141967	0.4947168788946086	0.4922785153075047	0.6033595231644541	0.6022758060146302
ENSPRET00000010790	0.9081549715524248	0.8948794364670821	0.7371985911677053	0.6098618260633974	0.5621782714711461	1.0	0.9027363858033052	0.7174207531834191	0.7228393389325386	0.7209428339203467	0.9409374153345976	0.7434299647791927	0.9019235979409376	0.7404497426171769	0.9019235979409376	0.7320509347060418	0.7296125711189381	0.8935247900298022	0.8981305879165538
ENSPMET00000023507	0.8699539420211325	0.8759143863451639	0.7114603088593877	0.5852072609049038	0.5120563532917909	0.9027363858033052	1.0	0.7293416418314821	0.7347602275806014	0.7258195610945544	0.8862096992684909	0.7052289352479003	0.9956651314007045	0.7548089948523435	0.9932267678136006	0.7442427526415606	0.7797344892982931	0.8496342454619344	0.8802492549444595
ENSPKIT00000009466	0.6941208344622054	0.7136277431590355	0.6139257653752371	0.5675968572202655	0.4876727174207531	0.7174207531834191	0.7293416418314821	1.0	0.6602546735302086	0.8157680845299377	0.7098347331346518	0.7908425900839878	0.7285288539691139	0.667298835004064	0.7293416418314821	0.6727174207531834	0.7006231373611488	0.6838255215388783	0.6903278244378217
ENSTNIT00000002339	0.6930371173123815	0.698455703061501	0.635058249796803	0.6169059875372528	0.4443240314277974	0.7228393389325386	0.7347602275806014	0.6602546735302086	1.0	0.6640476835545922	0.7304253589813059	0.6738011379030073	0.7339474397182335	0.7415334597670008	0.7339474397182335	0.9292874559739908	0.8959631536169059	0.6897859658629097	0.6943917637496614
ENSSFOT00015001619	0.6965591980493091	0.7209428339203467	0.6150094825250609	0.5800596044432403	0.488756434570577	0.7209428339203467	0.7258195610945544	0.8157680845299377	0.6640476835545922	1.0	0.7166079653210512	0.9664047683554592	0.7258195610945544	0.6694662693037118	0.7258195610945544	0.6762395014901109	0.7041452180980764	0.687347602275806	0.6900568951503657
