,C11D9.1.1,FBtr0112710,FBtr0112712,FBtr0346962,FBtr0340655,FBtr0340656,FBtr0112708,FBtr0112709,FBtr0340654,FBtr0330125,FBtr0330124,FBtr0330126,YAL041W_mRNA,FBtr0330122,FBtr0330123
C11D9.1.1,1.0,0.4725402811107302,0.4048680150839904,0.40095989029825163,0.5219060678779568,0.4234487487144326,0.5251971203291053,0.4743914981145012,0.5233459033253343,0.5212889955433665,0.6352416866643812,0.35221117586561534,0.6410695920466233,0.5251971203291053,0.38902982516283857
FBtr0112710,0.4725402811107302,1.0,0.5422694549194378,0.538361330133699,0.6743914981145012,0.5832019197805965,0.6739801165581076,0.998148782996229,0.6758313335618786,0.6737744257799109,0.837298594446349,0.8682893383613302,0.4002056907781968,0.6739801165581076,0.526431264998286
FBtr0112712,0.4048680150839904,0.5422694549194378,1.0,0.9960918752142612,0.860061707233459,0.9590675351388412,0.8682893383613302,0.5441206719232088,0.8664381213575592,0.8606787795680494,0.6996229002399725,0.6739801165581076,0.2776139869729174,0.8682893383613302,0.9841618100788482
FBtr0346962,0.40095989029825163,0.538361330133699,0.9960918752142612,1.0,0.8639698320191979,0.9551594103531025,0.8643812135755914,0.54021254713747,0.8625299965718204,0.8645869043537882,0.6957147754542338,0.6700719917723689,0.27370586218717863,0.8643812135755914,0.9880699348645869
FBtr0340655,0.5219060678779568,0.6743914981145012,0.860061707233459,0.8639698320191979,1.0,0.8277682550565649,0.9917723688721289,0.6725402811107302,0.9936235858758999,0.9993829276654097,0.831744943435036,0.5426808364758313,0.3946520397668838,0.9917723688721289,0.8520397668837847
FBtr0340656,0.4234487487144326,0.5832019197805965,0.9590675351388412,0.9551594103531025,0.8277682550565649,1.0,0.8273568735001714,0.5813507027768255,0.8292080905039424,0.8271511827219746,0.7405553651011313,0.7149125814192664,0.31484401782653415,0.8273568735001714,0.9432293452176894
FBtr0112708,0.5251971203291053,0.6739801165581076,0.8682893383613302,0.8643812135755914,0.9917723688721289,0.8273568735001714,1.0,0.6758313335618786,0.998148782996229,0.9923894412067192,0.8313335618786425,0.5422694549194378,0.39794309221803226,1.0,0.8524511484401782
FBtr0112709,0.4743914981145012,0.998148782996229,0.5441206719232088,0.54021254713747,0.6725402811107302,0.5813507027768255,0.6758313335618786,1.0,0.6739801165581076,0.6719232087761399,0.835447377442578,0.8664381213575592,0.4020569077819678,0.6758313335618786,0.5282824820020569
FBtr0340654,0.5233459033253343,0.6758313335618786,0.8664381213575592,0.8625299965718204,0.9936235858758999,0.8292080905039424,0.998148782996229,0.6739801165581076,1.0,0.9942406582104902,0.8331847788824135,0.5441206719232088,0.39609187521426126,0.998148782996229,0.8505999314364072
FBtr0330125,0.5212889955433665,0.6737744257799109,0.8606787795680494,0.8645869043537882,0.9993829276654097,0.8271511827219746,0.9923894412067192,0.6719232087761399,0.9942406582104902,1.0,0.8311278711004456,0.542063764141241,0.3940349674322934,0.9923894412067192,0.8526568392183751
FBtr0330124,0.6352416866643812,0.837298594446349,0.6996229002399725,0.6957147754542338,0.831744943435036,0.7405553651011313,0.8313335618786425,0.835447377442578,0.8331847788824135,0.8311278711004456,1.0,0.7055879328076792,0.5629070963318478,0.8313335618786425,0.6837847103188207
FBtr0330126,0.35221117586561534,0.8682893383613302,0.6739801165581076,0.6700719917723689,0.5426808364758313,0.7149125814192664,0.5422694549194378,0.8664381213575592,0.5441206719232088,0.542063764141241,0.7055879328076792,1.0,0.2798765855330819,0.5422694549194378,0.6581419266369558
YAL041W_mRNA,0.6410695920466233,0.4002056907781968,0.2776139869729174,0.27370586218717863,0.3946520397668838,0.31484401782653415,0.39794309221803226,0.4020569077819678,0.39609187521426126,0.3940349674322934,0.5629070963318478,0.2798765855330819,1.0,0.39794309221803226,0.26177579705176557
FBtr0330122,0.5251971203291053,0.6739801165581076,0.8682893383613302,0.8643812135755914,0.9917723688721289,0.8273568735001714,1.0,0.6758313335618786,0.998148782996229,0.9923894412067192,0.8313335618786425,0.5422694549194378,0.39794309221803226,1.0,0.8524511484401782
FBtr0330123,0.38902982516283857,0.526431264998286,0.9841618100788482,0.9880699348645869,0.8520397668837847,0.9432293452176894,0.8524511484401782,0.5282824820020569,0.8505999314364072,0.8526568392183751,0.6837847103188207,0.6581419266369558,0.26177579705176557,0.8524511484401782,1.0
