,ENSTSYT00000038098,ENSTSYT00000006355,ENSTSYT00000048619,ENSPCOT00000024331,ENSPCOT00000024332,ENSOGAT00000002619,ENSMICT00000027888,ENSPCOT00000024335,ENSPSMT00000003859,ENSPSMT00000003856,ENSMICT00000064689,ENSOGAT00000032847,ENSMICT00000003946
ENSTSYT00000038098,1.0,0.9492242595204513,0.8504936530324401,0.9661495063469676,0.8166431593794076,0.9590973201692524,0.8194640338504936,0.9365303244005642,0.9167842031029619,0.8138222849083215,0.9689703808180536,0.8871650211565585,0.9308885754583921
ENSTSYT00000006355,0.9492242595204513,1.0,0.7997179125528914,0.9153737658674189,0.765867418899859,0.9083215796897038,0.768688293370945,0.9337094499294781,0.8829337094499294,0.763046544428773,0.918194640338505,0.9125528913963329,0.9365303244005642
ENSTSYT00000048619,0.8504936530324401,0.7997179125528914,1.0,0.8166431593794076,0.9647390691114246,0.8095909732016925,0.9661495063469676,0.7870239774330042,0.767277856135402,0.9619181946403385,0.8194640338504936,0.7376586741889986,0.7813822284908322
ENSPCOT00000024331,0.9661495063469676,0.9153737658674189,0.8166431593794076,1.0,0.8504936530324401,0.9717912552891397,0.840620592383639,0.9703808180535967,0.9337094499294781,0.8307475317348378,0.9901269393511989,0.8998589562764457,0.9520451339915373
ENSPCOT00000024332,0.8166431593794076,0.765867418899859,0.9647390691114246,0.8504936530324401,1.0,0.8222849083215797,0.9887165021156559,0.8208744710860366,0.7842031029619182,0.9802538787023978,0.840620592383639,0.7503526093088858,0.8025387870239774
ENSOGAT00000002619,0.9590973201692524,0.9083215796897038,0.8095909732016925,0.9717912552891397,0.8222849083215797,1.0,0.8293370944992948,0.9421720733427362,0.9308885754583921,0.8279266572637518,0.9788434414668548,0.9280677009873061,0.9407616361071932
ENSMICT00000027888,0.8194640338504936,0.768688293370945,0.9661495063469676,0.840620592383639,0.9887165021156559,0.8293370944992948,1.0,0.8110014104372355,0.7898448519040903,0.9844851904090268,0.8504936530324401,0.7574047954866009,0.8124118476727785
ENSPCOT00000024335,0.9365303244005642,0.9337094499294781,0.7870239774330042,0.9703808180535967,0.8208744710860366,0.9421720733427362,0.8110014104372355,1.0,0.923836389280677,0.8011283497884344,0.9605077574047954,0.9012693935119888,0.9506346967559943
ENSPSMT00000003859,0.9167842031029619,0.8829337094499294,0.767277856135402,0.9337094499294781,0.7842031029619182,0.9308885754583921,0.7898448519040903,0.923836389280677,1.0,0.8039492242595204,0.9393511988716502,0.8772919605077574,0.9055007052186178
ENSPSMT00000003856,0.8138222849083215,0.763046544428773,0.9619181946403385,0.8307475317348378,0.9802538787023978,0.8279266572637518,0.9844851904090268,0.8011283497884344,0.8039492242595204,1.0,0.8363892806770099,0.7559943582510579,0.7983074753173484
ENSMICT00000064689,0.9689703808180536,0.918194640338505,0.8194640338504936,0.9901269393511989,0.840620592383639,0.9788434414668548,0.8504936530324401,0.9605077574047954,0.9393511988716502,0.8363892806770099,1.0,0.9069111424541608,0.9619181946403385
ENSOGAT00000032847,0.8871650211565585,0.9125528913963329,0.7376586741889986,0.8998589562764457,0.7503526093088858,0.9280677009873061,0.7574047954866009,0.9012693935119888,0.8772919605077574,0.7559943582510579,0.9069111424541608,1.0,0.9097320169252469
ENSMICT00000003946,0.9308885754583921,0.9365303244005642,0.7813822284908322,0.9520451339915373,0.8025387870239774,0.9407616361071932,0.8124118476727785,0.9506346967559943,0.9055007052186178,0.7983074753173484,0.9619181946403385,0.9097320169252469,1.0
